week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,synopsis,start_date
2013-04-07,45,25899689.0,I'll Eat You Last: A Chat With Sue Mengers,Booth Theatre,313705.0,305610.0,133.78,298.0,2345,782,0.9996,0,3,"Appearing on Broadway for the first time in 30 years, Bette Midler will play the legendary Hollywood agent Sue Mengers (1932-2011) in John Logan's new, one-character play.",
2013-04-21,47,24719511.0,The Rascals: Once Upon a Dream,Richard Rodgers Theatre,646622.0,835825.0,109.8,298.0,5889,1339,0.8796,4,1,"The Rascals will present a concert performance of songs that captured the spirit of America in the 1960s, such as their smash hits “Good Lovin’, “Lonely Too Long, “It’s a Beautiful Morning, “How Can I Be Sure and “Groovin’.",
2013-07-14,7,23190353.0,First Date,Longacre Theatre,408245.0,871427.0,52.23,197.0,7817,1069,0.9141,0,8,"When tightly wound Aaron is set up with cool girl Casey, a quick drink turns into a hilarious dinner served with sides of Google background checks, fake emergency phone calls, a slew of bad boy and uptown girl exes, and some seriously saucy chemistry. Can this mismatched pair turn what could be a dining disaster into something special before the check arrives, or end up at another table for one?",
2013-07-21,8,23614761.0,Let It Be,St. James Theatre,399319.0,1300510.0,41.9,199.0,9530,1683,0.7078,0,8,"Let It Be showcases the works of The Beatles, using video footage to tell the story of the band’s meteoric rise from their humble beginnings in Liverpool’s Cavern Club, through the heights of Beatlemania, to their later studio masterpieces.",
2013-07-21,8,23614761.0,Soul Doctor,Circle in the Square Theatre,109750.0,464170.0,36.71,200.0,2990,698,0.8567,0,5,"Soul Doctor tells the story of the beloved yet controversial father of popular Jewish music, Rabbi Shlomo Carlebach.",
2013-08-25,13,20604712.0,Romeo and Juliet,Richard Rodgers Theatre,207375.0,319700.0,86.77,223.0,2390,1310,0.9122,0,2,,
2013-09-08,15,18374971.0,Big Fish,Neil Simon Theatre,383543.0,661384.0,69.48,200.0,5520,1367,1.0095,0,4,,
2013-09-22,17,19497282.0,A Night With Janis Joplin,Lyceum Theatre,144461.0,235440.0,77.83,197.0,1856,682,0.9071,0,3,A Night With Janis Joplin is a musical journey celebrating the inspirations of one of Rock ‘n’ Roll’s greatest legends.,
2013-09-22,17,19497282.0,The Winslow Boy,American Airlines Theatre,88627.0,423850.0,37.52,,2362,740,0.6384,0,5,"In Terence Rattigan's play, based on a real-life incident, an English father fights to clear his son's name after he is expelled from boarding school, accused of stealing a five-shilling postal order.",
2013-09-29,18,19453422.0,A Time to Kill,John Golden Theatre,54952.0,92158.0,70.81,223.0,776,802,0.9676,0,1,"A Time to Kill tells the story of a young, idealistic lawyer, Jack Brigance, defending a black man, Carl Lee Hailey, for taking the law into his own hands following an unspeakable crime committed against his young daughter.",
2013-10-06,19,21422658.0,The Snow Geese,Samuel J. Friedman Theatre,200041.0,518000.0,54.2,,3691,650,0.8112,0,7,"With World War I raging abroad, newly widowed Elizabeth Gaesling  gathers her family for their annual shooting party to mark the opening of hunting season in rural, upstate New York. But Elizabeth is forced to confront a new reality as her carefree eldest son comes to terms with his impending deployment overseas and her younger son discovers that the father they all revered left them deeply in debt.",
2013-10-20,21,24038298.0,After Midnight,Brooks Atkinson Theatre,235823.0,369606.0,79.45,197.0,2968,1014,0.9757,0,3,,
2013-10-20,21,24038298.0,Twelfth Night / Richard III,Belasco Theatre,468429.0,640530.0,76.43,197.0,6129,1051,0.9719,0,6,,
2013-10-27,22,23158296.0,A Gentleman's Guide to Love and Murder,Walter Kerr Theatre,311467.0,724541.0,63.66,250.0,4893,849,0.8233,0,7,"When Monty Navarro, the black sheep of the D'Ysquith family, finds out he is ninth in line to inherit a dukedom, he decides to eliminate the other eight heirs standing in his way.",
2013-10-27,22,23158296.0,No Man's Land / Waiting for Godot,Cort Theatre,202787.0,238490.0,102.11,223.0,1986,1073,0.9254,0,2,,
2013-11-17,25,24670333.0,Il Divo - A Musical Affair: The Greatest Songs of Broadway,Marquis Theatre,1308223.0,1315320.0,141.57,300.0,9241,1612,0.9554,6,0,"Il Divo, the operatic vocal group created by Simon Cowell, will offer songs from such shows as The Phantom of the Opera, Carousel and West Side Story.",
2013-11-24,26,23426996.0,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,507431.0,645110.0,116.41,450.0,4359,1026,0.8497,0,5,"Beautiful tells the story of Carole King’s remarkable rise to stardom, from being part of a hit songwriting team with her husband Gerry Goffin, to her relationship with fellow writers and best friends Cynthia Weil and Barry Mann, to becoming one of the most successful solo acts in popular music history.",
2013-12-22,30,27539205.0,Machinal,American Airlines Theatre,70446.0,332580.0,35.01,,2012,727,0.6919,0,4,,
2014-01-05,32,31143671.0,Outside Mullingar,Samuel J. Friedman Theatre,116334.0,296000.0,55.98,,2078,650,0.7992,0,4,"Outside Mullingar is about Anthony and Rosemary, two introverted misfits straddling 40. Anthony has spent his entire life on a cattle farm in rural Ireland. Rosemary lives right next door, determined to have him, watching the years slip away. With Anthony’s father threatening to disinherit him and a land feud simmering between their families, Rosemary has every reason to fear romantic catastrophe. But these yearning, eccentric souls fight their way towards solid ground and some kind of happiness.",
2014-01-12,33,19579702.0,Bronx Bombers,Circle in the Square Theatre,128209.0,378420.0,75.77,227.0,1692,772,0.5479,0,4,"Ruth. Berra. Mantle. DiMaggio. Gehrig. Jeter. The New York Yankees have never had a shortage of star playersâ€¦ or controversy. Bronx Bombers follows beloved icon Yogi Berra and his wife Carmen through a century of the team's trials and triumphs, bringing generations of Yankee greats together on one stage.",
2014-01-19,34,20091734.0,The Bridges of Madison County,Gerald Schoenfeld Theatre,212261.0,393816.0,76.27,223.0,2783,1019,0.9104,0,3,"Set amidst the cornfields and picturesque covered bridges of Iowa in 1965, the musical follows an Italian war-bride whose safe but passionless world is shattered when she encounters a roving National Geographic photographer.",
2014-02-16,38,21192765.0,All The Way,Neil Simon Theatre,770789.0,1381980.0,94.14,225.0,8188,1428,0.7167,0,8,The sudden death of a Southern husband and father and its effect on his family is the subject of Tad Mosel's Pulitzer Prize-winning adaptation of James Agee's Pulitzer Prize-winning novel A Death in the Family.,
2014-02-16,38,21192765.0,Rocky,Winter Garden Theatre,373672.0,552567.0,95.69,248.0,3905,1532,0.8497,0,3,,
2014-02-23,39,20540286.0,Mothers and Sons,John Golden Theatre,29638.0,99702.0,61.11,225.0,485,802,0.6047,0,1,"Mothers and Sons is about a mother who pays a surprise visit to the New York apartment of her late son’s ex-partner, who is now married to another man and has a young son.  Challenged to face how society has changed around her—without her—she is finally able to see the rich life her son might have led.",
2014-03-02,40,18500516.0,Aladdin,New Amsterdam Theatre,691812.0,739595.0,80.44,199.5,8600,1720,1.0,0,5,"From the producer of The Lion King and the director/choreographer of The Book of Mormon and Something Rotten! (Casey Nicholaw) comes the timeless story of Aladdin in a thrilling new production filled with unforgettable beauty, magic, comedy and breathtaking spectacle. It’s an extraordinary theatrical event where one lamp and three wishes make the possibilities infinite.",
2014-03-09,41,21278718.0,If/Then,Richard Rodgers Theatre,909159.0,1097950.0,106.94,223.0,8502,1275,0.9526,0,7,"If/Then is a contemporary musical that follows Elizabeth as she rebuilds her life in New York, a city of infinite possibilities.  By the Pulitzer Prize and Tony Award-winning creators of Next to Normal, If/Then is an original new musical set at the intersection of choice and chance, where the road you take meets the road you didn’t.",
2014-03-16,42,24465471.0,Bullets Over Broadway,St. James Theatre,655710.0,1137030.0,72.45,252.0,9050,1630,0.9254,0,6,"Bullets Over Broadway, a musical adaptation of Woody Allen's Academy Award-nominated film of the same name, is about a playwright whose first taste of success comes with mobsters and a domineering diva attached.",
2014-03-16,42,24465471.0,The Realistic Joneses,Lyceum Theatre,253222.0,362864.0,89.13,223.0,2841,872,0.8145,0,4,"In The Realistic Joneses, we meet Bob and Jennifer and their new neighbors, John and Pony, two suburban couples who have even more in common than their identical homes and their shared last names. As their relationships begin to irrevocably intertwine, the Joneses must decide between their idyllic fantasies and their imperfect realities.",
2014-03-23,43,26493585.0,Act One,Vivian Beaumont Theater,152704.0,513600.0,57.67,,2648,1084,0.6107,0,4,,
2014-03-23,43,26493585.0,Of Mice and Men,Longacre Theatre,688832.0,712114.0,111.95,223.0,6153,1073,0.9557,0,6,"Two migrant field hands, the average-looking but smart George and the strong but mentally challenged Lennie, find work on a farm in California during the Great Depression, seeing their dreams lead to tragedy when Lennie gets too close to the wife of the boss's son, in John Steinbeck's adaptation of his novel.",
2014-03-30,44,29088089.0,Hedwig and the Angry Inch,Belasco Theatre,144194.0,119809.0,141.92,248.0,1016,1002,1.014,0,1,"Hedwig and the Angry Inch is a rock musical about a fictional rock and roll band, the Angry Inch, fronted by Hedwig - an East German transgender singer.",
2014-03-30,44,29088089.0,Lady Day at Emerson's Bar and Grill,Circle in the Square Theatre,337951.0,623450.0,84.36,250.0,4006,682,0.8391,0,7,"The time is 1959. The place is a seedy bar in Philadelphia. The audience is about to witness one of Billie Holiday's last performances, given four months before her death. More than a dozen musical numbers are interlaced with salty, often humorous, reminiscences to project a riveting portrait of the lady and her music.",
2014-03-30,44,29088089.0,Violet,American Airlines Theatre,169792.0,381056.0,60.53,,2805,727,0.9646,0,4,A young publisher struggles to choose his next project while dealing with the appearance of a strange machine that spits out manuscript pages with information about his future.,
2014-04-06,45,26873434.0,Casa Valentina,Samuel J. Friedman Theatre,155775.0,512834.0,45.2,,3446,650,0.7574,0,7,"Back in 1962, most men went to the Catskill Mountains to escape the summer heat, but others took the two-hour drive to escape something else entirely: being men. Nestled in the land of dirty dancing and borscht belt comedy sat an inconspicuous bungalow colony that catered to a very special clientele: heterosexual men whose favorite pastime was dressing and acting as women.",
2014-04-06,45,26873434.0,The Velocity of Autumn,Booth Theatre,135307.0,669898.0,39.96,173.0,3386,778,0.6217,0,7,"Alexandra is a 79-year-old artist in a showdown with her family over where she'll spend her remaining years. In Alexandra's corner are her wit, her volcanic passion and the fact that she's barricaded herself in her Brooklyn brownstone with a pile of Molotov cocktails. When Alexandra's estranged son Chris returns after 20 years and crawls through her second floor window, the emotional bombs start detonating.",
2014-04-13,46,28579887.0,The Cripple of Inishmaan,Cort Theatre,155234.0,163830.0,72.78,248.0,2133,1073,0.9939,0,2,"Set on the remote island of Inishmaan off the west coast of Ireland, word arrives that a Hollywood film is being made on the neighboring island of Inishmore. The one person who wants to be in the film more than anybody is young Cripple Billy, if only to break away from the bitter tedium of his daily life.",
2014-06-08,2,28348062.0,Holler If Ya Hear Me,Palace Theatre,148964.0,784072.0,24.1,173.0,6182,1088,0.8117,0,7,"Inner city lives struggle for peace against the daily challenges they face in Holler If Ya Hear Me, a musical inspired by the music and lyrics of late rapper Tupac Shakur.",
2014-08-24,13,22786507.0,This Is Our Youth,Cort Theatre,365614.0,628232.0,63.34,223.0,5772,1061,0.7772,0,7,"Set in New York in 1982, This Is Our Youth follows forty-eight hours in the lives of three very lost young souls: Warren, a dejected nineteen year old who has just stolen $15,000 from his abusive, tycoon father; Dennis, his charismatic drug-dealing friend who helps Warren put the stolen money to good use; and Jessica, the anxiously insightful young woman who Warren yearns for.",
2014-08-31,14,22905607.0,It's Only a Play,Bernard B. Jacobs Theatre,793046.0,705250.0,146.81,225.0,5402,1069,1.0107,0,5,"It’s opening night of Peter Austin's new play as he anxiously awaits to see if his show is a hit. With his career on the line, he shares his big First Night with his best friend, a television star, his fledgling producer, his erratic leading lady, his wunderkind director, an infamous drama critic, and a wide-eyed coat check attendant on his first night in Manhattan. It’s alternately raucous, ridiculous and tender — reminding audiences why there’s no business like show business.",
2014-08-31,14,22905607.0,You Can't Take It With You,Longacre Theatre,519102.0,964892.0,65.47,250.0,7929,1073,0.9237,0,8,"An eccentric family allows each member to pursue his own ambition in the home, but their routine is disrupted when a daughter with a regular job wants to bring her fiancé and his Wall Street family to dinner in George S. Kaufman and Moss Hart's Pulitzer Prize-winning comedy.",
2014-09-14,16,22291146.0,The Country House,Samuel J. Friedman Theatre,198383.0,518000.0,53.56,,3704,650,0.8141,0,7,,
2014-09-14,16,22291146.0,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,288614.0,439376.0,75.93,195.0,3801,1018,0.9334,0,4,,
2014-09-28,18,22181017.0,Disgraced,Lyceum Theatre,100824.0,200314.0,63.69,198.0,1583,918,0.8622,0,2,"Disgraced is the story of a successful Muslim-American lawyer and his wife – an artist influenced by Islamic imagery – enjoying their comfortable life on New York’s Upper East Side. When a co-worker and her husband come to dinner, what begins as polite table conversation explodes, leaving everyone’s relationships and beliefs about race and identity in shards.",
2014-10-05,19,23249659.0,The Last Ship,Neil Simon Theatre,533382.0,1079855.0,78.68,225.0,6779,1344,0.7206,0,7,,
2014-11-02,23,23464674.0,The River,Circle in the Square Theatre,348102.0,327834.0,161.01,275.0,2162,696,1.0354,0,3,"A black poet is forced to paint houses to provide for his family in Harlem.  That family's history, including his son's decision to leave the Air Force and the street life for law school, is the subject of Joseph A. Walker's play.",
2014-11-23,26,26699452.0,Honeymoon in Vegas,Nederlander Theatre,366136.0,983218.0,69.24,223.0,5288,1157,0.6529,0,7,"Honeymoon in Vegas tells the story of Jack Singer, a regular guy with an extraordinary fear of marriage, who finally gets up the nerve to ask his girlfriend Betsy to marry him. But when they head to Las Vegas to get hitched, smooth talking gambler Tommy Korman, looking for a second chance at love, falls head over heels for Betsy. What happens next is anybody's bet!",
2014-11-30,27,34121647.0,The Illusionists - Witness the Impossible,Marquis Theatre,1048858.0,1378870.0,107.44,175.0,9762,1565,0.8911,0,7,"Seven illusionists enact mind-bending acts of magic and illusion, many of which have never been seen before.",
2014-12-21,30,31278714.0,Constellations,Samuel J. Friedman Theatre,325875.0,679684.0,82.44,,3953,650,0.8688,0,7,"One relationship. Infinite possibilities. An explosive new play about the boundless potential of a first encounter, free will, and friendship.",
2015-01-04,32,42773882.0,The Temptations & The Four Tops On Broadway,Palace Theatre,819461.0,1293810.0,93.33,240.0,8780,1679,0.747,7,0,"Both a career retrospective as well as a celebration of the hit songs that defined a generation, this special one-week Broadway engagement of The Temptations and The Four Tops will feature the legendary Hall of Fame artists performing all their classic Top 10 Billboard hits in a once-in-a-lifetime Broadway event.",
2015-02-08,37,18766305.0,Fish in the Dark,Cort Theatre,993940.0,876585.0,130.95,423.0,7590,1073,1.0105,0,7,"Larry David makes his Broadway debut as an actor and playwright with his first play Fish in the Dark, inspired by the death of a friend's father.",
2015-02-15,38,22494434.0,On the Twentieth Century,American Airlines Theatre,228661.0,401500.0,80.04,,2857,740,0.9652,0,4,"A down-and-out Broadway producer struggles to convince his former muse and lover, now a successful film actress, to return to Broadway in a play about Mary Magdelene, while dealing with her jealous new lover and a religious fanatic aboard a luxury train, in Cy Coleman, Betty Comden and Adolph Green's musical adaptation of the play Twentieth Century.",
2015-02-15,38,22494434.0,The Audience,Gerald Schoenfeld Theatre,331101.0,297728.0,153.22,293.0,2161,1069,1.0108,0,2,,
2015-03-01,40,18617254.0,The Heidi Chronicles,Music Box Theatre,305345.0,891192.0,51.05,223.0,5981,1001,0.7469,0,8,"A feminist art historian and her friends, male and female, gay and straight, mature from the 1960s to the 1980s as they search for political, professional and personal fulfillment, in Wendy Wasserstein's Pulitzer Prize and Tony Award-winning play.",
2015-03-15,42,22954554.0,An American in Paris,Palace Theatre,317918.0,367330.0,100.58,223.0,3161,1601,0.9872,0,2,,
2015-03-15,42,22954554.0,Finding Neverland,Lunt-Fontanne Theatre,159823.0,186055.0,105.84,225.0,1510,1479,1.021,0,1,"Based on the Miramax motion picture by David Magee and the play The Man Who Was Peter Pan by Allan Knee, Finding Neverland follows the relationship between playwright J. M. Barrie and the family that inspired Peter Pan, or The Boy Who Wouldn't Grow Up – one of the most beloved stories of all time.",
2015-03-15,42,22954554.0,Hand to God,Booth Theatre,36122.0,78488.0,47.03,223.0,768,782,0.9821,0,1,"Shy, inquisitive student Jason finds an outlet for his burgeoning creativity at the Christian Puppet Ministry in the devoutly religious, relatively quiet small town of Cypress, Texas, until his hand puppet Tyrone — once soft-spoken — takes on a shocking and dangerously irreverent personality all its own. As Tyrone’s influence over Jason steadily grows, Hand to God explores the startlingly fragile nature of faith, morality, and the ties that bind us.""",
2015-03-22,43,26316785.0,Gigi,Neil Simon Theatre,331484.0,690800.0,77.25,198.0,4291,1356,0.7911,0,4,,
2015-03-22,43,26316785.0,It Shoulda Been You,Brooks Atkinson Theatre,293768.0,713724.0,57.49,197.0,5110,978,0.8708,0,6,"The bride is Jewish.  The groom is Catholic.  Her mother is a force of nature, his mother is a tempest in a cocktail shaker. And when the bride’s ex-boyfriend shows up, the perfect wedding starts to unravel faster than you can whistle “Here Comes the Bride!  Plots are hatched, pacts are made, secrets exposed – and the sister of the bride is left to turn a tangled mess into happily ever after!",
2015-03-22,43,26316785.0,Wolf Hall: Parts 1 & 2,Winter Garden Theatre,419780.0,714787.0,99.66,293.5,4212,1383,0.7614,0,4,"Wolf Hall: Parts 1 & 2 are adapted by Mike Poulton from Hilary Mantel’s Man Booker Prize-winning novels, Wolf Hall and Bring Up the Bodies. The plays are based on the deceit, betrayal, and intrigue of the court of Henry VIII.",
2015-03-29,44,27962548.0,Doctor Zhivago,Broadway Theatre,291270.0,482320.0,74.02,247.0,3935,1478,0.8875,0,3,"Doctor Zhivago is an epic romance set during the final days of Czarist Russia, the First World War, and the chaos of the Russian revolution. Raised as an aristocrat, Zhivago is a political idealist, physician, and poet who is torn between a life with his devoted wife, Tonia Gromeko, and the passionate and mysterious Lara Guishar. Zhivago is not alone in his yearnings for Lara, competing for her affections with the young revolutionary Pasha Antipov and the aristocrat Viktor Komarovsky.",
2015-03-29,44,27962548.0,Fun Home,Circle in the Square Theatre,218509.0,373144.0,77.43,200.0,2822,702,1.005,0,4,"After her father dies unexpectedly, Alison dives deep into her past to tell the story of the volatile, brilliant, one-of-a-kind man whose temperament and secrets defined her family and her life. Based on Alison Bechdel’s autobiographical graphic novel.",
2015-03-29,44,27962548.0,Something Rotten!,St. James Theatre,363874.0,531141.0,35.3,197.0,10307,1486,0.9911,0,7,"Brothers Nick and Nigel Bottom are desperate to write a hit play but are stuck in the shadow of that Renaissance rockstar known as ""The Bard."" When a local soothsayer foretells that the future of theatre involves singing, dancing and acting at the same time, Nick and Nigel set out to write the world's very first MUSICAL!",
2015-04-05,45,29551642.0,Airline Highway,Samuel J. Friedman Theatre,90799.0,442026.0,34.67,,2619,627,0.6962,0,6,"In the parking lot of The Hummingbird, a once-glamorous motel on New Orleans' infamous Airline Highway, a group of friends gather. A rag-tag collection of strippers, hustlers, and philosophers have come together to celebrate the life of Miss Ruby, an iconic burlesque performer who has requested a funeral before she dies. The party rages through the night as old friends resurface to pay their respects.",
2015-04-05,45,29551642.0,Living on Love,Longacre Theatre,126172.0,482780.0,31.73,275.0,3977,1073,0.7413,0,5,"When Vito, celebrated diva Raquel De Angelis's larger-than-life maestro husband, becomes enamored with the lovely young lady hired to ghostwrite his largely fictional autobiography, Raquel retaliates by hiring her own handsome, young scribe to chronicle her life as an opera star. Sparks fly, silverware is thrown, and romance blossoms in the most unexpected ways in this brand new hilarious comedy.",
2015-05-10,50,26460114.0,An Act of God,Studio 54,477703.0,513614.0,129.04,349.0,3702,1006,0.92,0,4,"Based on a satirical book and twitter account, An Act of God is a 90- minute conversation in which God will reveal the mysteries of the Bible and answer some of the greatest existential questions that plague mankind.",
2015-06-28,5,28334071.0,Amazing Grace,Nederlander Theatre,200392.0,686150.0,57.57,197.0,3481,1162,0.5991,0,5,"Based on the awe-inspiring true story behind the world’s most beloved song, Amazing Grace tells the story of John Newton whose incredible journey ignited a historic wave of change that gave birth to the abolitionist movement.",
2015-07-12,7,26350323.0,Penn & Teller On Broadway,Marquis Theatre,1075289.0,1723280.0,104.64,247.0,10276,1634,0.7861,1,7,"For the first time in almost 25 years Penn and Teller come home, where they will bring astonishing tricks from their record-breaking Vegas act, along with their most outrageous classics, to the Marquis Theatre.",
2015-07-19,8,29808365.0,Hamilton,Richard Rodgers Theatre,1288436.0,1168090.0,138.94,275.0,9273,1321,1.0028,0,7,"Winner of 11 Tony Awards and the 2016 Pulitzer Prize for Drama, Hamilton is one of Broadway’s biggest hits. From the mind of 2015 MacArthur Genius grant recipient Lin-Manuel Miranda and Ron Chernow’s landmark bestselling biography comes a new musical about the scrappy young immigrant who forever changed America, Alexander Hamilton. Tony Award-winner Thomas Kail directs this new musical about taking your shot, speaking your mind, and turning the world upside down.",
2015-09-20,17,21730051.0,Fool For Love,Samuel J. Friedman Theatre,177278.0,495620.0,56.19,,3155,639,0.8229,0,6,"Holed up in a seedy motel on the edge of the Mojave Desert, two former lovers unpack the deep secrets and dark desires of their tangled relationship, passionately tearing each other apart.",
2015-09-20,17,21730051.0,Old Times,American Airlines Theatre,233302.0,393550.0,73.48,,3175,740,0.8581,0,5,"A married couple are visited by the wife's former roommate, whose presence raises questions about the nature of the three's past and present relationships with each other.",
2015-09-27,18,20380414.0,Dames at Sea,Helen Hayes Theatre,144944.0,367463.0,56.11,277.0,2583,583,0.8861,0,5,"Ruby steps off a bus from Utah and into her first Broadway show, but hours before the opening night curtain is to rise, the cast learns their theater is being demolished. So Ruby and the cast, with the help of some adoring sailors, set a plan in motion to perform the show on a naval battleship.",
2015-10-04,19,21226522.0,Sylvia,Cort Theatre,124200.0,238700.0,81.12,199.0,1531,1071,0.7148,0,2,,
2015-10-04,19,21226522.0,Therese Raquin,Studio 54,227826.0,528215.0,68.52,,3325,1019,0.6526,0,5,,
2015-10-11,20,25981326.0,Allegiance,Longacre Theatre,608241.0,959991.0,80.57,223.0,7549,1057,0.8927,0,8,"Inspired by the childhood of George Takei, Allegiance is a moving and uplifting story of love, war, and heroism set during the Japanese American internment of World War II. It follows the story of the Kimura family in the weeks and years after the attack on Pearl Harbor, as they are relocated from their farm in Salinas, California to the Heart Mountain internment camp in the rural plains of Wyoming.",
2015-10-11,20,25981326.0,King Charles III,Music Box Theatre,85080.0,124335.0,88.72,225.0,959,977,0.9816,0,1,"The Queen is dead: after a lifetime of waiting, the prince ascends the throne. A future of power. But how to rule? This controversial new play explores the people beneath the crowns, the unwritten rules of our democracy, and the conscience of Britain’s most famous family.",
2015-10-11,20,25981326.0,On Your Feet!,Marquis Theatre,970013.0,1515906.0,96.54,199.0,10048,1638,0.8763,0,7,"On Your Feet! is the story of Emilio and Gloria Estefan, two people who—through an unwavering dedication to one another and their pursuit of the American dream— showcased their talent, their music and their heritage to the world in a remarkable rise to global superstardom.",
2015-10-25,22,27391971.0,China Doll,Gerald Schoenfeld Theatre,1072111.0,957167.0,166.37,350.0,6444,1069,1.0047,0,6,,
2015-10-25,22,27391971.0,Misery,Broadhurst Theatre,622939.0,599088.0,134.63,297.0,4627,1182,0.9786,0,4,"Successful romance novelist Paul Sheldon is rescued from a car crash by his 'Number One Fan,' Annie Wilkes, and wakes up captive in her secluded home. While Paul is convalescing, Annie reads the manuscript to his newest novel and becomes enraged when she discovers the author has killed off her favorite character, Misery Chastain. Annie forces Paul to write a new 'Misery' novel, and he quickly realizes Annie has no intention of letting him go anywhere.",
2015-11-08,24,26640595.0,Lord of the Dance: Dangerous Games,Lyric Theatre,231662.0,767928.0,52.25,225.0,4434,1896,0.5847,0,4,"This new entry from the popular Lord of the Dance franchise features exciting and ground-breaking new technology, including holographs, special effects lighting, dancing robots, world champion acrobats and of course the greatest team of Irish Dancers in the world.",
2015-11-15,25,28476232.0,School of Rock - The Musical,Winter Garden Theatre,928596.0,1456224.0,86.91,248.0,10685,1486,0.8988,0,8,"Dewey Finn, a failed wannabe rock star, decides to earn a few extra bucks by posing as a substitute teacher at a prestigious prep school. There he turns a class of straight-A students into a guitar-shredding, bass-slapping, mind-blowing rock band. While teaching these pint-sized prodigies what it means to truly rock, Dewey falls for the school’s beautiful but uptight headmistress, helping her rediscover the wild child within.",
2015-11-22,26,26940627.0,The Illusionists - Live On Broadway,New Amsterdam Theatre,595610.0,1152931.0,87.27,250.0,6825,1398,0.6974,7,0,,
2016-01-03,32,43065472.0,Our Mother's Brief Affair,Samuel J. Friedman Theatre,113194.0,471020.0,43.69,,2591,650,0.6644,0,6,"On the verge of death for the umpteenth time, Anna makes a shocking confession to her grown children: an affair from her past that just might have resonance beyond the family. But how much of what she says is true? While her children try to separate fact from fiction, Anna fights for a legacy she can be proud of.",
2016-01-24,35,15977957.72,The Humans,Gerald Schoenfeld Theatre,32573.5,63949.0,65.15,223.0,500,578,0.8651,0,1,"After a sleepless night, Erik Blake has brought his family from Pennsylvania to celebrate Thanksgiving at his daughter’s new apartment. As darkness falls outside the crumbling pre-war duplex, mysterious things start to go bump in the night and family tensions reach a boiling point.",
2016-02-07,37,21024819.67,Blackbird,Belasco Theatre,156916.0,236624.0,84.14,248.0,1865,1028,0.9071,0,2,,
2016-02-14,38,25713384.94,Disaster!,Nederlander Theatre,364575.0,1123808.0,55.8,197.0,6534,1197,0.6823,0,8,"Earthquakes, tidal waves, infernos and rampant wildlife can’t stop an outrageous cast of characters from dancing, gambling and singing the night away aboard New York’s first floating casino and discothèque.",
2016-02-28,40,20011009.78,Bright Star,Cort Theatre,206572.5,465846.0,63.8,248.0,3238,1048,0.7724,0,4,"When successful literary editor Alice Murphy meets an ambitious young soldier just home from World War II, their connection inspires Alice to confront her past. Together they discover a stunning secret with the power to transform their lives.",
2016-02-28,40,20011009.78,Eclipsed,John Golden Theatre,400314.8,717927.0,73.3,198.0,5461,802,0.9727,0,7,,
2016-03-20,43,26631585.91,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,640453.2,800026.0,113.15,373.0,5660,963,0.9796,0,6,"In May 1921, Shuffle Along, a new musical conceived by Flournoy Miller and Aubrey Lyles with music and lyrics by Eubie Blake and Noble Sissle, became the unlikeliest of hits, significantly altering the face of the Broadway musical as well as that of New York City.This production presents both the 1921 musical itself, and additionally details the events that catalyzed the songwriting team of Noble Sissle and Eubie Blake, and librettists F.E. Miller and Aubrey Lyles to create this ground-breaking work.",
2016-03-27,44,31485172.45,American Psycho,Gerald Schoenfeld Theatre,365185.7,530359.0,90.04,248.0,4056,1031,0.9835,0,4,"Living the high life in 1980s Manhattan, Patrick Bateman has it all – looks, money, style and status.  He and his entourage buy the most expensive designer clothes, eat at the most exclusive restaurants and party at the hottest clubs.  But privately, Patrick indulges in another kind of transgression. And people - including those closest to him - keep disappearing.",
2016-03-27,44,31485172.45,Waitress,Brooks Atkinson Theatre,425830.0,382305.0,134.29,270.0,3171,1045,1.0115,0,3,,
2016-04-03,45,29929437.71,Fully Committed,Lyceum Theatre,210547.05,451816.0,74.95,250.0,2809,914,0.7683,0,4,"Sam works the red-hot reservation line at one of New York’s trendiest restaurants, where the best food inspires the worst behavior. Coercion, petty threats, bribes, histrionics—a cast of desperate callers, all brought to life by Ferguson, will stop at nothing to land a prime reservation, or the right table.",
2016-04-03,45,29929437.71,Tuck Everlasting,Broadhurst Theatre,263150.15,518943.0,62.03,223.0,4242,1161,0.9134,0,4,"When Winnie Foster discovers the magical secret of the Tuck family, she embarks on an extraordinary adventure that will change her life forever.",
2016-04-17,47,27177086.08,Cirque du Soleil Paramour,Lyric Theatre,190773.6,191599.0,100.57,199.0,1897,1896,1.0005,0,1,"Set in the glamorous world of Golden Age Hollywood, this groundbreaking event from Cirque du Soleil spins the tale of a beautiful young poet forced to choose between love and art.",
2016-09-04,15,23361024.99,"Holiday Inn, The New Irving Berlin Musical",Studio 54,165392.2,486952.0,57.33,,2885,1000,0.7213,0,4,"Jim Hardy leaves the bright lights of show business behind to settle down on his farmhouse in Connecticut. He quickly discovers life isn’t the same without a bit of song and dance. Jim’s luck takes a spectacular turn when he meets Linda, a spirited schoolteacher with talent to spare. Together they turn the farmhouse into a fabulous inn with dazzling performances to celebrate each holiday, from Thanksgiving to the Fourth of July.",
