number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,_art_year
982,School Bus Fun,"Jul 3, 2014",5.99,"20,000 .. 50,000","Fancy Bytes, Reactor",United Independent Entertainment GmbH,0.0,0.0,,2014.0
984,Realms of Arkania 1 - Blade of Destiny Classic,"Jan 10, 2014",3.99,"20,000 .. 50,000",attic Entertainment Software GmbH,United Independent Entertainment GmbH,0.0,0.0,,2014.0
989,Orc Attack: Flatulent Rebellion,"May 15, 2014",9.99,"20,000 .. 50,000",Casual Brothers,Reverb,0.0,0.0,,2014.0
992,The Apotheosis Project,"Dec 4, 2014",1.99,"20,000 .. 50,000",Midian Design,Screen 7,0.0,0.0,,2014.0
995,Football Mogul 15,"Sep 3, 2014",11.99,"20,000 .. 50,000","Sports Mogul, Inc.","Sports Mogul, Inc.",0.0,0.0,,2014.0
998,Tiestru,"Aug 20, 2014",9.99,"20,000 .. 50,000",Warlock Arts,Warlock Arts,0.0,0.0,,2014.0
999,Countless Rooms of Death,"Feb 20, 2014",0.99,"20,000 .. 50,000",HCP Games,HCPGames,0.0,0.0,,2014.0
1012,Rodina,"Jul 28, 2014",14.99,"20,000 .. 50,000",Elliptic Games,Elliptic Games,0.0,0.0,,2014.0
1018,Coming Out on Top,"Dec 10, 2014",14.99,"20,000 .. 50,000",Obscurasoft,Obscurasoft,0.0,0.0,,2014.0
1022,Blockscape,"Jul 3, 2014",9.99,"20,000 .. 50,000",ioneo,ioneo,0.0,0.0,,2014.0
1023,Jagged Alliance Flashback,"Oct 21, 2014",19.99,"20,000 .. 50,000",Full Control,"Full Control, THQ Nordic",0.0,0.0,,2014.0
1025,Chicken Invaders 4,"Jun 6, 2014",4.99,"20,000 .. 50,000",InterAction studios,InterAction studios,0.0,0.0,,2014.0
1026,NEStalgia,"Apr 15, 2014",9.99,"20,000 .. 50,000",Silk Games,Silk Games,0.0,0.0,,2014.0
1027,Bloo Kid 2,"Mar 6, 2014",3.99,"20,000 .. 50,000",winterworks GmbH,winterworks GmbH,0.0,0.0,,2014.0
1030,Ultionus: A Tale of Petty Revenge,"Feb 25, 2014",6.99,"20,000 .. 50,000",Last Dimension,Last Dimension,0.0,0.0,,2014.0
1054,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,"Jan 3, 2014",4.99,"20,000 .. 50,000",Semaphore,Semaphore,0.0,0.0,,2014.0
1058,OMG Zombies!,"Feb 13, 2014",4.99,"20,000 .. 50,000",Laughing Jackal LTD,Ghostlight LTD,0.0,0.0,,2014.0
1059,Depths of Fear :: Knossos,"Apr 24, 2014",5.99,"20,000 .. 50,000",Dirigo Games,Digital Tribe,0.0,0.0,,2014.0
1061,Battle Fleet 2,"Nov 20, 2014",14.99,"20,000 .. 50,000",Mythical City Games,Mythical City Games,0.0,0.0,,2014.0
1063,Insanity's Blade,"Dec 5, 2014",5.99,"20,000 .. 50,000",Causal Bit Games Inc.,Causal Bit Games Inc.,0.0,0.0,,2014.0
1066,Hidden Object Bundle 4 in 1,"Jun 1, 2014",7.99,"20,000 .. 50,000",Alawar Entertainment,Alawar Entertainment,0.0,0.0,,2014.0
1069,Descent: FreeSpace – The Great War,"May 7, 2014",9.99,"20,000 .. 50,000",Volition Inc.,Interplay Inc.,0.0,0.0,,2014.0
1071,Procyon,"Feb 26, 2014",3.99,"20,000 .. 50,000",Deadly Red Cube,Deadly Red Cube,0.0,0.0,,2014.0
1072,Pixel Hunter,"Jul 18, 2014",2.99,"20,000 .. 50,000",Lemondo Entertainment,Lemondo Entertainment,0.0,0.0,,2014.0
1073,The Few,"Jun 18, 2014",7.99,"20,000 .. 50,000",BlackMoon Design,BlackMoon Design,0.0,0.0,,2014.0
1074,Cube & Star: An Arbitrary Love,"Feb 14, 2014",4.99,"20,000 .. 50,000",Doppler Interactive,Doppler Interactive,0.0,0.0,,2014.0
1075,Project Temporality,"May 20, 2014",14.99,"20,000 .. 50,000",Defrost Games,Defrost Games,0.0,0.0,,2014.0
1076,Strategic War in Europe,"Mar 21, 2014",2.99,"20,000 .. 50,000",Wastelands Interactive,Wastelands Interactive,0.0,0.0,,2014.0
1079,Farm Machines Championships 2014,"Mar 14, 2014",,"20,000 .. 50,000",Silden,Silden,0.0,0.0,,2014.0
1081,Galactic Arms Race,"May 31, 2014",2.99,"20,000 .. 50,000",Evolutionary Games,Evolutionary Games,0.0,0.0,,2014.0
1092,Blinding Dark,"Aug 12, 2014",9.99,"20,000 .. 50,000",Games Hut,BulkyPix,0.0,0.0,,2014.0
1095,Super Chain Crusher Horizon,"Sep 22, 2014",14.99,"20,000 .. 50,000","Mindware Co.,Ltd.","Mindware Co.,Ltd.",0.0,0.0,,2014.0
1097,Crazy Machines: Golden Gears,"Mar 27, 2014",9.99,"20,000 .. 50,000",FAKT Software Gmbh,Viva Media Inc,0.0,0.0,,2014.0
1117,WazHack,"Feb 17, 2014",9.99,"20,000 .. 50,000",Waz,Waz Games,0.0,0.0,,2014.0
1119,Domestic Dog,"Aug 7, 2014",2.99,"20,000 .. 50,000",Sean Davy,Sean Davy,0.0,0.0,,2014.0
1123,Vlad the Impaler,"Jul 17, 2014",0.99,"20,000 .. 50,000",Section Studios,Section Studios,0.0,0.0,,2014.0
1128,Avoid - Sensory Overload,"Apr 8, 2014",4.99,"20,000 .. 50,000",48h Studio,Strategy First,0.0,0.0,,2014.0
1133,3 Stars of Destiny,"Mar 28, 2014",14.99,"20,000 .. 50,000",Aldorlea Games,Degica,0.0,0.0,,2014.0
1135,Daedalus - No Escape,"Oct 28, 2014",4.99,"20,000 .. 50,000",Patrice Meneguzzi,Patrice Meneguzzi,0.0,0.0,,2014.0
1136,Rush for Glory,"Jun 16, 2014",14.99,"20,000 .. 50,000",Parseh Game Studio,Immanitas Entertainment GmbH,0.0,0.0,,2014.0
1137,Captain Morgane and the Golden Turtle,"Jan 3, 2014",4.99,"20,000 .. 50,000",WizarBox,Reef Entertainment,0.0,0.0,,2014.0
1138,Smugglers 5,"Apr 11, 2014",9.99,"20,000 .. 50,000",Niels Bauer Games,Niels Bauer Games,0.0,0.0,,2014.0
1139,Munich Bus Simulator,"Apr 7, 2014",14.99,"20,000 .. 50,000",TML-Studios,Aerosoft GmbH,0.0,0.0,,2014.0
1145,StuntMANIA Reloaded,"Nov 13, 2014",4.99,"20,000 .. 50,000",Sector3 Games,Bigger Boat,0.0,0.0,,2014.0
1146,ULTRAWORLD EXODUS,"Dec 4, 2014",,"20,000 .. 50,000",Neon Serpent LLC,Neon Serpent LLC,0.0,0.0,,2014.0
1147,Baezult,"Oct 3, 2014",,"20,000 .. 50,000",Atapki,Atapki,0.0,0.0,,2014.0
1148,Kick-Ass 2,"Aug 15, 2014",19.99,"20,000 .. 50,000",Freedom Factory,United Independent Entertainment GmbH,0.0,0.0,,2014.0
1153,Tales From The Dragon Mountain: The Strix,"Feb 20, 2014",2.99,"20,000 .. 50,000",Cateia Games,Libredia Entertainment,0.0,0.0,,2014.0
1185,Riptide GP2,"Mar 7, 2014",6.99,"20,000 .. 50,000",Vector Unit,Vector Unit,0.0,0.0,,2014.0
1187,Battlepillars Gold Edition,"Apr 28, 2014",4.99,"20,000 .. 50,000",Hitcents,Hitcents,0.0,0.0,,2014.0
1190,Iron Fisticle,"Sep 16, 2014",8.99,"20,000 .. 50,000",Confused Pelican,Curve Digital,0.0,0.0,,2014.0
1191,LocoCycle,"Feb 14, 2014",9.99,"20,000 .. 50,000",Twisted Pixel Games,Xbox Game Studios,0.0,0.0,,2014.0
1193,Supreme Ruler 1936,"May 9, 2014",12.99,"20,000 .. 50,000",BattleGoat Studios,BattleGoat Studios,0.0,0.0,,2014.0
1198,Dreamscapes: The Sandman - Premium Edition,"Apr 16, 2014",6.99,"20,000 .. 50,000",Shaman Games Studio,"1C Entertainment, Playrix",0.0,0.0,,2014.0
1199,Over The Void,"Nov 11, 2014",4.99,"20,000 .. 50,000",Exquisite Games,Exquisite Games,0.0,0.0,,2014.0
1204,Woah Dave!,"Oct 30, 2014",4.99,"20,000 .. 50,000",MiniVisions,Choice Provisions,0.0,0.0,,2014.0
1205,Industry Empire,"Jul 30, 2014",11.99,"20,000 .. 50,000",Actalogic,rondomedia GmbH,0.0,0.0,,2014.0
1207,7 Wonders: Magical Mystery Tour,"Feb 18, 2014",6.99,"20,000 .. 50,000",MumboJumbo,MumboJumbo,0.0,0.0,,2014.0
1209,Shadows of War,"Sep 19, 2014",2.99,"20,000 .. 50,000",TRI.G,TRI.G,0.0,0.0,,2014.0
1210,Drive to Hell,"Feb 1, 2014",4.99,"20,000 .. 50,000",Ghost Crab Games,Ghost Crab Games,0.0,0.0,,2014.0
1213,Millennium 2 - Take Me Higher,"Jul 10, 2014",0.89,"20,000 .. 50,000",Aldorlea Games,Aldorlea Games,0.0,0.0,,2014.0
1214,War Operations,"Sep 18, 2014",3.99,"20,000 .. 50,000",Dynamic Games,Strategy First,0.0,0.0,,2014.0
1217,Realms of Arkania 2 - Star Trail Classic,"Jan 10, 2014",3.99,"20,000 .. 50,000",attic Entertainment Software GmbH,United Independent Entertainment GmbH,0.0,0.0,,2014.0
1241,Beyond Gravity,"Sep 23, 2014",1.99,"20,000 .. 50,000",Qwiboo Ltd,Qwiboo Ltd,0.0,0.0,,2014.0
1245,Halfway,"Jul 22, 2014",12.99,"20,000 .. 50,000",Robotality,Chucklefish,0.0,0.0,,2014.0
1247,Arctico,"Nov 24, 2014",9.99,"20,000 .. 50,000","Claudio Norori, Antonio Vargas, Martin Norori",Black Maple Games,0.0,0.0,,2014.0
1248,Hidden in Plain Sight,"Jul 16, 2014",5.99,"20,000 .. 50,000",Adam Spragg,Adam Spragg,0.0,0.0,,2014.0
1249,Reprisal Universe,"Sep 15, 2014",6.99,"20,000 .. 50,000",electrolyte,electrolyte,0.0,0.0,,2014.0
1251,Spy Chameleon - RGB Agent,"Jun 11, 2014",4.99,"20,000 .. 50,000",Unfinished Pixel,Unfinished Pixel,0.0,0.0,,2014.0
1254,Dwarf Tower,"May 5, 2014",0.99,"20,000 .. 50,000",iosoftware,Hack The Publisher,0.0,0.0,,2014.0
1255,Mirror Mysteries,"Apr 10, 2014",4.99,"20,000 .. 50,000",Easy Co,Strategy First,0.0,0.0,,2014.0
1256,Pixel Boy and the Ever Expanding Dungeon,"May 30, 2014",0.99,"20,000 .. 50,000",Giant Box Games,Giant Box Games,0.0,0.0,,2014.0
1259,Run or Die,"Dec 11, 2014",4.99,"20,000 .. 50,000",Team Flow,Team Flow,0.0,0.0,,2014.0
1262,Titanfall - The Final Hours,"Apr 15, 2014",0.99,"20,000 .. 50,000",Geoff Keighley,Geoff Keighley,0.0,0.0,,2014.0
1263,FRONTIERS,"Dec 15, 2014",14.99,"20,000 .. 50,000",AAD Productions,AAD Productions,0.0,0.0,,2014.0
1265,Final Rush,"Nov 21, 2014",4.99,"20,000 .. 50,000",Strike Games,Strike Games,0.0,0.0,,2014.0
1267,Abalone,"Apr 23, 2014",6.99,"20,000 .. 50,000",Games-Up,Asmodee Digital,0.0,0.0,,2014.0
1269,Project Root,"May 1, 2014",9.99,"20,000 .. 50,000",OPQAM,Reverb Triple XP,0.0,0.0,,2014.0
1271,Heroes & Legends: Conquerors of Kolhar,"Aug 21, 2014",9.99,"20,000 .. 50,000",Cuve Games,Phoenix Online Publishing,0.0,0.0,,2014.0
1272,Desert Ashes,"Nov 10, 2014",4.99,"20,000 .. 50,000",Nine Tales Digital,Nine Tales Digital,0.0,0.0,,2014.0
1275,Deep Under the Sky,"Aug 22, 2014",9.99,"20,000 .. 50,000","RichMakeGame, Colin Northway",Northway Games,0.0,0.0,,2014.0
1277,Millennium 3 - Cry Wolf,"Aug 29, 2014",0.79,"20,000 .. 50,000",Aldorlea Games,Aldorlea Games,0.0,0.0,,2014.0
1281,Millennium 4 - Beyond Sunset,"Sep 19, 2014",0.79,"20,000 .. 50,000",Aldorlea Games,Aldorlea Games,0.0,0.0,,2014.0
1286,Smugglers 5: Invasion,"Oct 16, 2014",9.99,"20,000 .. 50,000",Niels Bauer Games,Niels Bauer Games,0.0,0.0,,2014.0
1293,GamersGoMakers,"Aug 8, 2014",8.99,"20,000 .. 50,000",gnifrebel Games UG,gnifrebel Games UG,0.0,0.0,,2014.0
1294,Celestial Command,"Nov 20, 2014",19.99,"20,000 .. 50,000","Romenics, Artaani, Riya",Romenics,0.0,0.0,,2014.0
1297,Northmark: Hour of the Wolf,"Aug 2, 2014",9.99,"20,000 .. 50,000",Rake in Grass,Rake in Grass,0.0,0.0,,2014.0
1301,Taxi,"Aug 22, 2014",4.99,"20,000 .. 50,000",Excalibur,Excalibur Publishing,0.0,0.0,,2014.0
1302,Micron,"Jul 23, 2014",2.99,"20,000 .. 50,000",Apparition Games,Apparition Games,0.0,0.0,,2014.0
1308,Hospital Manager,"Feb 28, 2014",4.99,"20,000 .. 50,000",CCCP,Microids Indie,0.0,0.0,,2014.0
1309,Enola,"Sep 18, 2014",14.99,"20,000 .. 50,000",The Domaginarium,Black Shell Media,0.0,0.0,,2014.0
1310,Zoo Rampage,"Jul 9, 2014",3.99,"20,000 .. 50,000",ViWo Games,ViWo Games,0.0,0.0,,2014.0
1315,Prophour23,"Oct 22, 2014",9.99,"20,000 .. 50,000",The Secret Pie,"The Secret Pie, Kurki.games",0.0,0.0,,2014.0
1317,Robot Rescue Revolution,"Jul 11, 2014",4.99,"20,000 .. 50,000",Teyon,Teyon,0.0,0.0,,2014.0
1320,Fabula Mortis,"Oct 27, 2014",7.99,"20,000 .. 50,000",Deadghost Interactive,Deadghost Interactive,0.0,0.0,,2014.0
1321,Logistics Company,"Nov 5, 2014",17.99,"20,000 .. 50,000",Crenetic GmbH Studios,rondomedia GmbH,0.0,0.0,,2014.0
1323,Blob From Space,"Oct 15, 2014",5.99,"20,000 .. 50,000",JosPlays,KISS ltd,0.0,0.0,,2014.0
1329,UFHO2,"Apr 1, 2014",,"20,000 .. 50,000","Tiny Colossus, Ciro Continisio",Tiny Colossus,0.0,0.0,,2014.0
1331,Ski-World Simulator,"Nov 18, 2014",9.99,"20,000 .. 50,000",United Independent Entertainment GmbH,United Independent Entertainment GmbH,0.0,0.0,,2014.0
1345,The Collider,"Sep 15, 2014",2.99,"20,000 .. 50,000",Shortbreak Studios s.c.,Shortbreak Studios s.c.,0.0,0.0,,2014.0
1350,NoLimits 2 Roller Coaster Simulation,"Aug 21, 2014",39.99,"20,000 .. 50,000",Ole Lange,Mad Data GmbH & Co. KG,0.0,0.0,,2014.0
3,Descent 3,"Apr 15, 2014",9.99,"0 .. 20,000",Outrage Entertainment,Interplay Inc.,0.0,0.0,89.0,2014.0
40,Company of Heroes 2 - Ardennes Assault,"Nov 17, 2014",19.99,"0 .. 20,000","Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",0.0,0.0,81.0,2014.0
52,Company of Heroes 2 - The Western Front Armies,"Jun 23, 2014",12.99,"0 .. 20,000","Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",0.0,0.0,80.0,2014.0
69,Battle Academy 2: Eastern Front,"Sep 12, 2014",39.99,"0 .. 20,000",Slitherine Ltd.,Slitherine Ltd.,0.0,0.0,78.0,2014.0
70,So Many Me,"Jul 17, 2014",14.99,"0 .. 20,000",Extend Studio,ORiGO GAMES,0.0,0.0,78.0,2014.0
74,rymdkapsel,"Jan 30, 2014",7.99,"0 .. 20,000",grapefrukt games,grapefrukt games,0.0,0.0,77.0,2014.0
141,To End All Wars,"Aug 29, 2014",39.99,"0 .. 20,000",Ageod,Slitherine Ltd.,0.0,0.0,71.0,2014.0
146,Poltergeist: A Pixelated Horror,"Oct 20, 2014",7.99,"0 .. 20,000",Glitchy Pixel,Glitchy Pixel,0.0,0.0,70.0,2014.0
163,Basketball Pro Management 2015,"Nov 19, 2014",9.99,"0 .. 20,000","Umix Studios, Cyanide Studio",Bigben Interactive,0.0,0.0,69.0,2014.0
178,Pure Pool,"Jul 31, 2014",9.99,"0 .. 20,000",VooFoo Studios,Ripstone,0.0,0.0,68.0,2014.0
201,Drunken Robot Pornography,"Feb 19, 2014",14.99,"0 .. 20,000","Dejobaan Games, LLC","Dejobaan Games, LLC",0.0,0.0,66.0,2014.0
211,JUJU,"Dec 10, 2014",19.99,"0 .. 20,000",Flying Wild Hog,Flying Wild Hog,0.0,0.0,65.0,2014.0
221,Sneaky Sneaky,"Nov 12, 2014",4.99,"0 .. 20,000",Naiad Entertainment LLC,Naiad Entertainment LLC,0.0,0.0,63.0,2014.0
222,Rulers of Nations,"Jul 16, 2014",19.99,"0 .. 20,000",Eversim,Eversim,0.0,0.0,63.0,2014.0
229,Buzz Aldrin's Space Program Manager,"Oct 31, 2014",29.99,"0 .. 20,000",Polar Motion,Slitherine Ltd.,0.0,0.0,62.0,2014.0
231,Chess 2: The Sequel,"Aug 19, 2014",5.99,"0 .. 20,000","Ludeme Games, Sirlin Games",Ludeme Games,0.0,0.0,62.0,2014.0
242,The Sun at Night,"Aug 1, 2014",4.99,"0 .. 20,000",Minicore Studios,Minicore Studios,0.0,0.0,59.0,2014.0
249,The Castle Doctrine,"Jan 29, 2014",15.99,"0 .. 20,000",Jason Rohrer,Jason Rohrer,0.0,0.0,58.0,2014.0
261,Mega Coin Squad,"Aug 15, 2014",14.99,"0 .. 20,000",Big Pixel Studios,Adult Swim Games,0.0,0.0,56.0,2014.0
262,Infinity Runner,"Jul 14, 2014",6.99,"0 .. 20,000",Wales Interactive,Wales Interactive,0.0,0.0,56.0,2014.0
264,Humans Must Answer,"Jan 16, 2014",4.99,"0 .. 20,000",Sumom Games,Sumom Games,0.0,0.0,55.0,2014.0
267,Defenders of Time,"Nov 4, 2014",,"0 .. 20,000",Four Lights,Four Lights,0.0,0.0,55.0,2014.0
284,Wayward Manor,"Jul 15, 2014",6.99,"0 .. 20,000","Moonshark, Inc.","Moonshark, Inc.",0.0,0.0,41.0,2014.0
285,4PM,"Jul 9, 2014",2.99,"0 .. 20,000",Bojan Brbora,4PM GAME,0.0,0.0,41.0,2014.0
314,Hail to the King: Deathbat,"Oct 30, 2014",5.99,"0 .. 20,000",Subscience Studios,Avenged Sevenfold,0.0,0.0,,2014.0
316,Heroes of a Broken Land,"Aug 7, 2014",14.99,"0 .. 20,000",Winged Pixel Inc.,Winged Pixel Inc.,0.0,0.0,,2014.0
318,BasketBelle,"Dec 9, 2014",4.99,"0 .. 20,000",Studio Bean,Studio Bean,0.0,0.0,,2014.0
322,It's A Wipe!,"Dec 11, 2014",4.99,"0 .. 20,000","Parody Games, LLC","Parody Games, LLC",0.0,0.0,,2014.0
326,Motte Island,"Apr 8, 2014",4.99,"0 .. 20,000",Gamebell Studio,One Aperture,0.0,0.0,,2014.0
327,Inherit the Earth: Quest for the Orb,"Nov 26, 2014",5.99,"0 .. 20,000",The Dreamers Guild,Nightdive Studios,0.0,0.0,,2014.0
328,Zoom Player 13 : Steam Edition,"Apr 4, 2014",29.98,"0 .. 20,000",Inmatrix LTD,Inmatrix LTD,0.0,0.0,,2014.0
329,Sign Motion,"Oct 24, 2014",9.99,"0 .. 20,000",Midnart,Midnart,0.0,0.0,,2014.0
330,Inescapable,"May 22, 2014",4.99,"0 .. 20,000",Magnetic Realms,Magnetic Realms,0.0,0.0,,2014.0
331,Claws & Feathers,"Sep 18, 2014",6.99,"0 .. 20,000",Alawar Entertainment,Buka Entertainment,0.0,0.0,,2014.0
333,Rock Boshers DX: Directors Cut,"Dec 10, 2014",6.99,"0 .. 20,000",TIKIPOD,TIKIPOD,0.0,0.0,,2014.0
334,Evopollution,"Apr 23, 2014",4.99,"0 .. 20,000",Atapki,Atapki,0.0,0.0,,2014.0
336,Jacob Jones and the Bigfoot Mystery : Episode 1,"Sep 15, 2014",4.99,"0 .. 20,000",Lucid Games Ltd,Lucid Games Ltd,0.0,0.0,,2014.0
339,Moonlight Minions,"Oct 22, 2014",0.99,"0 .. 20,000",Shorebound Studios,Shorebound Studios,0.0,0.0,,2014.0
340,BOMB Dedicated Server,"Dec 17, 2014",,"0 .. 20,000",,,0.0,0.0,,2014.0
341,Monstro: Battle Tactics,"Jan 9, 2014",5.99,"0 .. 20,000",Retrocade.net,Retrocade.net,0.0,0.0,,2014.0
342,DROD: The Second Sky,"Jul 1, 2014",14.99,"0 .. 20,000",Caravel Games,Caravel Games,0.0,0.0,,2014.0
343,Tales of Adventure 2,"Jul 11, 2014",9.99,"0 .. 20,000","XIAOYAO, BetaSparkUK",XIAOYAO,0.0,0.0,,2014.0
344,StaudSoft's Synthetic World Beta,"Sep 12, 2014",9.99,"0 .. 20,000",StaudSoft,StaudSoft,0.0,0.0,,2014.0
345,My Vet Practice - In the Country,"Mar 27, 2014",14.99,"0 .. 20,000",Independent Arts Software,familyplay,0.0,0.0,,2014.0
346,Boot Hill Blaster,"Oct 28, 2014",0.99,"0 .. 20,000",Fascimania,Fascimania,0.0,0.0,,2014.0
347,I Will Escape,"Dec 22, 2014",0.99,"0 .. 20,000",Blue Label Studio,Blue Label Studio,0.0,0.0,,2014.0
348,Character Creator - Graphics Pack,"Aug 22, 2014",5.99,"0 .. 20,000",Roencia,Roencia Game Creators,0.0,0.0,,2014.0
349,Tales From The Dragon Mountain 2: The Lair,"Mar 15, 2014",6.99,"0 .. 20,000",Cateia Games,Libredia Entertainment,0.0,0.0,,2014.0
350,ARK -the lost fairytale-,"Aug 10, 2014",2.99,"0 .. 20,000","Narrator, STORIA",Narrator,0.0,0.0,,2014.0
369,Tin Star,"Feb 21, 2014",4.99,"0 .. 20,000",Hosted Games,Hosted Games,0.0,0.0,,2014.0
375,Dwelvers,"Sep 10, 2014",14.99,"0 .. 20,000",Rasmus Ljunggren,Dancing Devils,0.0,0.0,,2014.0
378,Dream Quest,"May 15, 2014",9.99,"0 .. 20,000",Peter Whalen,Peter Whalen,0.0,0.0,,2014.0
380,The Memory of Eldurim,"Feb 7, 2014",0.99,"0 .. 20,000",Liminal Games,Liminal Games,0.0,0.0,,2014.0
382,Elminage Gothic,"Sep 18, 2014",9.99,"0 .. 20,000",Starfish-SD Inc,Ghostlight LTD,0.0,0.0,,2014.0
385,Mars Colony:Challenger,"Mar 4, 2014",4.99,"0 .. 20,000",HyperKat Games,HyperKat Games,0.0,0.0,,2014.0
386,Montas,"Mar 24, 2014",9.99,"0 .. 20,000",Organic Humans,Organic Humans,0.0,0.0,,2014.0
388,Temporality,"Oct 7, 2014",,"0 .. 20,000",James Earl Cox III,James Earl Cox III,0.0,0.0,,2014.0
392,Train Town,"Aug 26, 2014",2.99,"0 .. 20,000",N3V Games,N3V Games,0.0,0.0,,2014.0
395,Lost Marbles,"May 30, 2014",9.99,"0 .. 20,000",Binary Takeover,Binary Takeover,0.0,0.0,,2014.0
397,Another Star,"Mar 20, 2014",9.99,"0 .. 20,000",Vision Riders Entertainment,Vision Riders Entertainment,0.0,0.0,,2014.0
398,My Best Friends - Cats & Dogs,"Mar 27, 2014",14.99,"0 .. 20,000",Sproing,familyplay,0.0,0.0,,2014.0
399,Runaway Express Mystery,"Sep 23, 2014",6.99,"0 .. 20,000",Icarus Games,Libredia,0.0,0.0,,2014.0
401,GTGD S2: Just One Dev,"Apr 4, 2014",0.99,"0 .. 20,000",GTGD,GTGD,0.0,0.0,,2014.0
402,Armies of Riddle CLASSIC,"Dec 15, 2014",0.99,"0 .. 20,000",Game Scorpion Inc.,Game Scorpion Inc.,0.0,0.0,,2014.0
404,The Curse of the Werewolves,"Sep 1, 2014",9.99,"0 .. 20,000",Nordcurrent,Nordcurrent,0.0,0.0,,2014.0
405,Red Spider: Vengeance,"Jul 15, 2014",,"0 .. 20,000",studio wasp,studio wasp,0.0,0.0,,2014.0
406,Iron Soul,"Feb 26, 2014",4.99,"0 .. 20,000",BluBee Games,Effat Effati,0.0,0.0,,2014.0
407,Edolie,"Aug 15, 2014",9.99,"0 .. 20,000",Eridani Games,Degica,0.0,0.0,,2014.0
408,The Flying Dutchman,"Sep 12, 2014",4.99,"0 .. 20,000",Snack Games,Strategy First,0.0,0.0,,2014.0
409,Kingdom Tales 2,"Aug 7, 2014",6.99,"0 .. 20,000",Cateia Games,Libredia Entertainment,0.0,0.0,,2014.0
410,Actual Multiple Monitors,"Dec 16, 2014",24.99,"0 .. 20,000",Actual Tools,Actual Tools,0.0,0.0,,2014.0
411,Near Impact,"Sep 16, 2014",9.99,"0 .. 20,000",Sonalysts Combat Simulations,Strategy First,0.0,0.0,,2014.0
412,Machines At War 3,"Jul 23, 2014",14.99,"0 .. 20,000",Isotope 244 LLC,Isotope 244 LLC,0.0,0.0,,2014.0
413,Vampires: Guide Them to Safety!,"Oct 22, 2014",4.99,"0 .. 20,000",CBE software s.r.o.,CBE software s.r.o.,0.0,0.0,,2014.0
414,Voice of Pripyat,"Nov 19, 2014",6.99,"0 .. 20,000",Slav Pankratov,Slav Pankratov,0.0,0.0,,2014.0
416,The World II: Hunting BOSS,"Nov 5, 2014",1.99,"0 .. 20,000",Good Games,Good Games,0.0,0.0,,2014.0
417,Into Blue Valley,"Dec 24, 2014",4.99,"0 .. 20,000",Ryan Javanshir,Ryan Javanshir,0.0,0.0,,2014.0
418,Black Viper: Sophia's Fate,"Sep 5, 2014",9.99,"0 .. 20,000",TiconBlu,Microids Indie,0.0,0.0,,2014.0
419,Ninja Cats vs Samurai Dogs,"Feb 21, 2014",4.99,"0 .. 20,000",Eutechnyx,Eutechnyx,0.0,0.0,,2014.0
420,Kingdom Tales,"Feb 13, 2014",2.99,"0 .. 20,000",Cateia Games,Libredia Entertainment,0.0,0.0,,2014.0
421,CRYENGINE - Wwise Project DLC,"Oct 7, 2014",,"0 .. 20,000",Crytek,Crytek,0.0,0.0,,2014.0
423,Railroad X,"Jun 9, 2014",16.99,"0 .. 20,000","TREND, Soft Pro",Koch Media,0.0,0.0,,2014.0
424,ZAMB! Biomutant Extermination,"Jun 20, 2014",,"0 .. 20,000",Nano Games,Kasedo Games,0.0,0.0,,2014.0
425,Movie Studio Boss: The Sequel,"Dec 17, 2014",9.99,"0 .. 20,000",Eddy & Gary & Friends,"BadFly Interactive, a.s.",0.0,0.0,,2014.0
426,Them - The Summoning,"May 16, 2014",4.99,"0 .. 20,000",Gamatic,United Independent Entertainment GmbH,0.0,0.0,,2014.0
427,Basketball Pro Management 2014,"Jan 6, 2014",,"0 .. 20,000",Umix,"Plug In Digital, Cyanide Studio",0.0,0.0,,2014.0
428,Bin Weevils Arty Arcade,"Jul 4, 2014",5.99,"0 .. 20,000",Alternative Software Ltd,KISS ltd,0.0,0.0,,2014.0
429,SilverQuest: Gaiden,"Dec 29, 2014",5.99,"0 .. 20,000",Wolfgame,Wolfgame,0.0,0.0,,2014.0
430,Cypress Inheritance: The Beginning,"Mar 10, 2014",59.99,"0 .. 20,000","Cypress Inheritance, LLC","Cypress Inheritance, LLC",0.0,0.0,,2014.0
449,Hardland,"Oct 23, 2014",,"0 .. 20,000",Mountain Sheep,Panic Art Studios,0.0,0.0,,2014.0
455,Pivvot,"Jul 14, 2014",4.99,"0 .. 20,000",Fixpoint Productions Ltd.,Fixpoint Productions Ltd.,0.0,0.0,,2014.0
466,My Riding Stables: Life with Horses,"Mar 27, 2014",14.99,"0 .. 20,000",Sproing,familyplay,0.0,0.0,,2014.0
469,Bombing Bastards,"Dec 4, 2014",9.99,"0 .. 20,000",Sanuk Games,Sanuk Games,0.0,0.0,,2014.0
472,Appointment With FEAR,"Aug 26, 2014",4.99,"0 .. 20,000",Tin Man Games,Tin Man Games,0.0,0.0,,2014.0
