number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,_art_year
1291,"GO AWAY, THERE'S KUMIS OVER THERE!","Oct 28, 2016",0.99,"50,000 .. 100,000",Besedka Games Studio,Neon Green Pin Games,0.0,0.0,,2016.0
1293,Game Tycoon 2,"Apr 8, 2016",10.99,"50,000 .. 100,000",Sunlight Games,Sunlight Games,0.0,0.0,,2016.0
1296,Sakura Shrine Girls,"Aug 26, 2016",9.99,"50,000 .. 100,000",Winged Cloud,Winged Cloud,0.0,0.0,,2016.0
1304,Hooligan Vasja,"Aug 19, 2016",0.99,"50,000 .. 100,000",Trident Game Studio,Trident Game Studio,0.0,0.0,,2016.0
1308,Khan: Absolute Power,"Mar 18, 2016",,"50,000 .. 100,000",Mirinae,Blaze Gamers,0.0,0.0,,2016.0
1311,Outrage,"Apr 6, 2016",3.99,"50,000 .. 100,000",Astronomic Games,New Reality Games,0.0,0.0,,2016.0
1316,AMOK,"Mar 21, 2016",0.99,"50,000 .. 100,000",Artem Bondin,Artem Bondin,0.0,0.0,,2016.0
1325,Luke Sidewalker,"Nov 25, 2016",0.99,"50,000 .. 100,000",Giant Fox Studios,Giant Fox Studios,0.0,0.0,,2016.0
1377,Riff Racer - Race Your Music!,"May 12, 2016",9.99,"50,000 .. 100,000",FOAM Entertainment,FOAM Entertainment,0.0,0.0,,2016.0
1378,Gal*Gun: Double Peace,"Sep 27, 2016",39.99,"50,000 .. 100,000","INTI CREATES CO., LTD.",PQube Limited,0.0,0.0,,2016.0
1385,Manual Samuel,"Oct 14, 2016",9.99,"50,000 .. 100,000",Perfectly Paranormal,Curve Digital,0.0,0.0,,2016.0
1388,Infectonator: Survivors,"Aug 8, 2016",9.99,"50,000 .. 100,000",Toge Productions,Toge Productions,0.0,0.0,,2016.0
1389,Surfingers,"Jan 27, 2016",1.99,"50,000 .. 100,000",Digital Melody,Forever Entertainment S. A.,0.0,0.0,,2016.0
1395,Narcissu 10th Anniversary Anthology Project,"Jan 27, 2016",2.99,"50,000 .. 100,000",stage-nana,Sekai Project,0.0,0.0,,2016.0
1397,Sophie's Curse,"Mar 16, 2016",4.99,"50,000 .. 100,000",TrerPlay,TrerPlay,31.0,10.0,,2016.0
1405,OCEAN CITY RACING: Redux,"Aug 27, 2016",2.99,"50,000 .. 100,000","OCR Dev Team, Onur Uça",Numantian Games,0.0,0.0,,2016.0
1412,Frederic: Resurrection of Music Director's Cut,"Apr 21, 2016",5.99,"50,000 .. 100,000",Forever Entertainment S. A.,Forever Entertainment S. A.,0.0,0.0,,2016.0
1424,CLANNAD Side Stories,"Jun 2, 2016",19.99,"50,000 .. 100,000",VisualArts/Key,Sekai Project,0.0,0.0,,2016.0
1432,Battle Time,"Sep 29, 2016",0.99,"50,000 .. 100,000",Foggybus,Jetdogs Studios,0.0,0.0,,2016.0
1436,Skeet: VR Target Shooting,"Apr 5, 2016",,"50,000 .. 100,000",Flatbox Studios,Flatbox Studios LLC,0.0,0.0,,2016.0
1440,Epsilon corp.,"Apr 1, 2016",3.99,"50,000 .. 100,000",Alexandr Kataev,Jack Twin,0.0,0.0,,2016.0
1442,Imperia Online,"Apr 15, 2016",,"50,000 .. 100,000",Imperia Online JSC,Imperia Online JSC,0.0,0.0,,2016.0
1452,Defense of Egypt: Cleopatra Mission,"Oct 6, 2016",6.99,"50,000 .. 100,000",First Games Interactive,First Games Interactive,0.0,0.0,,2016.0
1454,Squeezone,"Sep 16, 2016",3.99,"50,000 .. 100,000",Versus System,Dagestan Technology,0.0,0.0,,2016.0
1460,Vintage VR,"May 2, 2016",,"50,000 .. 100,000",Dunderware,MuseumSyndicate.com,0.0,0.0,,2016.0
1470,Poly Runner VR,"Apr 18, 2016",,"50,000 .. 100,000","Lucid Sight, Inc.","Lucid Sight, Inc.",0.0,0.0,,2016.0
1474,Chicka Wars | Chicken Meat,"Oct 20, 2016",0.99,"50,000 .. 100,000",BUG-Studio,BUG-Studio,0.0,0.0,,2016.0
1491,VRCapture,"Nov 3, 2016",,"50,000 .. 100,000",XR Team,XR Team,0.0,0.0,,2016.0
1495,SpedV,"Apr 28, 2016",,"50,000 .. 100,000",Freie Programme Hohenstein,Freie Programme Hohenstein,0.0,0.0,,2016.0
1500,Doomed Kingdoms,"Dec 12, 2016",3.99,"50,000 .. 100,000",tumangames,tumangames,0.0,0.0,,2016.0
1504,Magic Quest,"May 6, 2016",1.99,"50,000 .. 100,000",Stereo7 Games,Stereo7 Games,0.0,0.0,,2016.0
1528,NightmareZ,"Sep 8, 2016",3.99,"50,000 .. 100,000",Anamik Majumdar,Anamik Majumdar,0.0,0.0,,2016.0
1596,Origin Of Destiny: Crimson Awakening,"Apr 1, 2016",,"50,000 .. 100,000",CloudTheWolf Games,CloudTheWolf Games,0.0,0.0,,2016.0
1615,Jackal,"Apr 21, 2016",3.99,"50,000 .. 100,000",Peace,Peace,0.0,0.0,,2016.0
1628,Spectrum,"Sep 22, 2016",4.99,"50,000 .. 100,000",3D Avenue,3D Avenue,0.0,0.0,,2016.0
1650,Fantastic Checkers 2,"Aug 18, 2016",0.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
1660,Endless Room,"Sep 30, 2016",1.99,"50,000 .. 100,000",biplekfp,biplekfp,0.0,0.0,,2016.0
1667,Puzzle Cube,"Oct 11, 2016",2.99,"50,000 .. 100,000",ThinkOfGames,ThinkOfGames,0.0,0.0,,2016.0
1710,Our Wonderful World,"Nov 29, 2016",0.99,"50,000 .. 100,000",White Rabbit Games,White Rabbit Games,0.0,0.0,,2016.0
1714,SOLRAVEN,"Mar 1, 2016",,"50,000 .. 100,000",Inception Soft,Inception Soft,0.0,0.0,,2016.0
1783,Notruf 112 | Emergency Call 112,"Nov 9, 2016",24.99,"50,000 .. 100,000",Crenetic GmbH Studios,Aerosoft GmbH,0.0,0.0,,2016.0
1785,Windlands,"Apr 5, 2016",19.99,"50,000 .. 100,000",Psytec Games Ltd,Psytec Games Ltd,0.0,0.0,,2016.0
1794,Doorways: Holy Mountains of Flesh,"Aug 10, 2016",19.99,"50,000 .. 100,000",Saibot Studios,Saibot Studios,0.0,0.0,,2016.0
1796,Madness Cubed,"May 12, 2016",1.99,"50,000 .. 100,000","epic dreams, diman production, nobodyshot",diman production,0.0,0.0,,2016.0
1799,METAL SLUG 2,"Apr 14, 2016",6.99,"50,000 .. 100,000","SNK CORPORATION, DotEmu",SNK CORPORATION,0.0,0.0,,2016.0
1805,Think To Die,"Sep 22, 2016",,"50,000 .. 100,000",Felip Guimerà,FelGC.GamesDevelopment,0.0,0.0,,2016.0
1807,Legends of Callasia,"Jun 10, 2016",14.99,"50,000 .. 100,000",Boomzap Entertainment,Boomzap Entertainment,0.0,0.0,,2016.0
1814,Survive in Space,"May 20, 2016",4.99,"50,000 .. 100,000",Just1337 Studio,Just1337 Publisher,0.0,0.0,,2016.0
1815,Francisca,"Jul 26, 2016",0.99,"50,000 .. 100,000",Kiddy,Kiddy,0.0,0.0,,2016.0
1816,Soulless: Ray Of Hope,"Oct 18, 2016",9.99,"50,000 .. 100,000",Frisky Fatal Games,Meridian4,0.0,0.0,,2016.0
1838,PaintLab,"Apr 29, 2016",,"50,000 .. 100,000",LAB4242,LAB4242,0.0,0.0,,2016.0
1924,紅蜘蛛外伝：暗戦,"Dec 25, 2016",,"50,000 .. 100,000",studio wasp,studio wasp,0.0,0.0,,2016.0
1945,The Underground Man,"Sep 1, 2016",1.99,"50,000 .. 100,000",Mehsoft,Mehsoft,0.0,0.0,,2016.0
1946,Automobilista,"Feb 29, 2016",29.99,"50,000 .. 100,000",Reiza Studios,Reiza Studios,0.0,0.0,,2016.0
1950,The Brookhaven Experiment,"Jul 5, 2016",19.99,"50,000 .. 100,000",Phosphor Games,Phosphor Games,0.0,0.0,,2016.0
1951,Kingdom Wars 2: Battles,"Mar 4, 2016",,"50,000 .. 100,000",Reverie World Studios,,0.0,0.0,,2016.0
1952,Suits: A Business RPG,"Jan 5, 2016",0.99,"50,000 .. 100,000",Technomancy Studios,Technomancy Studios,0.0,0.0,,2016.0
1953,Ara Fell,"Jun 2, 2016",9.99,"50,000 .. 100,000",Stegosoft Games,Stegosoft Games,0.0,0.0,,2016.0
1954,What The Box?,"Sep 12, 2016",4.99,"50,000 .. 100,000",Bitten Toast Games Inc.,Bitten Toast Games Inc.,0.0,0.0,,2016.0
1956,Investigator,"Jun 1, 2016",1.99,"50,000 .. 100,000",AdroVGames,AdroVGames,0.0,0.0,,2016.0
1966,Caravan,"Sep 30, 2016",9.99,"50,000 .. 100,000",it Matters Games,Daedalic Entertainment,0.0,0.0,,2016.0
1973,LostWinds,"Mar 24, 2016",9.99,"50,000 .. 100,000",Frontier Developments,Frontier Developments,0.0,0.0,,2016.0
1974,Mindless Running,"Feb 22, 2016",0.49,"50,000 .. 100,000",Quiet River,Quiet River,0.0,0.0,,2016.0
1976,Senza Peso,"Oct 11, 2016",,"50,000 .. 100,000",Kite & Lightning,Kite & Lightning,0.0,0.0,,2016.0
1978,Surge,"May 19, 2016",,"50,000 .. 100,000",House of Secrets,House of Secrets,0.0,0.0,,2016.0
1982,The Huntsman: Winter's Curse,"Apr 22, 2016",,"50,000 .. 100,000",Desert Owl Games LLC,Desert Owl Games LLC,0.0,0.0,,2016.0
1986,Japanese School Life,"Nov 22, 2016",9.99,"50,000 .. 100,000",code:jp,Sekai Project,0.0,0.0,,2016.0
1991,Sparkle ZERO,"Mar 14, 2016",4.99,"50,000 .. 100,000",MMEU,Forever Entertainment S. A.,0.0,0.0,,2016.0
2001,Legionwood 1: Tale of the Two Swords,"May 10, 2016",,"50,000 .. 100,000",Dark Gaia Studios,Dark Gaia Studios,0.0,0.0,,2016.0
2003,Dark Eden,"Nov 28, 2016",,"50,000 .. 100,000",SOFTON ENTERTAINMENT,SOFTON ENTERTAINMENT,0.0,0.0,,2016.0
2014,Envoy,"Mar 17, 2016",4.99,"50,000 .. 100,000",Riviysky,Riviysky,0.0,0.0,,2016.0
2027,Beastiarium,"Dec 5, 2016",14.99,"50,000 .. 100,000",Fazan,Fazan,0.0,0.0,,2016.0
2029,Clickteam Fusion 2.5 Free Edition,"Jun 16, 2016",,"50,000 .. 100,000",Clickteam,Clickteam,0.0,0.0,,2016.0
2051,Heart and Seoul,"Nov 1, 2016",2.99,"50,000 .. 100,000",Sapphire Dragon Productions,Sapphire Dragon Productions,0.0,0.0,,2016.0
2089,Cockroach Simulator,"Sep 15, 2016",0.99,"50,000 .. 100,000",HFM Games,HFM Games,0.0,0.0,,2016.0
2091,Wayout,"Nov 4, 2016",0.99,"50,000 .. 100,000",Konstructors Entertainment,"Konstructors Entertainment, GrabTheGames",0.0,0.0,,2016.0
2094,Toy Soldiers: Complete,"Feb 17, 2016",14.99,"50,000 .. 100,000","Signal Studios, Krome Studios",Signal Studios,0.0,0.0,,2016.0
2095,Negligee,"Oct 19, 2016",12.99,"50,000 .. 100,000",Dharker Studio,Dharker Studio,0.0,0.0,,2016.0
2098,Enigmatis 3: The Shadow of Karkhala,"Aug 11, 2016",9.99,"50,000 .. 100,000",Artifex Mundi,Artifex Mundi,0.0,0.0,,2016.0
2099,Starward Rogue,"Jan 22, 2016",11.99,"50,000 .. 100,000","Arcen Games, LLC","Arcen Games, LLC",0.0,0.0,,2016.0
2100,Project Starship,"Apr 5, 2016",0.99,"50,000 .. 100,000",Panda Indie Studio,New Reality Games,0.0,0.0,,2016.0
2104,The Adventures of Tree,"Mar 1, 2016",4.99,"50,000 .. 100,000","NinjaISV, TigerNDV",Tiger Studios,0.0,0.0,,2016.0
2106,Stikbold! A Dodgeball Adventure,"Apr 1, 2016",9.99,"50,000 .. 100,000",Game Swing,Curve Digital,0.0,0.0,,2016.0
2113,Mad Combat Marines,"Jul 13, 2016",0.99,"50,000 .. 100,000",FreezeNova,FreezeNova,0.0,0.0,,2016.0
2120,The Night Cafe: A VR Tribute to Vincent Van Gogh,"Jun 3, 2016",,"50,000 .. 100,000",Borrowed Light Studios,Borrowed Light Studios,0.0,0.0,,2016.0
2127,The Big Elk,"May 24, 2016",3.99,"50,000 .. 100,000",Anatoliy Loginovskikh,Anatoliy Loginovskikh,0.0,0.0,,2016.0
2128,I am Weapon: Revival,"Jul 27, 2016",15.99,"50,000 .. 100,000",Krealit,Krealit,0.0,0.0,,2016.0
2134,Western Press,"Apr 21, 2016",4.99,"50,000 .. 100,000",Bandit-1,Fellow Traveller,0.0,0.0,,2016.0
2136,Wanderland,"Dec 20, 2016",,"50,000 .. 100,000",Artogon,Jetdogs Studios,0.0,0.0,,2016.0
2143,1993 Space Machine,"Mar 28, 2016",11.99,"50,000 .. 100,000",Exceed,Modesty by Exceed,0.0,0.0,,2016.0
2148,Darconika: The Cube of Soul,"Aug 5, 2016",3.99,"50,000 .. 100,000",Viktor Lazarev,Dagestan Technology,0.0,0.0,,2016.0
2168,Barnyard Mahjong 3,"Jul 29, 2016",1.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
2177,Where are my Internets?,"Dec 16, 2016",2.99,"50,000 .. 100,000",Lokator Studio,DNVA,0.0,0.0,,2016.0
2187,Full Tilt Poker,"Jan 26, 2016",,"50,000 .. 100,000",Rational Social Projects Limited,Rational Social Projects Limited,0.0,0.0,,2016.0
2190,Soul of the Devil,"Jun 12, 2016",2.99,"50,000 .. 100,000",Ziga Games,Zotdinex,0.0,0.0,,2016.0
2207,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,"Jan 26, 2016",6.99,"50,000 .. 100,000",Michael Flynn,FlynnFour Games,0.0,0.0,,2016.0
2218,Rozkol,"Jun 29, 2016",3.99,"50,000 .. 100,000",Nuostak,"LEVER Software, Enjoy Games",0.0,0.0,,2016.0
2220,Aztecalypse,"Nov 11, 2016",0.99,"50,000 .. 100,000",Displacement Studios,Displacement Studios,0.0,0.0,,2016.0
2244,Alone K.W.,"Feb 29, 2016",0.99,"50,000 .. 100,000",TeamWaterFly,TeamWaterFly,0.0,0.0,,2016.0
2322,Twisted Worlds,"Jun 22, 2016",,"50,000 .. 100,000",Absolutist Ltd.,Absolutist Ltd.,0.0,0.0,,2016.0
2323,Fantastic 4 In A Row 2,"Aug 15, 2016",0.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
2330,SurrealVR,"Apr 15, 2016",,"50,000 .. 100,000",Surreal Games,Surreal Games,0.0,0.0,,2016.0
2365,3 Coins At School,"Apr 20, 2016",4.99,"50,000 .. 100,000",89AM Studio,89AM Studio,0.0,0.0,,2016.0
2390,Tales of the Elements,"Oct 7, 2016",6.99,"50,000 .. 100,000",Last BeNeVoLeNcE,RandomBeats Music,0.0,0.0,,2016.0
2478,Bear With Me - Episode One,"Aug 8, 2016",,"50,000 .. 100,000",Exordium Games,Exordium Games,0.0,0.0,,2016.0
2490,Defunct,"Jan 29, 2016",9.99,"50,000 .. 100,000",Freshly Squeezed,SOEDESCO Publishing,0.0,0.0,,2016.0
2499,Ninja Stealth,"Jun 4, 2016",0.99,"50,000 .. 100,000",SC Jogos,SC Jogos,0.0,0.0,,2016.0
2500,THOTH,"Oct 7, 2016",4.99,"50,000 .. 100,000",Carlsen Games,Double Fine Presents,0.0,0.0,,2016.0
2505,SUPERFIGHT,"Jul 21, 2016",9.99,"50,000 .. 100,000",Pipeworks Studios,Pipeworks Studios,0.0,0.0,,2016.0
2514,Dungeon Journey,"Jun 3, 2016",1.99,"50,000 .. 100,000","Carbomb Software, Nova Dimension",Nova Dimension,0.0,0.0,,2016.0
2516,Abbot's Book Demo,"Apr 4, 2016",,"50,000 .. 100,000","The Abbot's Book, LLC","Blackthorn Media, LLC",0.0,0.0,,2016.0
2522,Reset 1-1,"Aug 30, 2016",1.99,"50,000 .. 100,000",Panda Indie Studio,New Reality Games,0.0,0.0,,2016.0
2527,SWEATER? OK!,"Dec 16, 2016",0.51,"50,000 .. 100,000",Triple-Star Studio,Rock Path Collective,302.0,100.0,,2016.0
2529,The God's Chain,"Aug 15, 2016",7.99,"50,000 .. 100,000",CRASS Studios,CRASS Infotech,0.0,0.0,,2016.0
2539,MSI Electric City,"Aug 9, 2016",,"50,000 .. 100,000",Metanaut,MSI,0.0,0.0,,2016.0
2540,Girl Amazon Survival,"Aug 16, 2016",0.77,"50,000 .. 100,000",Kobra Studio,Kobra Studio,0.0,0.0,,2016.0
2545,SizeBlock,"Sep 2, 2016",1.99,"50,000 .. 100,000",Egor Magurin,Atriagames,0.0,0.0,,2016.0
2546,SHOCK TROOPERS,"May 18, 2016",7.99,"50,000 .. 100,000","SNK CORPORATION, DotEmu",SNK CORPORATION,0.0,0.0,,2016.0
2551,FootRock,"Oct 5, 2016",0.99,"50,000 .. 100,000",diman production,diman production,0.0,0.0,,2016.0
2652,My Name is Mayo,"Feb 15, 2016",0.99,"50,000 .. 100,000",Green Lava Studios,Green Lava Studios,0.0,0.0,,2016.0
2663,MegaTagmension Blanc + Neptune VS Zombies (Neptunia),"Oct 3, 2016",24.99,"50,000 .. 100,000","IDEA FACTORY, COMPILE HEART, TAMSOFT",Idea Factory International,0.0,0.0,,2016.0
2676,Hyperdevotion Noire: Goddess Black Heart (Neptunia),"Apr 26, 2016",24.99,"50,000 .. 100,000","Idea Factory, Compile Heart, Sting",Idea Factory International,0.0,0.0,,2016.0
2680,UNLOVED,"Sep 29, 2016",9.99,"50,000 .. 100,000",BlueEagle Productions,Paul Schneider,0.0,0.0,,2016.0
2686,Fruit Ninja VR,"Jul 7, 2016",14.99,"50,000 .. 100,000",Halfbrick Studios Pty Ltd,Halfbrick Studios Pty Ltd,0.0,0.0,,2016.0
2702,ARCADE GAME SERIES: GALAGA,"Apr 19, 2016",3.99,"50,000 .. 100,000",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,0.0,0.0,,2016.0
2703,Megadimension Neptunia VII,"Jul 5, 2016",29.99,"50,000 .. 100,000","Idea Factory, Compile Heart",Idea Factory International,0.0,0.0,,2016.0
2706,The Deed: Dynasty,"May 10, 2016",2.99,"50,000 .. 100,000",Pilgrim Adventures,"GrabTheGames, WhisperGames",0.0,0.0,,2016.0
2711,Feel The Snow,"Oct 14, 2016",8.99,"50,000 .. 100,000",Owlet,Owlet,0.0,0.0,,2016.0
2716,The NADI Project,"Jun 1, 2016",,"50,000 .. 100,000",Monkeys Tales Studio,Monkeys Tales Studio,0.0,0.0,,2016.0
2717,Delicious! Pretty Girls Mahjong Solitaire,"Oct 14, 2016",0.99,"50,000 .. 100,000",Zoo Corporation,Zoo Corporation,0.0,0.0,,2016.0
2724,The Emerald Maiden: Symphony of Dreams,"Feb 18, 2016",9.99,"50,000 .. 100,000",Gogii Games,Artifex Mundi,0.0,0.0,,2016.0
2733,A grande bagunça espacial - The big space mess,"Apr 5, 2016",0.99,"50,000 .. 100,000",RMAL,SouKing,0.0,0.0,,2016.0
2736,Pixel Survivors,"May 5, 2016",3.99,"50,000 .. 100,000",Patagoniart,Patagoniart,0.0,0.0,,2016.0
2743,MAZE LORD,"Jun 17, 2016",4.99,"50,000 .. 100,000",Jetdogs Studios,Jetdogs Studios,0.0,0.0,,2016.0
2745,Racecar.io,"Oct 18, 2016",,"50,000 .. 100,000","Kastriot Sulejmani, Brayden Myers",KasSanity,0.0,0.0,,2016.0
2750,Red Comrades Save the Galaxy: Reloaded,"Feb 18, 2016",3.99,"50,000 .. 100,000",Buka Development,Buka Entertainment,0.0,0.0,,2016.0
2755,Charlie's Adventure,"Nov 18, 2016",4.99,"50,000 .. 100,000",Just1337 Studio,Just1337 Publisher,0.0,0.0,,2016.0
2762,Beautiful Japanese Scenery - Animated Jigsaws,"Sep 15, 2016",9.99,"50,000 .. 100,000",BottleCube inc.,BottleCube inc.,0.0,0.0,,2016.0
2766,Glittermitten Grove,"Dec 13, 2016",19.99,"50,000 .. 100,000",Mostly Tigerproof,Adult Swim Games,0.0,0.0,,2016.0
2769,The Infinite Black,"Oct 19, 2016",,"50,000 .. 100,000",Spellbook,www.Spellbook.com,0.0,0.0,,2016.0
2783,Rock Paper Scissors Champion,"Feb 27, 2016",,"50,000 .. 100,000",Wholetone Games,Wholetone Games,0.0,0.0,,2016.0
2787,Neon Space 2,"Jul 26, 2016",4.99,"50,000 .. 100,000",Just1337 Studio,Just1337 Publisher,0.0,0.0,,2016.0
2789,DubWars,"Jul 19, 2016",9.99,"50,000 .. 100,000",MURA Interactive,WOBBL3 Entertainment LLC,0.0,0.0,,2016.0
2790,Ghoul Kid,"Apr 19, 2016",,"50,000 .. 100,000",Specter Game Studios,Specter Game Studios,0.0,0.0,,2016.0
2794,Cubway,"Aug 11, 2016",3.99,"50,000 .. 100,000",Armnomads LLC,Armnomads,0.0,0.0,,2016.0
2803,Experience,"Apr 29, 2016",3.99,"50,000 .. 100,000",Hipix Studio,Dagestan Technology,0.0,0.0,,2016.0
2808,Atulos Online,"Apr 30, 2016",,"50,000 .. 100,000",Parallaxian Pty Ltd,Parallaxian Pty Ltd,0.0,0.0,,2016.0
2813,Redactem,"Aug 1, 2016",0.99,"50,000 .. 100,000",Elliott Marc Jones,Elliott Marc Jones,0.0,0.0,,2016.0
2818,Crazy Oafish Ultra Blocks: Big Sale,"Dec 16, 2016",3.99,"50,000 .. 100,000",CivilSavages,Siberian Digital,0.0,0.0,,2016.0
2819,Skyreach,"Apr 29, 2016",,"50,000 .. 100,000",Rainbow Goats Studio,Rainbow Goats Studio,0.0,0.0,,2016.0
2820,Water Bears VR,"Feb 1, 2016",9.99,"50,000 .. 100,000",Schell Games,Schell Games,0.0,0.0,,2016.0
2824,Curvatron,"Jan 29, 2016",,"50,000 .. 100,000",Brave Bunny,Brave Bunny,31.0,30.0,,2016.0
2834,Alice's Patchworks 2,"Oct 7, 2016",0.49,"50,000 .. 100,000",Creobit,8Floor,0.0,0.0,,2016.0
2836,Cuties,"May 29, 2016",2.99,"50,000 .. 100,000","Roman Anatolevich, Denis Ovsyannikov",Atriagames,0.0,0.0,,2016.0
2839,Fall of Civilization,"Sep 19, 2016",,"50,000 .. 100,000",Luke Dodds,New Reality Games,0.0,0.0,,2016.0
2841,Plastic Playground,"Apr 18, 2016",,"50,000 .. 100,000",Tomorrow Arts,GP Games,0.0,0.0,,2016.0
2842,Endless Fables: The Minotaur's Curse,"Dec 15, 2016",9.99,"50,000 .. 100,000",Sunward Games,Artifex Mundi,0.0,0.0,,2016.0
2852,GAROU: MARK OF THE WOLVES,"Dec 6, 2016",9.99,"50,000 .. 100,000","SNK CORPORATION, DotEmu",SNK CORPORATION,0.0,0.0,,2016.0
2853,Alteil: Horizons,"Oct 27, 2016",,"50,000 .. 100,000","Apocoplay LLC, Ludeme Games, Coreedge Inc",Apocoplay LLC,0.0,0.0,,2016.0
2858,Redemption: Saints And Sinners,"Nov 18, 2016",0.49,"50,000 .. 100,000",Black Lime Studio,Black Lime Studio,0.0,0.0,,2016.0
2860,Perfect Universe - Play with Gravity,"Feb 26, 2016",9.99,"50,000 .. 100,000",Will Sykes Games,Excalibur Games,0.0,0.0,,2016.0
2867,Hoplite,"Dec 14, 2016",0.99,"50,000 .. 100,000","Brimo Studio, Sacred Walrus","Brimo Studio, Sacred Walrus",0.0,0.0,,2016.0
2889,Mahjong Deluxe 3,"Apr 22, 2016",3.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
2901,Puzzles At Mystery Manor,"Jun 15, 2016",0.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
2907,Call Of The Mighty Warriors,"Jun 2, 2016",0.99,"50,000 .. 100,000","Jaison Robson Gusava, SC Jogos",SC Jogos,0.0,0.0,,2016.0
2921,mr.President Prologue Episode,"Sep 20, 2016",0.99,"50,000 .. 100,000",Sergey Domashenkin,Sergey Domashenkin,0.0,0.0,,2016.0
2939,Lost Crew,"Sep 15, 2016",1.99,"50,000 .. 100,000",Gamecosm,Gamecosm,0.0,0.0,,2016.0
2941,Army of Tentacles: (Not) A Cthulhu Dating Sim,"Feb 15, 2016",4.99,"50,000 .. 100,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0.0,0.0,,2016.0
2958,Masha Rescues Grandma,"Dec 23, 2016",3.99,"50,000 .. 100,000",Starodymov,Riviysky,0.0,0.0,,2016.0
3060,RPG Tycoon,"Feb 12, 2016",9.99,"50,000 .. 100,000",Skatanic Studios,GSProductions Ltd.,0.0,0.0,,2016.0
3062,Better Late Than DEAD,"Mar 3, 2016",4.99,"50,000 .. 100,000",Odin Game Studio,Excalibur Publishing,0.0,0.0,,2016.0
3067,Zombitatos the end of the Pc master race,"Sep 11, 2016",1.99,"50,000 .. 100,000",Bmc Studio,Bmc Studio,0.0,0.0,,2016.0
3072,Roll'd,"Apr 14, 2016",0.99,"50,000 .. 100,000",MGP Studios,Forever Entertainment S. A.,0.0,0.0,,2016.0
3080,Shift,"Aug 16, 2016",0.99,"50,000 .. 100,000",Black Lime Studio,Black Lime Studio,0.0,0.0,,2016.0
3083,CrazyCars3D,"Mar 28, 2016",2.99,"50,000 .. 100,000",Anea_Duo_Dev,Anea_Duo_Dev,0.0,0.0,,2016.0
3085,Steno Arcade,"Mar 30, 2016",,"50,000 .. 100,000",For All To Play,For All To Play,0.0,0.0,,2016.0
3089,Take the Dream IX,"Apr 1, 2016",,"50,000 .. 100,000",Yai Gameworks,Yai Gameworks,0.0,0.0,,2016.0
3095,Disney Movies VR,"May 16, 2016",,"50,000 .. 100,000",Walt Disney Studios,Disney Interactive,0.0,0.0,,2016.0
3115,Go Mission: Space Travel,"Jul 21, 2016",1.99,"50,000 .. 100,000",André Bertaglia,André Bertaglia,0.0,0.0,,2016.0
3120,Remaining in a dream,"Oct 18, 2016",0.49,"50,000 .. 100,000",Primitive Studio,Primitive Studio,0.0,0.0,,2016.0
3133,Jonah's Path,"Jul 10, 2016",,"50,000 .. 100,000",Ionut Lucian Achiricioaei,Ionut Lucian Achiricioaei,0.0,0.0,,2016.0
3135,'n Verlore Verstand,"Feb 1, 2016",14.99,"50,000 .. 100,000",Skobbejak Games,Skobbejak Games,0.0,0.0,,2016.0
3138,Silver Knight,"Jan 15, 2016",1.99,"50,000 .. 100,000",Wojciech Krupinski,KrupinskiArt,0.0,0.0,,2016.0
3142,Mars Industries,"Oct 24, 2016",1.99,"50,000 .. 100,000",ZovGame,AYE Technology,0.0,0.0,,2016.0
3181,Burst,"Mar 14, 2016",1.99,"50,000 .. 100,000",David Mulder,David Mulder,0.0,0.0,,2016.0
3233,STARS Simulation,Sep 2016,0.99,"50,000 .. 100,000",Just Amusing Myself Studios,Just Amusing Myself Studios,0.0,0.0,,
3280,Hustle Cat,"Mar 16, 2016",19.99,"50,000 .. 100,000",Date Nighto,Date Nighto,0.0,0.0,,2016.0
3283,The Political Machine 2016,"Feb 4, 2016",9.99,"50,000 .. 100,000",Stardock Entertainment,Stardock Entertainment,0.0,0.0,,2016.0
3289,VERSUS SQUAD,"Oct 26, 2016",7.99,"50,000 .. 100,000",DiezelPower,DiezelPower,0.0,0.0,,2016.0
3291,Mimpi Dreams,"Mar 22, 2016",,"50,000 .. 100,000","Dreadlocks Mobile, Silicon Jelly","Dreadlocks Mobile, Silicon Jelly, Dreadlocks Ltd.",0.0,0.0,,2016.0
3294,QUBIC,"Nov 18, 2016",0.49,"50,000 .. 100,000",Triple-Star Studio,Rock Path Collective,334.0,111.0,,2016.0
3356,Immersion,"Nov 29, 2016",9.99,"50,000 .. 100,000",Bullid Games,Bullid Games,0.0,0.0,,2016.0
3414,Another Brick in The Mall,"Nov 3, 2016",12.99,"50,000 .. 100,000",The Quadsphere,The Quadsphere,0.0,0.0,,2016.0
