year,race,number,income_median,income_med_moe,income_mean,income_mean_moe,income_bracket,income_distribution,_art_year
2014,Black Alone,16437000.0,38264,820,55378.0,1229.0,"Under $15,000",20.8,2014
2014,Black Alone,16437000.0,38264,820,55378.0,1229.0,"$15,000 to $24,999",14.0,2014
2014,Black Alone,16437000.0,38264,820,55378.0,1229.0,"$25,000 to $34,999",12.0,2014
2014,Black Alone,16437000.0,38264,820,55378.0,1229.0,"$35,000 to $49,999",14.4,2014
2014,Black Alone,16437000.0,38264,820,55378.0,1229.0,"$50,000 to $74,999",15.4,2014
2014,Black Alone,16437000.0,38264,820,55378.0,1229.0,"$75,000 to $99,999",8.9,2014
2014,Black Alone,16437000.0,38264,820,55378.0,1229.0,"$100,000 to $149,999",8.7,2014
2014,Black Alone,16437000.0,38264,820,55378.0,1229.0,"$150,000 to $199,999",3.3,2014
2014,Black Alone,16437000.0,38264,820,55378.0,1229.0,"$200,000 and over",2.6,2014
2013,Black Alone,16009000.0,38831,1550,55463.0,2143.0,"Under $15,000",20.9,2013
2013,Black Alone,16009000.0,38831,1550,55463.0,2143.0,"$15,000 to $24,999",13.5,2013
2013,Black Alone,16009000.0,38831,1550,55463.0,2143.0,"$25,000 to $34,999",12.0,2013
2013,Black Alone,16009000.0,38831,1550,55463.0,2143.0,"$35,000 to $49,999",14.6,2013
2013,Black Alone,16009000.0,38831,1550,55463.0,2143.0,"$50,000 to $74,999",16.1,2013
2013,Black Alone,16009000.0,38831,1550,55463.0,2143.0,"$75,000 to $99,999",7.7,2013
2013,Black Alone,16009000.0,38831,1550,55463.0,2143.0,"$100,000 to $149,999",9.2,2013
2013,Black Alone,16009000.0,38831,1550,55463.0,2143.0,"$150,000 to $199,999",3.5,2013
2013,Black Alone,16009000.0,38831,1550,55463.0,2143.0,"$200,000 and over",2.4,2013
2012,Black Alone,15872000.0,37171,1450,53253.0,1382.0,"Under $15,000",21.7,2012
2012,Black Alone,15872000.0,37171,1450,53253.0,1382.0,"$15,000 to $24,999",14.3,2012
2012,Black Alone,15872000.0,37171,1450,53253.0,1382.0,"$25,000 to $34,999",11.7,2012
2012,Black Alone,15872000.0,37171,1450,53253.0,1382.0,"$35,000 to $49,999",13.3,2012
2012,Black Alone,15872000.0,37171,1450,53253.0,1382.0,"$50,000 to $74,999",16.5,2012
2012,Black Alone,15872000.0,37171,1450,53253.0,1382.0,"$75,000 to $99,999",8.9,2012
2012,Black Alone,15872000.0,37171,1450,53253.0,1382.0,"$100,000 to $149,999",8.6,2012
2012,Black Alone,15872000.0,37171,1450,53253.0,1382.0,"$150,000 to $199,999",3.0,2012
2012,Black Alone,15872000.0,37171,1450,53253.0,1382.0,"$200,000 and over",2.1,2012
2011,Black Alone,15583000.0,36715,954,53832.0,1505.0,"Under $15,000",22.6,2011
2011,Black Alone,15583000.0,36715,954,53832.0,1505.0,"$15,000 to $24,999",14.0,2011
2011,Black Alone,15583000.0,36715,954,53832.0,1505.0,"$25,000 to $34,999",11.7,2011
2011,Black Alone,15583000.0,36715,954,53832.0,1505.0,"$35,000 to $49,999",13.5,2011
2011,Black Alone,15583000.0,36715,954,53832.0,1505.0,"$50,000 to $74,999",15.5,2011
2011,Black Alone,15583000.0,36715,954,53832.0,1505.0,"$75,000 to $99,999",9.0,2011
2011,Black Alone,15583000.0,36715,954,53832.0,1505.0,"$100,000 to $149,999",8.4,2011
2011,Black Alone,15583000.0,36715,954,53832.0,1505.0,"$150,000 to $199,999",3.2,2011
2011,Black Alone,15583000.0,36715,954,53832.0,1505.0,"$200,000 and over",2.1,2011
2010,Black Alone,15265000.0,37749,965,52829.0,1210.0,"Under $15,000",22.1,2010
2010,Black Alone,15265000.0,37749,965,52829.0,1210.0,"$15,000 to $24,999",13.5,2010
2010,Black Alone,15265000.0,37749,965,52829.0,1210.0,"$25,000 to $34,999",11.3,2010
2010,Black Alone,15265000.0,37749,965,52829.0,1210.0,"$35,000 to $49,999",14.7,2010
2010,Black Alone,15265000.0,37749,965,52829.0,1210.0,"$50,000 to $74,999",15.3,2010
2010,Black Alone,15265000.0,37749,965,52829.0,1210.0,"$75,000 to $99,999",10.1,2010
2010,Black Alone,15265000.0,37749,965,52829.0,1210.0,"$100,000 to $149,999",8.1,2010
2010,Black Alone,15265000.0,37749,965,52829.0,1210.0,"$150,000 to $199,999",3.0,2010
2010,Black Alone,15265000.0,37749,965,52829.0,1210.0,"$200,000 and over",1.9,2010
2009,Black Alone,14730000.0,38921,774,55001.0,1032.0,"Under $15,000",19.7,2009
2009,Black Alone,14730000.0,38921,774,55001.0,1032.0,"$15,000 to $24,999",13.6,2009
2009,Black Alone,14730000.0,38921,774,55001.0,1032.0,"$25,000 to $34,999",11.8,2009
2009,Black Alone,14730000.0,38921,774,55001.0,1032.0,"$35,000 to $49,999",14.8,2009
2009,Black Alone,14730000.0,38921,774,55001.0,1032.0,"$50,000 to $74,999",16.2,2009
2009,Black Alone,14730000.0,38921,774,55001.0,1032.0,"$75,000 to $99,999",9.8,2009
2009,Black Alone,14730000.0,38921,774,55001.0,1032.0,"$100,000 to $149,999",9.1,2009
2009,Black Alone,14730000.0,38921,774,55001.0,1032.0,"$150,000 to $199,999",2.9,2009
2009,Black Alone,14730000.0,38921,774,55001.0,1032.0,"$200,000 and over",2.0,2009
2008,Black Alone,14595000.0,40731,864,55389.0,975.0,"Under $15,000",19.5,2008
2008,Black Alone,14595000.0,40731,864,55389.0,975.0,"$15,000 to $24,999",13.0,2008
2008,Black Alone,14595000.0,40731,864,55389.0,975.0,"$25,000 to $34,999",11.6,2008
2008,Black Alone,14595000.0,40731,864,55389.0,975.0,"$35,000 to $49,999",15.6,2008
2008,Black Alone,14595000.0,40731,864,55389.0,975.0,"$50,000 to $74,999",16.6,2008
2008,Black Alone,14595000.0,40731,864,55389.0,975.0,"$75,000 to $99,999",9.3,2008
2008,Black Alone,14595000.0,40731,864,55389.0,975.0,"$100,000 to $149,999",9.2,2008
2008,Black Alone,14595000.0,40731,864,55389.0,975.0,"$150,000 to $199,999",3.1,2008
2008,Black Alone,14595000.0,40731,864,55389.0,975.0,"$200,000 and over",2.0,2008
2007,Black Alone,14551000.0,41922,966,57638.0,1057.0,"Under $15,000",19.6,2007
2007,Black Alone,14551000.0,41922,966,57638.0,1057.0,"$15,000 to $24,999",13.1,2007
2007,Black Alone,14551000.0,41922,966,57638.0,1057.0,"$25,000 to $34,999",10.5,2007
2007,Black Alone,14551000.0,41922,966,57638.0,1057.0,"$35,000 to $49,999",14.7,2007
2007,Black Alone,14551000.0,41922,966,57638.0,1057.0,"$50,000 to $74,999",16.7,2007
2007,Black Alone,14551000.0,41922,966,57638.0,1057.0,"$75,000 to $99,999",9.8,2007
2007,Black Alone,14551000.0,41922,966,57638.0,1057.0,"$100,000 to $149,999",10.0,2007
2007,Black Alone,14551000.0,41922,966,57638.0,1057.0,"$150,000 to $199,999",3.4,2007
2007,Black Alone,14551000.0,41922,966,57638.0,1057.0,"$200,000 and over",2.1,2007
2006,Black Alone,14354000.0,40636,504,57361.0,1167.0,"Under $15,000",19.1,2006
2006,Black Alone,14354000.0,40636,504,57361.0,1167.0,"$15,000 to $24,999",12.9,2006
2006,Black Alone,14354000.0,40636,504,57361.0,1167.0,"$25,000 to $34,999",11.5,2006
2006,Black Alone,14354000.0,40636,504,57361.0,1167.0,"$35,000 to $49,999",14.9,2006
2006,Black Alone,14354000.0,40636,504,57361.0,1167.0,"$50,000 to $74,999",16.8,2006
2006,Black Alone,14354000.0,40636,504,57361.0,1167.0,"$75,000 to $99,999",9.6,2006
2006,Black Alone,14354000.0,40636,504,57361.0,1167.0,"$100,000 to $149,999",9.7,2006
2006,Black Alone,14354000.0,40636,504,57361.0,1167.0,"$150,000 to $199,999",3.3,2006
2006,Black Alone,14354000.0,40636,504,57361.0,1167.0,"$200,000 and over",2.3,2006
2005,Black Alone,14002000.0,40495,650,55713.0,995.0,"Under $15,000",19.8,2005
2005,Black Alone,14002000.0,40495,650,55713.0,995.0,"$15,000 to $24,999",13.7,2005
2005,Black Alone,14002000.0,40495,650,55713.0,995.0,"$25,000 to $34,999",11.4,2005
2005,Black Alone,14002000.0,40495,650,55713.0,995.0,"$35,000 to $49,999",13.8,2005
2005,Black Alone,14002000.0,40495,650,55713.0,995.0,"$50,000 to $74,999",16.9,2005
2005,Black Alone,14002000.0,40495,650,55713.0,995.0,"$75,000 to $99,999",9.8,2005
2005,Black Alone,14002000.0,40495,650,55713.0,995.0,"$100,000 to $149,999",9.2,2005
2005,Black Alone,14002000.0,40495,650,55713.0,995.0,"$150,000 to $199,999",3.3,2005
2005,Black Alone,14002000.0,40495,650,55713.0,995.0,"$200,000 and over",2.1,2005
2004,Black Alone,13809000.0,40832,699,55129.0,982.0,"Under $15,000",20.3,2004
2004,Black Alone,13809000.0,40832,699,55129.0,982.0,"$15,000 to $24,999",12.1,2004
2004,Black Alone,13809000.0,40832,699,55129.0,982.0,"$25,000 to $34,999",12.3,2004
2004,Black Alone,13809000.0,40832,699,55129.0,982.0,"$35,000 to $49,999",14.7,2004
2004,Black Alone,13809000.0,40832,699,55129.0,982.0,"$50,000 to $74,999",16.3,2004
2004,Black Alone,13809000.0,40832,699,55129.0,982.0,"$75,000 to $99,999",10.1,2004
2004,Black Alone,13809000.0,40832,699,55129.0,982.0,"$100,000 to $149,999",9.1,2004
2004,Black Alone,13809000.0,40832,699,55129.0,982.0,"$150,000 to $199,999",3.0,2004
2004,Black Alone,13809000.0,40832,699,55129.0,982.0,"$200,000 and over",2.0,2004
2003,Black Alone,13629000.0,41308,885,55919.0,986.0,"Under $15,000",19.6,2003
2003,Black Alone,13629000.0,41308,885,55919.0,986.0,"$15,000 to $24,999",12.8,2003
2003,Black Alone,13629000.0,41308,885,55919.0,986.0,"$25,000 to $34,999",12.0,2003
2003,Black Alone,13629000.0,41308,885,55919.0,986.0,"$35,000 to $49,999",13.7,2003
2003,Black Alone,13629000.0,41308,885,55919.0,986.0,"$50,000 to $74,999",16.9,2003
2003,Black Alone,13629000.0,41308,885,55919.0,986.0,"$75,000 to $99,999",10.2,2003
2003,Black Alone,13629000.0,41308,885,55919.0,986.0,"$100,000 to $149,999",9.7,2003
2003,Black Alone,13629000.0,41308,885,55919.0,986.0,"$150,000 to $199,999",3.1,2003
2003,Black Alone,13629000.0,41308,885,55919.0,986.0,"$200,000 and over",2.1,2003
2002,Black Alone,13465000.0,41364,917,57018.0,1083.0,"Under $15,000",19.0,2002
2002,Black Alone,13465000.0,41364,917,57018.0,1083.0,"$15,000 to $24,999",13.0,2002
2002,Black Alone,13465000.0,41364,917,57018.0,1083.0,"$25,000 to $34,999",11.1,2002
2002,Black Alone,13465000.0,41364,917,57018.0,1083.0,"$35,000 to $49,999",15.8,2002
2002,Black Alone,13465000.0,41364,917,57018.0,1083.0,"$50,000 to $74,999",16.1,2002
2002,Black Alone,13465000.0,41364,917,57018.0,1083.0,"$75,000 to $99,999",9.8,2002
2002,Black Alone,13465000.0,41364,917,57018.0,1083.0,"$100,000 to $149,999",9.6,2002
2002,Black Alone,13465000.0,41364,917,57018.0,1083.0,"$150,000 to $199,999",3.2,2002
2002,Black Alone,13465000.0,41364,917,57018.0,1083.0,"$200,000 and over",2.3,2002
2001,Black Alone,13315000.0,42658,826,56812.0,986.0,"Under $15,000",18.8,2001
2001,Black Alone,13315000.0,42658,826,56812.0,986.0,"$15,000 to $24,999",12.3,2001
2001,Black Alone,13315000.0,42658,826,56812.0,986.0,"$25,000 to $34,999",10.9,2001
2001,Black Alone,13315000.0,42658,826,56812.0,986.0,"$35,000 to $49,999",14.8,2001
2001,Black Alone,13315000.0,42658,826,56812.0,986.0,"$50,000 to $74,999",17.3,2001
2001,Black Alone,13315000.0,42658,826,56812.0,986.0,"$75,000 to $99,999",10.5,2001
2001,Black Alone,13315000.0,42658,826,56812.0,986.0,"$100,000 to $149,999",10.4,2001
2001,Black Alone,13315000.0,42658,826,56812.0,986.0,"$150,000 to $199,999",3.0,2001
2001,Black Alone,13315000.0,42658,826,56812.0,986.0,"$200,000 and over",1.8,2001
2000,Black Alone,13174000.0,44166,962,58325.0,972.0,"Under $15,000",17.6,2000
2000,Black Alone,13174000.0,44166,962,58325.0,972.0,"$15,000 to $24,999",11.9,2000
2000,Black Alone,13174000.0,44166,962,58325.0,972.0,"$25,000 to $34,999",11.5,2000
2000,Black Alone,13174000.0,44166,962,58325.0,972.0,"$35,000 to $49,999",14.5,2000
2000,Black Alone,13174000.0,44166,962,58325.0,972.0,"$50,000 to $74,999",18.1,2000
2000,Black Alone,13174000.0,44166,962,58325.0,972.0,"$75,000 to $99,999",11.1,2000
2000,Black Alone,13174000.0,44166,962,58325.0,972.0,"$100,000 to $149,999",9.5,2000
2000,Black Alone,13174000.0,44166,962,58325.0,972.0,"$150,000 to $199,999",3.9,2000
2000,Black Alone,13174000.0,44166,962,58325.0,972.0,"$200,000 and over",2.0,2000
1999,Black Alone,12838000.0,42960,1317,59203.0,1398.0,"Under $15,000",18.0,1999
1999,Black Alone,12838000.0,42960,1317,59203.0,1398.0,"$15,000 to $24,999",12.8,1999
1999,Black Alone,12838000.0,42960,1317,59203.0,1398.0,"$25,000 to $34,999",10.9,1999
1999,Black Alone,12838000.0,42960,1317,59203.0,1398.0,"$35,000 to $49,999",14.6,1999
1999,Black Alone,12838000.0,42960,1317,59203.0,1398.0,"$50,000 to $74,999",16.2,1999
1999,Black Alone,12838000.0,42960,1317,59203.0,1398.0,"$75,000 to $99,999",11.1,1999
1999,Black Alone,12838000.0,42960,1317,59203.0,1398.0,"$100,000 to $149,999",9.9,1999
1999,Black Alone,12838000.0,42960,1317,59203.0,1398.0,"$150,000 to $199,999",4.0,1999
1999,Black Alone,12838000.0,42960,1317,59203.0,1398.0,"$200,000 and over",2.5,1999
1998,Black Alone,12579000.0,39852,1027,53667.0,1179.0,"Under $15,000",20.7,1998
1998,Black Alone,12579000.0,39852,1027,53667.0,1179.0,"$15,000 to $24,999",13.5,1998
1998,Black Alone,12579000.0,39852,1027,53667.0,1179.0,"$25,000 to $34,999",11.4,1998
1998,Black Alone,12579000.0,39852,1027,53667.0,1179.0,"$35,000 to $49,999",13.8,1998
1998,Black Alone,12579000.0,39852,1027,53667.0,1179.0,"$50,000 to $74,999",16.4,1998
1998,Black Alone,12579000.0,39852,1027,53667.0,1179.0,"$75,000 to $99,999",10.2,1998
1998,Black Alone,12579000.0,39852,1027,53667.0,1179.0,"$100,000 to $149,999",9.3,1998
1998,Black Alone,12579000.0,39852,1027,53667.0,1179.0,"$150,000 to $199,999",2.9,1998
1998,Black Alone,12579000.0,39852,1027,53667.0,1179.0,"$200,000 and over",1.8,1998
1997,Black Alone,12474000.0,39913,1130,52520.0,1240.0,"Under $15,000",20.3,1997
1997,Black Alone,12474000.0,39913,1130,52520.0,1240.0,"$15,000 to $24,999",13.6,1997
1997,Black Alone,12474000.0,39913,1130,52520.0,1240.0,"$25,000 to $34,999",11.1,1997
1997,Black Alone,12474000.0,39913,1130,52520.0,1240.0,"$35,000 to $49,999",15.1,1997
1997,Black Alone,12474000.0,39913,1130,52520.0,1240.0,"$50,000 to $74,999",16.9,1997
1997,Black Alone,12474000.0,39913,1130,52520.0,1240.0,"$75,000 to $99,999",10.2,1997
1997,Black Alone,12474000.0,39913,1130,52520.0,1240.0,"$100,000 to $149,999",8.7,1997
1997,Black Alone,12474000.0,39913,1130,52520.0,1240.0,"$150,000 to $199,999",2.7,1997
1997,Black Alone,12474000.0,39913,1130,52520.0,1240.0,"$200,000 and over",1.4,1997
1996,Black Alone,12109000.0,38223,1237,52837.0,1698.0,"Under $15,000",21.3,1996
1996,Black Alone,12109000.0,38223,1237,52837.0,1698.0,"$15,000 to $24,999",14.3,1996
1996,Black Alone,12109000.0,38223,1237,52837.0,1698.0,"$25,000 to $34,999",11.5,1996
1996,Black Alone,12109000.0,38223,1237,52837.0,1698.0,"$35,000 to $49,999",14.0,1996
1996,Black Alone,12109000.0,38223,1237,52837.0,1698.0,"$50,000 to $74,999",16.5,1996
1996,Black Alone,12109000.0,38223,1237,52837.0,1698.0,"$75,000 to $99,999",10.6,1996
1996,Black Alone,12109000.0,38223,1237,52837.0,1698.0,"$100,000 to $149,999",8.0,1996
1996,Black Alone,12109000.0,38223,1237,52837.0,1698.0,"$150,000 to $199,999",2.3,1996
1996,Black Alone,12109000.0,38223,1237,52837.0,1698.0,"$200,000 and over",1.5,1996
1995,Black Alone,11577000.0,37421,1050,50802.0,1429.0,"Under $15,000",21.5,1995
1995,Black Alone,11577000.0,37421,1050,50802.0,1429.0,"$15,000 to $24,999",14.0,1995
1995,Black Alone,11577000.0,37421,1050,50802.0,1429.0,"$25,000 to $34,999",12.0,1995
1995,Black Alone,11577000.0,37421,1050,50802.0,1429.0,"$35,000 to $49,999",14.2,1995
1995,Black Alone,11577000.0,37421,1050,50802.0,1429.0,"$50,000 to $74,999",17.0,1995
1995,Black Alone,11577000.0,37421,1050,50802.0,1429.0,"$75,000 to $99,999",9.3,1995
1995,Black Alone,11577000.0,37421,1050,50802.0,1429.0,"$100,000 to $149,999",8.9,1995
1995,Black Alone,11577000.0,37421,1050,50802.0,1429.0,"$150,000 to $199,999",1.9,1995
1995,Black Alone,11577000.0,37421,1050,50802.0,1429.0,"$200,000 and over",1.2,1995
1994,Black Alone,11655000.0,35985,1101,50073.0,1182.0,"Under $15,000",23.3,1994
1994,Black Alone,11655000.0,35985,1101,50073.0,1182.0,"$15,000 to $24,999",14.0,1994
1994,Black Alone,11655000.0,35985,1101,50073.0,1182.0,"$25,000 to $34,999",11.9,1994
1994,Black Alone,11655000.0,35985,1101,50073.0,1182.0,"$35,000 to $49,999",14.1,1994
1994,Black Alone,11655000.0,35985,1101,50073.0,1182.0,"$50,000 to $74,999",14.7,1994
1994,Black Alone,11655000.0,35985,1101,50073.0,1182.0,"$75,000 to $99,999",9.7,1994
1994,Black Alone,11655000.0,35985,1101,50073.0,1182.0,"$100,000 to $149,999",8.4,1994
1994,Black Alone,11655000.0,35985,1101,50073.0,1182.0,"$150,000 to $199,999",2.5,1994
1994,Black Alone,11655000.0,35985,1101,50073.0,1182.0,"$200,000 and over",1.4,1994
1993,Black Alone,11281000.0,34126,1109,47572.0,1299.0,"Under $15,000",25.2,1993
1993,Black Alone,11281000.0,34126,1109,47572.0,1299.0,"$15,000 to $24,999",14.4,1993
1993,Black Alone,11281000.0,34126,1109,47572.0,1299.0,"$25,000 to $34,999",12.0,1993
1993,Black Alone,11281000.0,34126,1109,47572.0,1299.0,"$35,000 to $49,999",14.1,1993
1993,Black Alone,11281000.0,34126,1109,47572.0,1299.0,"$50,000 to $74,999",14.8,1993
1993,Black Alone,11281000.0,34126,1109,47572.0,1299.0,"$75,000 to $99,999",8.7,1993
1993,Black Alone,11281000.0,34126,1109,47572.0,1299.0,"$100,000 to $149,999",7.5,1993
1993,Black Alone,11281000.0,34126,1109,47572.0,1299.0,"$150,000 to $199,999",2.2,1993
1993,Black Alone,11281000.0,34126,1109,47572.0,1299.0,"$200,000 and over",1.2,1993
1992,Black Alone,11269000.0,33593,1128,45585.0,1017.0,"Under $15,000",26.2,1992
1992,Black Alone,11269000.0,33593,1128,45585.0,1017.0,"$15,000 to $24,999",14.1,1992
1992,Black Alone,11269000.0,33593,1128,45585.0,1017.0,"$25,000 to $34,999",11.3,1992
1992,Black Alone,11269000.0,33593,1128,45585.0,1017.0,"$35,000 to $49,999",13.9,1992
1992,Black Alone,11269000.0,33593,1128,45585.0,1017.0,"$50,000 to $74,999",15.9,1992
1992,Black Alone,11269000.0,33593,1128,45585.0,1017.0,"$75,000 to $99,999",8.9,1992
1992,Black Alone,11269000.0,33593,1128,45585.0,1017.0,"$100,000 to $149,999",6.8,1992
1992,Black Alone,11269000.0,33593,1128,45585.0,1017.0,"$150,000 to $199,999",2.1,1992
1992,Black Alone,11269000.0,33593,1128,45585.0,1017.0,"$200,000 and over",0.9,1992
1991,Black Alone,11083000.0,34524,1193,45971.0,987.0,"Under $15,000",26.0,1991
1991,Black Alone,11083000.0,34524,1193,45971.0,987.0,"$15,000 to $24,999",13.3,1991
1991,Black Alone,11083000.0,34524,1193,45971.0,987.0,"$25,000 to $34,999",11.3,1991
1991,Black Alone,11083000.0,34524,1193,45971.0,987.0,"$35,000 to $49,999",13.9,1991
1991,Black Alone,11083000.0,34524,1193,45971.0,987.0,"$50,000 to $74,999",16.4,1991
1991,Black Alone,11083000.0,34524,1193,45971.0,987.0,"$75,000 to $99,999",9.2,1991
1991,Black Alone,11083000.0,34524,1193,45971.0,987.0,"$100,000 to $149,999",7.1,1991
1991,Black Alone,11083000.0,34524,1193,45971.0,987.0,"$150,000 to $199,999",1.9,1991
1991,Black Alone,11083000.0,34524,1193,45971.0,987.0,"$200,000 and over",0.8,1991
1990,Black Alone,10671000.0,35531,1333,47208.0,1048.0,"Under $15,000",24.9,1990
1990,Black Alone,10671000.0,35531,1333,47208.0,1048.0,"$15,000 to $24,999",13.9,1990
1990,Black Alone,10671000.0,35531,1333,47208.0,1048.0,"$25,000 to $34,999",10.9,1990
1990,Black Alone,10671000.0,35531,1333,47208.0,1048.0,"$35,000 to $49,999",14.1,1990
1990,Black Alone,10671000.0,35531,1333,47208.0,1048.0,"$50,000 to $74,999",16.5,1990
1990,Black Alone,10671000.0,35531,1333,47208.0,1048.0,"$75,000 to $99,999",9.4,1990
1990,Black Alone,10671000.0,35531,1333,47208.0,1048.0,"$100,000 to $149,999",7.3,1990
1990,Black Alone,10671000.0,35531,1333,47208.0,1048.0,"$150,000 to $199,999",2.1,1990
1990,Black Alone,10671000.0,35531,1333,47208.0,1048.0,"$200,000 and over",0.9,1990
1989,Black Alone,10486000.0,36099,1208,47901.0,1071.0,"Under $15,000",24.7,1989
1989,Black Alone,10486000.0,36099,1208,47901.0,1071.0,"$15,000 to $24,999",13.4,1989
1989,Black Alone,10486000.0,36099,1208,47901.0,1071.0,"$25,000 to $34,999",11.0,1989
1989,Black Alone,10486000.0,36099,1208,47901.0,1071.0,"$35,000 to $49,999",14.3,1989
1989,Black Alone,10486000.0,36099,1208,47901.0,1071.0,"$50,000 to $74,999",16.4,1989
1989,Black Alone,10486000.0,36099,1208,47901.0,1071.0,"$75,000 to $99,999",9.1,1989
1989,Black Alone,10486000.0,36099,1208,47901.0,1071.0,"$100,000 to $149,999",8.2,1989
1989,Black Alone,10486000.0,36099,1208,47901.0,1071.0,"$150,000 to $199,999",2.2,1989
1989,Black Alone,10486000.0,36099,1208,47901.0,1071.0,"$200,000 and over",0.8,1989
1988,Black Alone,10561000.0,34185,1172,46832.0,1124.0,"Under $15,000",25.3,1988
1988,Black Alone,10561000.0,34185,1172,46832.0,1124.0,"$15,000 to $24,999",14.2,1988
1988,Black Alone,10561000.0,34185,1172,46832.0,1124.0,"$25,000 to $34,999",11.3,1988
1988,Black Alone,10561000.0,34185,1172,46832.0,1124.0,"$35,000 to $49,999",13.8,1988
1988,Black Alone,10561000.0,34185,1172,46832.0,1124.0,"$50,000 to $74,999",15.3,1988
1988,Black Alone,10561000.0,34185,1172,46832.0,1124.0,"$75,000 to $99,999",9.2,1988
1988,Black Alone,10561000.0,34185,1172,46832.0,1124.0,"$100,000 to $149,999",8.0,1988
1988,Black Alone,10561000.0,34185,1172,46832.0,1124.0,"$150,000 to $199,999",2.0,1988
1988,Black Alone,10561000.0,34185,1172,46832.0,1124.0,"$200,000 and over",1.0,1988
1987,Black Alone,10192000.0,33833,1065,45683.0,1033.0,"Under $15,000",25.7,1987
1987,Black Alone,10192000.0,33833,1065,45683.0,1033.0,"$15,000 to $24,999",14.2,1987
1987,Black Alone,10192000.0,33833,1065,45683.0,1033.0,"$25,000 to $34,999",11.6,1987
1987,Black Alone,10192000.0,33833,1065,45683.0,1033.0,"$35,000 to $49,999",15.1,1987
1987,Black Alone,10192000.0,33833,1065,45683.0,1033.0,"$50,000 to $74,999",14.7,1987
1987,Black Alone,10192000.0,33833,1065,45683.0,1033.0,"$75,000 to $99,999",9.0,1987
1987,Black Alone,10192000.0,33833,1065,45683.0,1033.0,"$100,000 to $149,999",6.9,1987
1987,Black Alone,10192000.0,33833,1065,45683.0,1033.0,"$150,000 to $199,999",1.6,1987
1987,Black Alone,10192000.0,33833,1065,45683.0,1033.0,"$200,000 and over",1.1,1987
1986,Black Alone,9922000.0,33675,1087,45180.0,1010.0,"Under $15,000",25.7,1986
1986,Black Alone,9922000.0,33675,1087,45180.0,1010.0,"$15,000 to $24,999",14.2,1986
1986,Black Alone,9922000.0,33675,1087,45180.0,1010.0,"$25,000 to $34,999",11.8,1986
1986,Black Alone,9922000.0,33675,1087,45180.0,1010.0,"$35,000 to $49,999",13.9,1986
1986,Black Alone,9922000.0,33675,1087,45180.0,1010.0,"$50,000 to $74,999",16.0,1986
1986,Black Alone,9922000.0,33675,1087,45180.0,1010.0,"$75,000 to $99,999",9.3,1986
1986,Black Alone,9922000.0,33675,1087,45180.0,1010.0,"$100,000 to $149,999",6.4,1986
1986,Black Alone,9922000.0,33675,1087,45180.0,1010.0,"$150,000 to $199,999",1.9,1986
1986,Black Alone,9922000.0,33675,1087,45180.0,1010.0,"$200,000 and over",0.7,1986
1985,Black Alone,9797000.0,33671,1076,43933.0,938.0,"Under $15,000",25.0,1985
1985,Black Alone,9797000.0,33671,1076,43933.0,938.0,"$15,000 to $24,999",15.2,1985
1985,Black Alone,9797000.0,33671,1076,43933.0,938.0,"$25,000 to $34,999",11.9,1985
1985,Black Alone,9797000.0,33671,1076,43933.0,938.0,"$35,000 to $49,999",14.8,1985
1985,Black Alone,9797000.0,33671,1076,43933.0,938.0,"$50,000 to $74,999",15.8,1985
1985,Black Alone,9797000.0,33671,1076,43933.0,938.0,"$75,000 to $99,999",8.6,1985
1985,Black Alone,9797000.0,33671,1076,43933.0,938.0,"$100,000 to $149,999",6.9,1985
1985,Black Alone,9797000.0,33671,1076,43933.0,938.0,"$150,000 to $199,999",1.2,1985
1985,Black Alone,9797000.0,33671,1076,43933.0,938.0,"$200,000 and over",0.6,1985
1984,Black Alone,9480000.0,31659,1001,42223.0,854.0,"Under $15,000",25.5,1984
1984,Black Alone,9480000.0,31659,1001,42223.0,854.0,"$15,000 to $24,999",16.1,1984
1984,Black Alone,9480000.0,31659,1001,42223.0,854.0,"$25,000 to $34,999",12.4,1984
1984,Black Alone,9480000.0,31659,1001,42223.0,854.0,"$35,000 to $49,999",15.0,1984
1984,Black Alone,9480000.0,31659,1001,42223.0,854.0,"$50,000 to $74,999",15.1,1984
1984,Black Alone,9480000.0,31659,1001,42223.0,854.0,"$75,000 to $99,999",7.7,1984
1984,Black Alone,9480000.0,31659,1001,42223.0,854.0,"$100,000 to $149,999",6.4,1984
1984,Black Alone,9480000.0,31659,1001,42223.0,854.0,"$150,000 to $199,999",1.3,1984
1984,Black Alone,9480000.0,31659,1001,42223.0,854.0,"$200,000 and over",0.4,1984
1983,Black Alone,9236000.0,30426,938,40468.0,821.0,"Under $15,000",27.2,1983
1983,Black Alone,9236000.0,30426,938,40468.0,821.0,"$15,000 to $24,999",15.9,1983
1983,Black Alone,9236000.0,30426,938,40468.0,821.0,"$25,000 to $34,999",12.5,1983
1983,Black Alone,9236000.0,30426,938,40468.0,821.0,"$35,000 to $49,999",14.3,1983
1983,Black Alone,9236000.0,30426,938,40468.0,821.0,"$50,000 to $74,999",15.0,1983
1983,Black Alone,9236000.0,30426,938,40468.0,821.0,"$75,000 to $99,999",8.1,1983
1983,Black Alone,9236000.0,30426,938,40468.0,821.0,"$100,000 to $149,999",5.7,1983
1983,Black Alone,9236000.0,30426,938,40468.0,821.0,"$150,000 to $199,999",1.1,1983
