call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
KHSU,90.5,Arcata,Humboldt State University,Public radio,California,28111.0,FM,HUMBOLDT STATE UNIVERSITY,LICENSED,Click for Details
KHTH,101.7,Santa Rosa,"Amaturo Sonoma Media Group, LLC",Top 40/CHR,California,22890.0,FM,"AMATURO SONOMA MEDIA GROUP, LLC",LICENSED,Click for Details
KHTI,103.9,Lake Arrowhead,"All Pro Broadcasting, Inc.",Rhythmic Hot AC,California,,,,,
KHTK,1140.0,Sacramento,Bonneville International Corporation,Sports (CBS),California,,,,,
KHTN,104.7,Planada,"SMG-Merced, LLC",Rhythmic contemporary,California,,,,,
KHTS,1220.0,Canyon Country,"Jeri Lyn Broadcasting, Inc.",Full service,California,,,,,
KHTS-FM,93.3,El Cajon,"iHM Licenses, LLC",Top 40/CHR,California,20697.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KHTY,970.0,Bakersfield,"iHM Licenses, LLC",Sports (FSR),California,,,,,
KHUG-LP,97.5,Castaic,Slaon Canyon Communications,Variety,California,,,,,
KHUM,104.7,Cutten,"Lost Coast Communications, Inc.",Freeform (radio format),California,,,,,
KHWA,102.3,Weed,Southern Oregon University,Public radio,California,,,,,
KHWY,98.9,Essex,Heftel Broadcasting Company LLC,"Hot AC, Travelers info",California,,,,,
KHYL,101.1,Auburn,"iHM Licenses, LLC",Classic hip hop,California,10144.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KHYZ,99.7,Mountain Pass,Heftel Broadcasting Company LLC,"Hot AC, Travelers info",California,34555.0,FM,HEFTEL BROADCASTING COMPANY LLC,LICENSED,Click for Details
KIBC,90.5,Burney,Burney Educational Broadcasting Foundation,Christian radio,California,,,,,
KIBS,100.7,Bishop,"Great Country Broadcasting, Inc.",Country,California,,,,,
KIDE,91.3,Hoopa,Hoopa Valley,Community radio,California,,,,,
KIDI-FM,105.1,Lompoc,Emerald Wave Media,Spanish Contemporary,California,,,,,
KIFM,1320.0,West Sacramento,"Audacy License, LLC",Sports (ESPN),California,,,,,
KIGS,620.0,Hanford,Akal Broadcasting Corporation,Punjabi Music,California,,,,,
KIHC,890.0,Arroyo Grande,"Relevant Radio, Inc.",Catholic,California,,,,,
KIHH,1400.0,Eureka,"Relevant Radio, Inc.",Catholic,California,,,,,
KIHT,104.7,Amboy,Point Five LLC,Silent,California,,,,,
KIID,1470.0,Sacramento,"Punjabi American Media, LLC",Punjabi Music,California,,,,,
KIIS-FM,102.7,Los Angeles,"iHM Licenses, LLC",Top 40/CHR,California,19218.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KIIW-LP,93.3,Dobbins,"Gold Country Radio, Inc.",Religious (Radio 74 Internationale),California,,,,,
KILN-LP,99.1,Alturas,The Art Center,Variety,California,,,,,
KIMU-LP,98.1,Stockton,"With Our Words, Inc.",Variety,California,,,,,
KIND-LP,94.1,Oxnard,Mixteco/Indigena Community Organizing Project,"Spanish, Mixteco, Zapoteco, Purepecha and other indigenous languages",California,,,,,
KINS-FM,106.3,Blue Lake,"Eureka Broadcasting Co., Inc.",News/Talk,California,,,,,
KIOI,101.3,San Francisco,"iHM Licenses, LLC",Hot AC,California,34930.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KION,1460.0,Salinas,"iHM Licenses, LLC",News/Talk,California,,,,,
KIOO,99.7,Porterville,Momentum Broadcasting LP,Classic rock,California,,,,,
KIOZ,105.3,San Diego,"iHM Licenses, LLC",Active rock,California,13504.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KIPE,89.7,Pine Hills,"Ink People, Inc.",Variety,California,,,,,
KIPW-LP,103.1,Salinas,Iglesia Penetecostal Nueva Vida,Spanish Religious,California,,,,,
KIQI,1010.0,San Francisco,"Multicultural Radio Broadcasting Licensee, LLC",Spanish brokered,California,,,,,
KIQQ-FM,103.7,Newberry Springs,"Lazer Licenses, LLC",Regional Mexican,California,,,,,
KIQS,1560.0,Willows,"Independence Rock Media, LLC",Regional Mexican,California,,,,,
KIRN,670.0,Simi Valley,Lotus Oxnard Corp.,Iranian,California,,,,,
KIRV,1510.0,Fresno,"Centro Cristiano Viva Abundante, Inc.",Christian radio,California,,,,,
KISL,88.7,Avalon,Catalina Island Performing Arts Foundation,Public radio,California,,,,,
KISQ,98.1,San Francisco,"iHM Licenses, LLC",Soft AC,California,59964.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KIST-FM,107.7,Carpinteria,Rincon Broadcasting LS LLC,Regional Mexican,California,,,,,
KISV,94.1,Bakersfield,AGM California,Rhythmic contemporary,California,,,,,
KITS,105.3,San Francisco,"Audacy License, LLC",Adult hits,California,,,,,
KIWI,102.9,Mcfarland,Lotus Bakersfield Corp.,Regional Mexican,California,,,,,
KIXA,106.5,Lucerne Valley,EDB VV License LLC,Classic rock,California,,,,,
KIXF,101.5,Baker,Heftel Broadcasting Company LLC,Country,California,,,,,
KIXW,960.0,Apple Valley,EDB VV License LLC,News/Talk,California,,,,,
KIXW-FM,107.3,Lenwood,Heftel Broadcasting Company LLC,Country,California,,,,,
KJAI,89.5,Ojai,Southern California Public Radio,Christian Hits,California,60140.0,FM,SOUTHERN CALIFORNIA PUBLIC RADIO,LICENSED,Click for Details
KJAY,1430.0,Sacramento,Teresa And Trudi Powell Co-Executors,World Ethnic,California,,,,,
KJBU-LP,99.1,Oxnard,The Community Advocacy Coalition of Ventura County,Variety,California,,,,,
KJCN,107.5,Sutter Creek,Sonora Sierra Heritage Foundation,,California,,,,,
KJCU,89.9,Fort Bragg,CSN International,Christian (CSN International),California,,,,,
KJDJ,1030.0,San Luis Obispo,"Centro Cristiano Vida Abundante, Inc.",Spanish Christian,California,,,,,
KJDX,93.3,Susanville,Sierra Broadcasting Corp.,Country,California,,,,,
KJEE,92.9,Montecito,"Montecito FM, Inc",Alternative rock,California,,,,,
KJFX,95.7,Fresno,One Putt,Classic rock,California,,,,,
KJJZ,95.9,Indian Wells,"RM Broadcasting, LLC",Oldies,California,165313.0,FM,"R M BROADCASTING, LLC",LICENSED,Click for Details
KJLH,102.3,Compton,Taxi License Corp.,Urban adult contemporary,California,64639.0,FM,TAXI LICENSE CORPORATION,LICENSED,Click for Details
KJLV,97.7,Los Altos,Educational Media Foundation,Contemporary Christian (K-Love),California,58843.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
KJMB-FM,100.3,Blythe,James M. Morris,Adult contemporary,California,,,,,
KJNI-LP,101.7,Lake Elsinore,Jennifer Smart Foundation,Pre-Teen,California,,,,,
KJNY,99.1,Ferndale,"Mad River Radio, Inc.",Top 40/CHR,California,,,,,
KJOI-LP,104.3,Biola,Western Educational Alliance Inc.,Adult standards/Classic hits,California,,,,,
KJOP,1240.0,Lemoore,"Relevant Radio, Inc.",Catholic,California,,,,,
KJOR,104.1,Windsor,"Lazer Licenses, LLC",Spanish Oldies,California,,,,,
KJOY,99.3,Stockton,"Radio License Holding CBC, LLC",Adult contemporary,California,,,,,
KJPG,1050.0,Frazier Park,"Relevant Radio, Inc.",Catholic,California,,,,,
KJPR,1330.0,Shasta Lake City,Southern Oregon University,Public radio,California,,,,,
KJSN,102.3,Modesto,"iHM Licenses, LLC",Adult contemporary,California,12960.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KJTZ-LP,96.1,Alameda,Alameda Unified School District,Variety,California,,,,,
KJUG-FM,106.7,Tulare,Momentum Broadcasting LP,Country,California,,,,,
KJVA-LP,94.3,San Bernardino,Vida Abundante,Spanish Religious,California,,,,,
KJVV,101.9,Twentynine Palms,Virtues Communications Network LLC,Christian radio,California,,,,,
KJWL,99.3,Fresno,John Edward Ostlund,Classic hits,California,,,,,
KJZY,93.7,Sebastopol,Redwood Empire Stereocasters,Smooth jazz,California,31444.0,FM,REDWOOD EMPIRE STEREOCASTERS,LICENSED,Click for Details
KKAL,92.5,Paso Robles,AGM California,Adult album alternative,California,,,,,
KKBB,99.3,Bakersfield,Alpha Media Licensee LLC,Rhythmic oldies,California,,,,,
KKBN,93.5,Twain Harte,Clarke Broadcasting Corp.,Country,California,,,,,
KKBZ,105.1,Auberry,Lotus Fresno Corp.,Mainstream rock,California,38455.0,FM,LOTUS FRESNO CORP.,LICENSED,Click for Details
KKCM,92.1,Thermal,Copper Mountain Broadcasting Company,Country,California,,,,,
KKCY,103.1,Colusa,"Results Radio of Chico Licensee, LLC",Country,California,52507.0,FM,"RESULTS RADIO OF CHICO LICENSEE, LLC",LICENSED,Click for Details
KKDD,1290.0,San Bernardino,"Relevant Radio, Inc.",Catholic,California,,,,,
KKDO,94.7,Fair Oaks,"Audacy License, LLC",Alternative rock,California,6810.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KKDS-LP,97.7,Eureka,"Dell' Arte, Inc.",Variety,California,,,,,
KKDV,92.1,Walnut Creek,Alpha Media Licensee LLC,Country,California,,,,,
KKFS,103.9,Lincoln,"New Inspiration Broadcasting Company, Inc.",Contemporary Christian,California,,,,,
KKGO,105.1,Los Angeles,"Mt. Wilson FM Broadcasters, Inc.",Country,California,43939.0,FM,"MOUNT WILSON FM BROADCASTERS, INC.",LICENSED,Click for Details
KKGX,920.0,Palm Springs,IVox Radio LLC,Talk,California,,,,,
KKHB,105.5,Eureka,"Bicoastal Media Licenses II, LLC",Oldies,California,,,,,
KKHK,95.5,Carmel,"SMG-Monterey, LLC",Adult hits,California,,,,,
KKHP-LP,97.1,Oroville,Blue Feather Media Group,Classic hits,California,,,,,
KKIQ,101.7,Livermore,Alpha Media Licensee LLC,Adult contemporary,California,,,,,
KKJD,91.3,Borrego Springs,Borrego Springs Christian Center,Christian radio,California,,,,,
KKJG,98.1,San Luis Obispo,AGM California,Country,California,,,,,
KKJL,1400.0,San Luis Obispo,"Pacific Coast Media, LLC",Adult standards,California,,,,,
KKJZ,88.1,Long Beach,"California State University, Long Beach Research Foundation",Jazz,California,8197.0,FM,"CALIFORNIA STATE UNIV., LONG BEACH RESEARCH FOUNDATION",LICENSED,Click for Details
KKLA-FM,99.5,Los Angeles,"New Inspiration Broadcasting Company, Inc.",Christian talk,California,,,,,
KKLC,107.9,Fall River Mills,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KKLJ,100.1,Julian,Educational Media Foundation,Worship music (Air1),California,,,,,
KKLM,104.1,Murrieta,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KKLP,91.1,Perris,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KKLQ,100.3,Los Angeles,Educational Media Foundation,Contemporary Christian (K-Love),California,70038.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
KKMC,880.0,Gonzales,El Sembrador Ministries,Christian radio,California,,,,,
KKRN,88.5,Bella Vista,Acorn Community Enterprises,Variety,California,,,,,
KKRO,102.7,Red Bluff,Educational Media Foundation,Worship music (Air1),California,,,,,
KKSF,910.0,Oakland,"iHM Licenses, LLC",News (BIN),California,,,,,
KKSM,1320.0,Oceanside,Palomar Community College District,Variety,California,,,,,
KKTO,90.5,Tahoe City,"California State University, Sacramento",Public radio,California,,,,,
KKUP,91.5,Cupertino,"Assurance Science Foundation, Inc.",Variety,California,,,,,
KKUU,92.7,Indio,Alpha Media Licensee LLC,Rhythmic contemporary,California,11658.0,FM,Alpha Media Licensee LLC Debtor in Possession,LICENSED,Click for Details
KKXS,96.1,Shingletown,"Results Radio of Redding Licensee, LLC",Sports (CBS),California,,,,,
KKXX,930.0,Paradise,"Butte Broadcasting Company, Inc.",Christian radio,California,,,,,
KKXX-FM,93.1,Shafter,AGM California,Top 40/CHR,California,,,,,
KKZI,1310.0,Barstow,Jeff Chang,Regional Mexican,California,,,,,
KKZQ,100.1,Tehachapi,High Desert Broadcasting LLC,Classic rock,California,,,,,
KLAA,830.0,Orange,"LAA 1, LLC",Sports (ESPN),California,,,,,
KLAC,570.0,Los Angeles,"Los Angeles Broadcasting Partners, LLC",Sports (FSR),California,,,,,
KLAI,90.3,Laytonville,"Redwood Community Radio, Inc.",Variety,California,,,,,
KLAX-FM,97.9,East Los Angeles,"KLAX Licensing, Inc.",Regional Mexican,California,,,,,
KLBN,101.9,Fresno,Lotus Fresno Corp.,Regional Mexican,California,29296.0,FM,LOTUS FRESNO CORP.,LICENSED,Click for Details
KLBP-LP,99.1,Long Beach,Long Beach Community Television and Media Corporation,Variety,California,,,,,
KLBS,1330.0,Los Banos,"Ethnic Radio of Los Banos, Inc.",Portuguese,California,,,,,
KLCA,96.5,Tahoe City,"Reno Media Group, L.P.",Top 40/CHR,California,41884.0,FM,"RENO MEDIA GROUP, L.P.",LICENSED,Click for Details
KLDB-LP,99.1,Los Angeles,"Future Roots, Inc.",,California,,,,,
KLDD,91.9,McCloud,Southern Oregon University,Classical,California,,,,,
KLDI-LP,95.5,Lodi,Dream Ahead the Empowerment Initiative,Variety,California,,,,,
KLFF,89.3,San Luis Obispo,"Family Life Broadcasting, Inc.",Religious (Family Life Radio),California,,,,,
KLGE,94.1,Hydesville,"Lost Coast Communications, Inc.",Adult standards,California,,,,,
KLHC,1350.0,Bakersfield,"Punjabi American Media, LLC",Punjabi,California,,,,,
KLIB,1110.0,Roseville,"Way Broadcasting Licensee, LLC",Vietnamese,California,,,,,
KLIE-LP,90.3,Fountain Valley,International Crusade of the Penny,Spanish/Variety,California,,,,,
KLIV,1590.0,San Jose,Pham Radio Communication LLC,Silent,California,,,,,
KLJR-FM,96.7,Santa Paula,"Lazer Licenses, LLC",Regional Mexican,California,,,,,
KLLC,97.3,San Francisco,"Audacy License, LLC",Hot AC,California,9624.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KLLE,107.9,North Fork,"Univision Radio Illinois, Inc.",Spanish AC,California,,,,,
KLLG-LP,97.9,Willits,Little Lake Grange #670,Variety,California,,,,,
KLLI,93.9,Los Angeles,"KXOS Radio Holdings, LLC",Rhythmic Contemporary/Spanish CHR,California,59987.0,FM,"KXOS RADIO HOLDINGS, LLC",LICENSED,Click for Details
KLLK,1250.0,Willits,"Bicoastal Media Licenses, LLC",Classic hits,California,,,,,
KLLY,95.3,Oildale,Alpha Media Licensee LLC,Top 40/CHR,California,,,,,
KLMG,97.9,Esparto,"Lazer Licenses, LLC",Spanish Hits,California,,,,,
KLMM,94.1,Oceano,"Lazer Licenses, LLC",Regional Mexican,California,,,,,
KLNV,106.5,San Diego,"Univision Radio Illinois, Inc.",Regional Mexican,California,,,,,
KLOA,1240.0,Ridgecrest,"Adelman Broadcasting, Inc.",Sports (CBS),California,,,,,
KLOB,94.7,Thousand Palms,"Entravision Holdings, LLC",Spanish Adult hits,California,40518.0,FM,"ENTRAVISION HOLDINGS, LLC",LICENSED,Click for Details
KLOC,1390.0,Turlock,"La Favorita Radio Network, Inc.",Spanish Christian,California,,,,,
KLOK,1170.0,San Jose,"KLOK Media, Inc.",World Ethnic,California,,,,,
KLOK-FM,99.5,Greenfield,"Entravision Holdings, LLC",Regional Mexican,California,,,,,
KLOQ-FM,98.7,Winton,"SMG-Merced, LLC",Regional Mexican,California,,,,,
KLOS,95.5,Los Angeles,"KLOS Radio Holdings, LLC",Rock,California,35078.0,FM,"KLOS RADIO HOLDINGS, LLC",LICENSED,Click for Details
KLPC-LP,94.3,Lone Pine,Lone Pine Advent Believers,Religious,California,,,,,
KLQS-LP,97.5,Agua Dulce,Lancaster Educational Broadcast Service,Variety,California,,,,,
KLQV,102.9,San Diego,"Univision Radio Illinois, Inc.",Spanish Adult hits,California,,,,,
KLRD,90.1,Yucaipa,Educational Media Foundation,Worship music (Air1),California,,,,,
KLRK,95.3,Los Gatos,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KLRS,89.3,Linden,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KLSB,97.5,Goleta,Educational Media Foundation,Contemporary Christian (K-Love),California,3159.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
KLSD,1360.0,San Diego,"iHM Licenses, LLC",Talk,California,,,,,
KLTX,1390.0,Long Beach,"Hi-Favor Broadcasting, LLC",Spanish Christian,California,,,,,
KLUK,97.9,Needles,"Cameron Broadcasting, Inc.",Classic rock,California,,,,,
KLUN,103.1,Paso Robles,"Lazer Licenses, LLC",Regional Mexican,California,,,,,
KLVB,99.5,Citrus Heights,Educational Media Foundation,Contemporary Christian (K-Love),California,70676.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
KLVC,88.3,Magalia,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KLVE,107.5,Los Angeles,"Univision Radio Illinois, Inc.",Spanish AC,California,35086.0,FM,"UNIVISION RADIO STATIONS GROUP, INC.",LICENSED,Click for Details
KLVG,103.7,Garberville,Educational Media Foundation,Contemporary Christian (K-Love),California,6739.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
KLVJ,102.1,Encinitas,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KLVM,88.9,Santa Cruz,Educational Media Foundation,Contemporary Christian (K-Love),California,51718.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
KLVN,88.3,Livingston,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KLVR,91.9,Middletown,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KLVS,107.3,Livermore,"San Joaquin Broadcasting Co., Non-Profit Corporation",Contemporary Christian (K-Love),California,69685.0,FM,"SAN JOAQUIN BROADCASTING CO., NON-PROFIT CORPORATION",LICENSED,Click for Details
KLVY,91.1,Fairmead,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KLWG,88.1,Lompoc,Calvary Chapel of Lompoc,Christian radio,California,,,,,
KLXB,105.1,Bermuda Dunes,Educational Media Foundation,Contemporary Christian (K-Love),California,2316.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
KLXD,89.5,Victorville,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KLXF,90.5,Modesto,Educational Media Foundation,Contemporary Christian (K-Love),California,43333.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
KLXP,89.7,Randsburg,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KLXR,1230.0,Redding,Michael R. Quinn,Catholic religious,California,,,,,
KLXY,90.5,Woodlake,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KLYY,97.5,Riverside,"Entravision Holdings, LLC",Spanish adult hits,California,58809.0,FM,"ENTRAVISION HOLDINGS, LLC",LICENSED,Click for Details
KLZN,1490.0,Susanville,"Independence Rock Media, LLC",Sports (FSR),California,,,,,
KMAI-LP,97.9,Alturas,"California, State of",Traffic Info,California,,,,,
KMAK,100.3,Orange Cove,"KMAK-FM, LLC",Regional Mexican,California,,,,,
KMBX,700.0,Soledad,"Entravision Holdings, LLC",Catholic (Spanish),California,,,,,
KMBY,1240.0,Monterey,Hanford Youth Services Inc,Oldies,California,,,,,
KMDR,95.1,McKinleyville,"Mad River Radio, Inc.",Adult contemporary,California,170994.0,FM,"MAD RIVER RADIO, INC.",LICENSED,Click for Details
KMEC-LP,105.1,Ukiah,Mendocino Environmental Center,Variety,California,,,,,
KMEL,106.1,San Francisco,"iHM Licenses, LLC",Urban contemporary,California,35121.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KMEN,100.5,Mendota,"Lazer Licenses, LLC",Regional Mexican,California,,,,,
KMET,1490.0,Banning,"KMET, LLC",Talk,California,,,,,
KMGV,97.9,Fresno,Cumulus Licensing LLC,Rhythmic oldies,California,18409.0,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
KMIX,100.9,Tracy,"Entravision Holdings, LLC",Regional Mexican,California,60420.0,FM,"ENTRAVISION HOLDINGS, LLC",LICENSED,Click for Details
KMJ,580.0,Fresno,Cumulus Licensing LLC,News/Talk,California,,,,,
KMJ-FM,105.9,Fresno,Cumulus Licensing LLC,News/Talk,California,26933.0,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
KMJC,620.0,Mount Shasta,Southern Oregon University,Public radio,California,,,,,
KMJV,106.3,Soledad,"California Ortiz & 2 Media, LLC",Regional Mexican,California,,,,,
KMKE-LP,98.1,Eureka,"California, State of",Traffic Info,California,,,,,
KMKX,93.5,Willits,"Radio Millennium, LLC",Classic rock,California,,,,,
KMKY,1310.0,Oakland,Radio Punjab AM 1310 Inc.,South Asian,California,,,,,
KMLA,103.7,El Rio,"Gold Coast Radio, LLC",Regional Mexican,California,,,,,
KMLM-FM,107.3,Grover Beach,"Gold Coast Radio, LLC",Regional Mexican,California,,,,,
KMLY,95.1,Gonzales,"Lazer Licenses, LLC",Regional Mexican,California,,,,,
KMMT,106.5,Mammoth Lakes,"Mammoth Mountain FM Associates, Inc.",Top 40/CHR,California,,,,,
KMOB-LP,100.3,Clearlake,"Minds of Business, Inc.",Urban adult contemporary,California,,,,,
KMPC,1540.0,Los Angeles,P&Y Broadcasting Corporation,Korean,California,,,,,
KMPG,1520.0,Hollister,Promo Radio Corp.,Regional Mexican,California,,,,,
KMPH,840.0,Modesto,"Relevant Radio, Inc.",Catholic,California,,,,,
KMPO,88.7,Modesto,"Radio Bilingue, Inc.",Spanish Talk/Standards,California,54493.0,FM,"RADIO BILINGUE, INC.",LICENSED,Click for Details
KMPS,910.0,Hesperia,EDB VV License LLC,Silent,California,,,,,
KMQA,100.5,East Porterville,"Lazer Licenses, LLC",Regional Mexican,California,,,,,
KMRB,1430.0,San Gabriel,"Multicultural Radio Broadcasting Licensee, LLC",Chinese,California,,,,,
KMRJ,99.5,Rancho Mirage,"R M Broadcasting, LLC",Rhythmic AC,California,,,,,
KMRO,90.3,Camarillo,"The Association for Community Education, Inc.",Spanish Christian,California,,,,,
KMRQ,96.7,Riverbank,"iHM Licenses, LLC",Active rock,California,12963.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KMTG,89.3,San Jose,San Jose Unified School District,Variety,California,,,,,
KMUD,91.1,Garberville,"Redwood Community Radio, Inc.",Variety,California,55426.0,FM,REDWOOD COMMUNITY RADIO,LICENSED,Click for Details
KMUE,88.1,Eureka,"Redwood Community Radio, Inc.",Variety,California,55429.0,FM,REDWOOD COMMUNITY RADIO,LICENSED,Click for Details
KMVE,106.9,California City,High Desert Broadcasting LLC,Classic hits,California,,,,,
KMVQ-FM,99.7,San Francisco,Bonneville International Corporation,Top 40/CHR,California,1084.0,FM,BONNEVILLE INTERNATIONAL CORPORATION,LICENSED,Click for Details
KMVS,89.3,Moss Beach,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KMWM,101.7,Alturas,Matthew Warren Woodrow,,California,,,,,
KMXI,95.1,Chico,"Deer Creek Broadcasting, LLC",Adult contemporary,California,,,,,
KMXX,99.3,Imperial,"Entravision Holdings, LLC",Regional Mexican,California,,,,,
KMYC,1410.0,Marysville,E. E. Friesen,Talk,California,,,,,
KMYI,94.1,San Diego,"iHM Licenses, LLC",Hot AC,California,58821.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KMYT,94.5,Temecula,"iHM Licenses, LLC",Adult alternative,California,,,,,
KMYX-FM,92.5,Arvin,"Farmworker Educational Radio Network, Inc.",Regional Mexican,California,,,,,
KMZR,92.5,Atwater,"Lazer Licenses, LLC",Regional Mexican,California,,,,,
KMZT,1260.0,Beverly Hills,"Mount Wilson FM Broadcasters, Inc.",Classical,California,,,,,
KNBR,680.0,San Francisco,Radio License Holding SRC LLC,Sports (CBS),California,,,,,
KNBR-FM,104.5,San Francisco,Radio License Holding SRC LLC,Sports (CBS),California,54770.0,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
KNBX,91.7,San Ardo,"KCBX, Inc.",Public radio,California,51720.0,FM,"KCBX, INC.",LICENSED,Click for Details
KNCA,89.7,Burney,Southern Oregon University,Public radio,California,,,,,
KNCI,105.1,Sacramento,Bonneville International Corporation,Country,California,20353.0,FM,BONNEVILLE INTERNATIONAL CORPORATION,LICENSED,Click for Details
KNCO,830.0,Grass Valley,"Nevada County Broadcasters, Inc.",News/Talk,California,,,,,
KNCO-FM,94.1,Grass Valley,"Nevada County Broadcasters, Inc.",Adult contemporary,California,,,,,
KNCQ,97.3,Redding,"Results Radio of Redding Licensee, LLC",Country,California,,,,,
KNDZ,89.3,McKinleyville,Pacific Cascade Communications Corporation,Christian radio,California,,,,,
KNEW,960.0,Oakland,"iHM Licenses, LLC",Talk,California,,,,,
KNFS-LP,98.1,Tulare,The Lorax Society,Variety,California,,,,,
KNGS-LP,104.5,Hanford,First Unitarian Universal Life Church of Hanford,Classic hits,California,,,,,
KNHM,91.5,Bayside,Southern Oregon University,Public radio,California,12486.0,FM,SOUTHERN OREGON UNIVERSITY,LICENSED,Click for Details
KNHT,102.5,Rio Dell,Southern Oregon University,Classical,California,17412.0,FM,SOUTHERN OREGON UNIVERSITY,LICENSED,Click for Details
KNJR-LP,107.9,Thousand Oaks,Conejo Radio Ministries,Christian radio,California,,,,,
KNKJ-LP,92.5,Red Bluff,Calvary Chapel Red Bluff,Christian,California,,,,,
KNKK,107.1,Needles,"Cameron Broadcasting, Inc.",Top 40/CHR,California,,,,,
KNLF,95.9,Quincy,New Life Broadcasting,Religious Teaching (AFR),California,,,,,
KNLM,90.5,Yucca Valley,"Advance Ministries, Inc., d/b/a New Life Christian School",Christian radio,California,,,,,
KNOB,96.7,Healdsburg,JYH Broadcasting,Adult hits,California,,,,,
KNRO,1400.0,Redding,"SMG-Redding, LLC",Sports (FSR),California,,,,,
KNSJ,89.1,Descanso,Activist San Diego,Community radio,California,,,,,
KNSN,1240.0,San Diego,"Kiertron, Inc.",Christian radio,California,,,,,
KNSQ,88.1,Mount Shasta,Southern Oregon University,Public radio,California,62957.0,FM,SOUTHERN OREGON UNIVERSITY,LICENSED,Click for Details
KNTI,99.5,Lakeport,"Bicoastal Media Licenses, LLC",Adult album alternative,California,,,,,
KNTO,93.3,Chowchilla,Centro Christiano Amistad Church,Spanish oldies,California,,,,,
KNTY,103.5,Sacramento,"Entravision Holdings, LLC",Classic country,California,20435.0,FM,"ENTRAVISION HOLDINGS, LLC",LICENSED,Click for Details
KNVE,91.3,Redding,Educational Media Foundation,Spanish Religious,California,77093.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
KNVM,89.7,Prunedale,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KNVU-LP,98.7,Victorville,Centro Internacional de Oracion,Spanish Christian,California,,,,,
KNWH,1250.0,Yucca Valley,Alpha Media Licensee LLC,News/Talk,California,,,,,
KNWQ,1140.0,Palm Springs,Alpha Media Licensee LLC,News/Talk,California,,,,,
KNWZ,970.0,Coachella,Alpha Media Licensee LLC,News/Talk,California,,,,,
KNX,1070.0,Los Angeles,"Audacy License, LLC",News,California,,,,,
KNX-FM,97.1,Los Angeles,"Audacy License, LLC",News,California,25075.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KNYO-LP,107.7,Fort Bragg,Noyo Radio Project,Variety,California,,,,,
KNYR,91.3,Yreka,Southern Oregon University,Classical,California,,,,,
KNZR,1560.0,Bakersfield,Alpha Media Licensee LLC,News/Talk,California,,,,,
KNZR-FM,97.7,Shafter,Alpha Media Licensee LLC,News/Talk,California,,,,,
KOBO,1450.0,Yuba City,"Punjabi American Media, LLC",Punjabi,California,,,,,
KOCC-LP,101.5,Oxnard,Calvary Chapel of Oxnard,Christian radio,California,,,,,
KOCI-LP,101.5,Newport Beach,"Startree 107, Inc.",Variety,California,,,,,
KOCL-LP,101.5,Anaheim,The Church in Anaheim,Religious Teaching,California,,,,,
