call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
WOMX-FM,105.1,Orlando,"Audacy License, LLC",Hot adult contemporary,Florida,47746.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WONN,1230.0,Lakeland,"Hall Communications, Inc.",Adult standards,Florida,,,,,
WONQ,1030.0,Oviedo,Florida Broadcasters,Spanish,Florida,,,,,
WOPC-LP,102.1,Bradenton,"Providence Presbyterian Church, OPC, Inc.",Religious Teaching,Florida,,,,,
WORL,950.0,Orlando,"Caron Broadcasting, Inc.",Conservative talk,Florida,,,,,
WOSN,97.1,Indian River Shores,"Vero Beach Broadcasters, LLC",Soft adult contemporary,Florida,,,,,
WOTS,1220.0,Kissimmee,"J & V Communications, Inc.",Spanish,Florida,,,,,
WOYS,106.5,Carrabelle,"East Bay Broadcasting, Inc.",Classic rock/Blues/Beach music,Florida,,,,,
WPAP,92.5,Panama City,"iHM Licenses, LLC",Country,Florida,61252.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WPBB,98.7,Holmes Beach,"Beasley Media Group Licenses, LLC",Classic rock,Florida,18527.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WPBE-LP,98.3,West Palm Beach,Centro de Vida Inc,Spanish religious,Florida,,,,,
WPBR,1340.0,Lantana,Palm Beach Radio Group LLC,Talk,Florida,,,,,
WPBV-LP,98.3,Palm Beach,Coastal Frequencies Inc.,Catholic,Florida,,,,,
WPBW-LP,102.1,St. Petersburg,"Peace Be With You Media, Inc.",Catholic,Florida,,,,,
WPCF,1290.0,Panama City Beach,"Faith Radio Network, Inc.",Silent,Florida,,,,,
WPCS,89.5,Pensacola,"Pensacola Christian College, Inc.",Christian,Florida,,,,,
WPCV,97.5,Winter Haven,"Hall Communications, Inc.",Country,Florida,,,,,
WPFL,105.1,Century,"Tri-County Broadcasting, Inc.",Classic country,Florida,,,,,
WPFM,107.9,Panama City,Educational Media Foundation,Contemporary Christian (K-Love),Florida,,,,,
WPGS,840.0,Mims,"WPGS, Inc.",Talk,Florida,,,,,
WPGT,90.1,Lake City,Grace Church of Lake City Inc.,Religious,Florida,,,,,
WPHC-LP,107.9,Spring Hill,Nature Coast Community Radio,Variety,Florida,,,,,
WPHK,102.7,Blountstown,La Promesa Foundation,Catholic,Florida,,,,,
WPHR-FM,94.7,Gifford,R&S Radio LLC,Country,Florida,,,,,
WPHX-LP,101.9,Ruskin,Firehouse Cultural Center Inc.,Variety,Florida,,,,,
WPIK,102.5,Summerland Key,"Magnum Broadcasting, Inc.",Conservative talk,Florida,,,,,
WPIO,89.3,Titusville,"Florida Public Radio, Inc.",Christian,Florida,,,,,
WPJM-LP,101.1,Palatka,"Minority Educational Broadcasting, Inc.",Religious Teaching,Florida,,,,,
WPKA-LP,99.9,Apopka,VJIL Inc.,Regional Mexican,Florida,,,,,
WPLK,800.0,Palatka,"Natkim Radio, LLC",Soft oldies,Florida,,,,,
WPLL,106.9,Cross City,"Marc Radio Gainesville, LLC",Classic country,Florida,,,,,
WPLV,95.7,Navarre,Educational Media Foundation,Contemporary Christian (K-Love),Florida,,,,,
WPNN,790.0,Pensacola,"Miracle Radio, Inc.",News/Talk,Florida,,,,,
WPNS,1140.0,Destin,"Andala Enterprises, Inc.",Silent,Florida,,,,,
WPOI,101.5,St. Petersburg,"Cox Radio, LLC",Top 40 (CHR),Florida,66013.0,FM,"COX RADIO, LLC",LICENSED,Click for Details
WPOM,1600.0,Riviera Beach,"Caribbean Media Group, Inc.",Ethnic,Florida,,,,,
WPOW,96.5,Miami [3],"Audacy License, LLC",Rhythmic contemporary,Florida,73893.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WPOZ,88.3,Orlando,"Central Florida Educational Foundation, Inc.",Contemporary Christian,Florida,9876.0,FM,"CENTRAL FLORIDA EDUCATIONAL FOUNDATION, INC.",LICENSED,Click for Details
WPRD,1440.0,Winter Park,"J & V Communications, Inc.",Spanish,Florida,,,,,
WPRK,91.5,Winter Park,Rollins College,College,Florida,,,,,
WPRY,1400.0,Perry,"Dockins Telecommunications, Inc.",Classic hits,Florida,,,,,
WPSF,91.5,Clewiston,"Call Communications Group, Inc.",Christian CHR,Florida,,,,,
WPSI-LP,98.7,Miami [3],Radio Voz Mundial Inc,Haitian,Florida,,,,,
WPSL,1590.0,Port St. Lucie,"Port St. Lucie Broadcasters, Inc.",Talk,Florida,,,,,
WPSM,91.1,Fort Walton Beach,Destiny Worship Center Inc.,Contemporary worship music,Florida,,,,,
WPSO,1500.0,New Port Richey,"Akma Broadcast Network, Inc.",Ethnic/Greek,Florida,,,,,
WPSP,1190.0,Royal Palm Beach,George M. Arroyo,Spanish,Florida,,,,,
WPUL,1590.0,South Daytona,Glenn Cherry,Talk,Florida,,,,,
WPYO,95.3,Maitland,"WPYO Licensing, Inc.",Spanish Top 40 (CHR),Florida,1186.0,FM,"WPYO LICENSING, INC.",LICENSED,Click for Details
WPZM-LP,107.5,Gainesville,Community Praise Center,Black gospel,Florida,,,,,
WQAM,560.0,Miami [4],"Audacy License, LLC",Sports,Florida,,,,,
WQBA,1140.0,Miami [4],"Univision Radio Illinois, Inc.",Spanish,Florida,,,,,
WQBN,1300.0,Temple Terrace,"Radio Tropical, Inc.",Spanish,Florida,,,,,
WQBQ,1410.0,Leesburg,"Rama Communications, Inc.",News/Talk,Florida,,,,,
WQCP,91.1,Fort Pierce,Indian River State College,Classical,Florida,,,,,
WQCS,88.9,Fort Pierce,Indian River State College,NPR News/Talk/Classical,Florida,28545.0,FM,INDIAN RIVER STATE COLLEGE,LICENSED,Click for Details
WQFB-LP,97.3,Flagler Beach,"Save the Surf, Inc.",Classic hits/Variety,Florida,,,,,
WQHL,1250.0,Live Oak,"RTG Radio, LLC, Debtor-in-Possession",Classic hits,Florida,,,,,
WQHL-FM,98.1,Live Oak,"RTG Radio, LLC, Debtor-in-Possession",Country,Florida,,,,,
WQIK-FM,99.1,Jacksonville,"iHM Licenses, LLC",Country,Florida,29728.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQJS,88.5,Clewiston,Indian River State College,Jazz,Florida,,,,,
WQLC,102.1,Watertown,"Dockins Broadcast Group, LLC",Country,Florida,,,,,
WQMP,101.9,Daytona Beach,"Audacy License, LLC",Alternative rock,Florida,73137.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WQNB-LP,100.3,Miami,Beware Inc.,Urban,Florida,,,,,
WQOL,103.7,Vero Beach,"iHM Licenses, LLC",Classic hits,Florida,,,,,
WQOP,1460.0,Jacksonville,"Relevant Radio, Inc.",Catholic,Florida,,,,,
WQOS,1080.0,Coral Gables,"Relevant Radio, Inc.",Catholic,Florida,,,,,
WQPN-LP,94.3,Miami,Multimedia America Inc,Rap/Hip-Hop,Florida,,,,,
WQTA-LP,106.9,Tampa,North Tampa Community Radio,Adult contemporary/Adult album alternative/College,Florida,,,,,
WQTL,106.1,Tallahassee,"Adams Radio of Tallahassee, LLC",Oldies,Florida,,,,,
WQVN,1360.0,North Miami,Radio Piment Bouk,Haitian,Florida,,,,,
WQXM,1460.0,Bartow,"DRC Broadcasting, Inc.",Classic country,Florida,,,,,
WQXY-LP,99.7,Fort Myers,"Premiere International Cares, Inc.",Easy listening,Florida,,,,,
WQYK-FM,99.5,St. Petersburg,"Beasley Media Group Licenses, LLC",Country,Florida,28619.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WRAZ-FM,106.3,Leisure City,"South Broadcasting System, Inc.",Salsa music,Florida,,,,,
WRBA,95.9,Springfield,"Great American Media, L.L.C.",Classic rock,Florida,,,,,
WRBQ-FM,104.7,Tampa,"Beasley Media Group Licenses, LLC",Classic hits,Florida,11943.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WRDJ-LP,93.5,Merritt Island,"Calvary Chapel of Merritt Island, Inc.",Religious,Florida,,,,,
WRGE-LP,97.9,Ocala,"Life Legacy Ocala, Inc.",Christian,Florida,,,,,
WRGP,88.1,Homestead,Florida International University Board of Trustees,Variety,Florida,,,,,
WRGV,107.3,Pensacola,"iHM Licenses, LLC",Urban contemporary,Florida,63931.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRHC,1550.0,Coral Gables,WRHC Broadcasting Corp.,Spanish,Florida,,,,,
WRIA-LP,95.7,Jacksonville,SCLC Jacksonville Florida,Variety,Florida,,,,,
WRIZ-LP,101.1,Boca Raton,All Media Services of America Inc,Rap/Hip-Hop,Florida,,,,,
WRLE-LP,94.9,Dunnellon,Power Ministries,Urban contemporary,Florida,,,,,
WRLX,94.3,Riviera Beach,"iHM Licenses, LLC",Spanish adult contemporary,Florida,36544.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRLZ,1160.0,St. Cloud,"Radio Luz, Inc.",Spanish Christian,Florida,,,,,
WRMA,95.7,North Miami Beach,"WXDJ Licensing, Inc.",Cubatón,Florida,,,,,
WRMB,89.3,Boynton Beach,The Moody Bible Institute of Chicago,Religious,Florida,,,,,
WRMF,97.9,Palm Beach,"WPB FCC License Sub, LLC",Hot AC,Florida,20436.0,FM,"WPB FCC LICENSE SUB, LLC",LICENSED,Click for Details
WRNE,980.0,Gulf Breeze,"Media One Communications, Inc.",Urban contemporary,Florida,,,,,
WROD,1340.0,Daytona Beach,"Miracle Media Group, LLC",Classic rock,Florida,,,,,
WROK-FM,95.9,Sebastian,Cumulus Licensing LLC,Classic rock,Florida,,,,,
WROS,1050.0,Jacksonville,"WROS, The Rose of Jacksonville, LLC",Religious,Florida,,,,,
WRPE-LP,98.5,Jacksonville,Amor y Misericordia la Estacion,Spanish religious,Florida,,,,,
WRRJ,89.7,Cocoa Beach,"Black Media Works, Inc.",Reggae/Island music,Florida,,,,,
WRRQ-LP,96.9,Cocoa,"Living Free in Christ Church, Inc.",Religious Teaching,Florida,,,,,
WRRX,106.1,Gulf Breeze,Cumulus Licensing LLC,Urban contemporary,Florida,,,,,
WRSO,810.0,Orlovista,"Star Over Orlando, Inc.",Spanish News/Talk,Florida,,,,,
WRTO-FM,98.3,Goulds,"Univision Radio Illinois, Inc.",Spanish Tropical,Florida,37253.0,FM,"UNIVISION RADIO STATIONS GROUP, INC.",LICENSED,Click for Details
WRUB,106.5,Sarasota,"iHM Licenses, LLC",Spanish hits,Florida,48672.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRUF,850.0,Gainesville,University of Florida,Sports,Florida,,,,,
WRUF-FM,103.7,Gainesville,The University of Florida,Country,Florida,,,,,
WRUM,100.3,Orlando,"iHM Licenses, LLC",Spanish Tropical,Florida,59976.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRWS-LP,99.1,Daytona Beach,"Bethune-Cookman College, Inc.",Urban,Florida,,,,,
WRXK-FM,96.1,Bonita Springs,"Beasley Media Group, LLC",Mainstream rock,Florida,73976.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WRXW-LP,92.7,Winter Park,92.7 FM WRXW Inc,Soft adult contemporary,Florida,,,,,
WRZN,720.0,Hernando,"Marc Radio Gainesville, LLC",Talk,Florida,,,,,
WSBB,1230.0,New Smyrna Beach,"Diegel Communications, LLC",Adult standards,Florida,,,,,
WSBH,98.5,Satellite Beach,"WSBH FM, LLC",Oldies,Florida,166009.0,FM,"WSBH FM, LLC",LICENSED,Click for Details
WSBZ,106.3,Miramar Beach,"Carter Broadcasting, Inc.",Smooth jazz,Florida,,,,,
WSCF-FM,91.9,Vero Beach,"Central Educational Broadcasting, Inc.",Contemporary Christian,Florida,,,,,
WSCQ-LP,96.3,Sun City Center,"Sun City Center Radio, Inc.",Classic hits,Florida,,,,,
WSDO,1400.0,Sanford,"J & V Communications, Inc.",Spanish,Florida,,,,,
WSDV,1450.0,Sarasota,"iHM Licenses, LLC",Top 40 (CHR),Florida,,,,,
WSDX-LP,101.9,Brandon,Brandon Community Broadcasting Inc,Christian,Florida,,,,,
WSEB,91.3,Englewood,Suncoast Educational Broadcasting Corp.,Christian,Florida,,,,,
WSEU-LP,93.7,Lakeland,"Southeastern University, Inc.",Contemporary Christian,Florida,,,,,
WSFS,104.3,Miramar,"Audacy License, LLC",Alternative rock,Florida,29567.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WSGD-LP,95.7,Lehigh Acres,"Sumarrase, Inc.",R&B/Reggae,Florida,,,,,
WSGL,104.7,Naples,Renda Broadcasting Corporation of Nevada,Hot adult contemporary,Florida,,,,,
WSIR,1490.0,Winter Haven,"Anscombe Broadcasting Group, Ltd.",Spanish,Florida,,,,,
WSKR-LP,95.5,Jacksonville,University of North Florida Board of Trustees,Variety,Florida,,,,,
WSKY-FM,97.3,Micanopy,"Audacy License, LLC",News/Talk,Florida,23352.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WSLR-LP,96.5,Sarasota,New College Student Alliance,Talk,Florida,,,,,
WSMR,89.1,Sarasota,University of South Florida Board of Trustees,Classical,Florida,,,,,
WSOL-FM,101.5,Yulee,"iHM Licenses, LLC",Urban adult contemporary,Florida,23830.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSOR,90.9,Naples,The Moody Bible Institute of Chicago,Contemporary Christian,Florida,,,,,
WSOS,1170.0,St. Augustine Beach,WSOS Radio LLC,Classic hits,Florida,,,,,
WSOS-FM,94.1,Fruit Cove,Chesapeake-Portsmouth Broadcasting Corporation,Classic country,Florida,,,,,
WSQF-LP,94.5,Key Biscayne,Square Foot Community Radio Corp.,Variety,Florida,,,,,
WSRF,1580.0,Fort Lauderdale,"Niche Radio, Inc.",Caribbean,Florida,,,,,
WSRQ,1220.0,Sarasota,"Lake Erie College of Osteopathic Medicine, Inc.",Oldies,Florida,,,,,
WSRQ-FM,106.9,Zolfo Springs,"Lake Erie College of Osteopathic Medicine, Inc.",Oldies,Florida,,,,,
WSRZ-FM,107.9,Coral Cove,"iHM Licenses, LLC",Classic hits,Florida,48673.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSSJ-LP,92.3,White Springs,"White Springs Public Radio, Inc.",Variety,Florida,,,,,
WSTU,1450.0,Stuart,"Treasure Coast Broadcasters, Inc.",News/Talk,Florida,,,,,
WSUA,1260.0,Miami [4],WSUA Broadcasting Corporation,Spanish,Florida,,,,,
WSUN,97.1,Holiday,"WSUN Licensing, Inc.",Spanish Tropical,Florida,67136.0,FM,"WSUN LICENSING, INC.",LICENSED,Click for Details
WSVB-LP,95.1,Chiefland,Trinity Baptist Church,Religious,Florida,,,,,
WSVJ-LP,93.7,Titusville,"Greater Blessed Assurance Apostolic Temple, Inc.",Religious Teaching,Florida,,,,,
WSVU,960.0,North Palm Beach,United Group Elite Agency Investment LLC,Haitian Creole,Florida,,,,,
WSWN,900.0,Belle Glade,"Sugar Broadcasting, Inc.",Talk,Florida,,,,,
WTAL,1450.0,Tallahassee,"Live Communications, Inc.",News/Talk,Florida,,,,,
WTAN,1340.0,Clearwater,Radio World Inc.,Talk,Florida,,,,,
WTBH,91.5,Chiefland,Long Pond Baptist Church,Religious,Florida,,,,,
WTBN,570.0,Pinellas Park,"Caron Broadcasting, Inc.",Religious,Florida,,,,,
WTGF,90.5,Milton,"Faith Bible College, Inc.",Southern gospel,Florida,,,,,
WTID,101.7,Graceville,"Gfr, Inc.",Contemporary Christian,Florida,,,,,
WTIR,91.9,Brighton Reservation,Seminole Tribe of Florida,Classic country,Florida,,,,,
WTIS,1110.0,Tampa,"Q-Broadcasting Corporation, Inc.",Religious,Florida,,,,,
WTJT,90.1,Baker,Florala Radio Group,Christian,Florida,,,,,
WTJV,1490.0,DeLand,"J & V Communications, Inc.",Adult standards,Florida,,,,,
WTKE,1490.0,Milton,T O V Group Inc.,Sports,Florida,,,,,
WTKE-FM,100.3,Niceville,"R. Lee Hagan, Receiver For Station WTKE-FM",Classic rock,Florida,,,,,
WTKP,93.5,Port St. Joe,Omni Broadcasting LLC,Silent,Florida,,,,,
WTKS-FM,104.1,Cocoa Beach,"iHM Licenses, LLC",Talk,Florida,53457.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTKX-FM,101.5,Pensacola,"iHM Licenses, LLC",Active rock,Florida,61243.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTLN,990.0,Orlando,"Caron Broadcasting, Inc.",Christian talk,Florida,,,,,
WTLQ-FM,97.7,Punta Rassa,Fort Myers Broadcasting Company,Silent,Florida,,,,,
WTLY,1270.0,Tallahassee,"iHM Licenses, LLC",Sports,Florida,,,,,
WTMG,101.3,Williston,"Marc Radio Gainesville, LLC",Rhythmic contemporary,Florida,,,,,
WTMN,1430.0,Gainesville,"Marc Radio Gainesville, LLC",Gospel,Florida,,,,,
WTMP,1150.0,Egypt Lake,"NIA Broadcasting, Inc.",Spanish Tropical,Florida,,,,,
WTMP-FM,96.1,Dade City,"NIA Broadcasting, Inc.",Regional Mexican,Florida,15239.0,FM,"NIA BROADCASTING, INC.",LICENSED,Click for Details
WTMS-LP,105.5,Kissimmee,Tvmision Corporation,Spanish religious,Florida,,,,,
WTMY,1280.0,Sarasota,"Solmart Media, LLC",Regional Mexican,Florida,,,,,
WTNT-FM,94.9,Tallahassee,"iHM Licenses, LLC",Country,Florida,,,,,
WTOT,980.0,Marianna,"MFR, Inc.",Oldies,Florida,,,,,
WTPA,980.0,Pompano Beach,"HMDF, LLC",Silent,Florida,,,,,
WTRJ-FM,91.7,Orange Park,Delmarva Educational Association,Contemporary Christian,Florida,,,,,
WTSM,97.9,Woodville,"Radio Training Network, Inc.",Contemporary Christian,Florida,,,,,
WTTB,1490.0,Vero Beach,"Vero Beach Broadcasters, LLC",News/Talk,Florida,,,,,
WTWB,1570.0,Auburndale,"La Raza Media Group, LLC",Talk,Florida,,,,,
WTWD,910.0,Plant City,Salem Communications Holding Corporation,Religious,Florida,,,,,
WTYG,91.5,Sparr,Central Baptist Church of Ocala Inc.,Religious,Florida,,,,,
WTYS,1340.0,Marianna,"James L. Adams, Jr.",Country,Florida,,,,,
WTYS-FM,94.1,Marianna,"James L. Adams, Jr.",Gospel,Florida,,,,,
WTYX-LP,97.1,Titusville,"Pathway Public Radio, Inc.",Religious Teaching,Florida,,,,,
WTZB,105.9,Englewood,"iHM Licenses, LLC",Classic rock,Florida,59127.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WUAF-LP,107.9,Lake City,Angel Ministries of Lake City Inc.,Gospel,Florida,,,,,
WUBA,88.1,High Springs,"Neighborhoods United for a Better Alachua, Inc.",Variety,Florida,,,,,
WUBP-LP,100.1,St. Petersburg,All African People's Development and Empowerment Project,Variety,Florida,,,,,
WUCF-FM,89.9,Orlando,University of Central Florida,Jazz,Florida,69229.0,FM,UNIVERSITY OF CENTRAL FLORIDA,LICENSED,Click for Details
WUCR-LP,107.9,Lake Butler,"Synewave Communications, Inc",Variety,Florida,,,,,
WUDN-LP,101.1,Sarasota,"School District of Manatee County, FL",Spanish,Florida,,,,,
WUFQ,88.5,Cross City,University of Florida Board of Trustees,Contemporary Christian,Florida,,,,,
WUFR-LP,102.7,Umatilla,"Communication Arts Center, Inc.",Classic country,Florida,,,,,
WUFT-FM,89.1,Gainesville,"Board of Trustees, University of Florida",Public radio (NPR),Florida,66604.0,FM,"BOARD OF TRUSTEES, UNIVERSITY OF FLORIDA",LICENSED,Click for Details
WUGR-LP,103.1,Miaramar,Miami Multi-Media Association Corp,Variety,Florida,,,,,
WUJC,91.1,St. Marks,CSN International,Religious (CSN International),Florida,,,,,
WUJM-LP,99.1,St. Petersburg,"Caribbean Festival Association (Carifesta), Inc.",Reggae,Florida,,,,,
WULB-LP,96.3,Long Boat Key,"M & M Community Development Inc., Longboat Key Branch",Classic hits,Florida,,,,,
WUNA,1480.0,Ocoee,J & V Communications Inc.,Spanish,Florida,,,,,
WUOH-LP,100.7,Orlando,Voz Latina Broadcasting Inc.,Spanish adult contemporary,Florida,,,,,
WURB-LP,92.7,Kissimmee,"New Voice of Central Florida, Inc",Spanish Christian,Florida,,,,,
WURK-LP,96.3,Tampa,"Rainbow Heights Neighborhood Association and Crime Watch, Inc",R&B/Variety,Florida,,,,,
WURN,1040.0,Miami[4],"Actualidad 1040AM Licensee, LLC",Spanish News/Talk,Florida,,,,,
WURN-FM,107.1,Key Largo,"Actualidad Key Largo FM Licensee, LLC",Spanish CHR,Florida,,,,,
WUSF,89.7,Tampa,University of South Florida,News/Jazz,Florida,69122.0,FM,UNIVERSITY OF SOUTH FLORIDA BOARD OF TRUSTEES,LICENSED,Click for Details
WUUB,106.3,Jupiter,"Good Karma Broadcasting, LLC",Sports,Florida,24143.0,FM,"GOOD KARMA BROADCASTING, LLC",LICENSED,Click for Details
WUWF,88.1,Pensacola,The University of West Florida,Variety,Florida,66570.0,FM,THE UNIVERSITY OF WEST FLORIDA,LICENSED,Click for Details
WVDV-LP,104.9,Sebring,"Highlands County Community Broadcasting, Inc.",Spanish,Florida,,,,,
WVET-LP,97.9,Fort McCoy,"Eureka Community Education Services, Inc.",Oldies,Florida,,,,,
WVFP-LP,94.7,Gainesville,"Faith Presbyterian Church of Gainesville, Inc.",Religious,Florida,,,,,
WVFS,89.7,Tallahassee,Florida State University,Alternative,Florida,,,,,
WVFT,93.3,Gretna,"Magic Broadcasting II, LLC",Talk,Florida,,,,,
WVGK-LP,94.5,Miami [3],Llamados Para Triunfar Inc,Spanish Religious,Florida,,,,,
WVGT-LP,97.1,Mount Dora,"Seminole County Community Broadcasters, Inc.",Oldies,Florida,,,,,
WVIJ,91.7,Port Charlotte,Port Charlotte Educational Broadcasting Foundation,Contemporary Christian,Florida,,,,,
WVLG,640.0,Wildwood,"Villages Communications, Inc.",Oldies/Easy listening,Florida,,,,,
WVLQ,101.9,Port St. Joe,Karen Johnston Neal,Religious,Florida,,,,,
WVOJ,1570.0,Fernandina Beach,"Norsan Consulting And Management, Inc.",Spanish,Florida,,,,,
WVRO-LP,105.3,Vero Beach,Flowing Streams Church,Contemporary Christian,Florida,,,,,
WVTJ,610.0,Pensacola,Pensacola Radio Corporation,Gospel,Florida,,,,,
WVUM,90.5,Coral Gables,"WVUM, Inc.",Variety,Florida,,,,,
WVVD-LP,99.1,Seffner,Iglesia Cristiana La Nueva Jerusalem Inc.,Spanish/Catholic,Florida,,,,,
WVVF-LP,100.1,Town N' Country,Hispanic Arts of Tampa,Spanish,Florida,,,,,
WVVO,1140.0,Orlando,Florida Broadcasters,Spanish urban,Florida,,,,,
WVXE-LP,95.5,Orange Park,"Calvary Chapel of Orange Park, Inc.",Religious Teaching,Florida,,,,,
WVYB,103.3,Holly Hill,"Black Crow Media, LLC, Debtor-in-Possession",Top 40 (CHR),Florida,,,,,
WWAB,1330.0,Lakeland,"Walco Enterprises, LLC",Urban contemporary,Florida,,,,,
WWAV,102.1,Santa Rosa Beach,"JVC Mergeco, LLC",Adult hits,Florida,,,,,
WWBA,820.0,Largo,"Genesis Communications of Tampa Bay, Inc.",Talk/Sports,Florida,,,,,
WWBC,1510.0,Cocoa,"Astro Enterprises, Inc.",News/Talk,Florida,,,,,
WWBF,1130.0,Bartow,"Thornburg Communications, Inc.",Classic hits,Florida,,,,,
WWCL,1440.0,Lehigh Acres,Radio Vision Cristiana Management,Spanish,Florida,,,,,
WWCN,99.3,Fort Myers Beach,"Beasley Media Group, LLC",Tropical,Florida,74286.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WWDH-LP,93.3,Fort Myers,"WWDH-LPFM, Inc.",Variety,Florida,,,,,
WWEO-LP,103.9,DeFuniak Springs,Emanuel Communications,Religious,Florida,,,,,
WWFE,670.0,Miami [4],Fénix Broadcasting Corp.,Spanish talk,Florida,,,,,
WWFH-LP,102.1,Land O' Lakes,"Mason Dixon Christmas Wish Fund, Inc.",Christian Contemporary,Florida,,,,,
WWFL,1340.0,Clermont,"Onda Mexicana Radio Group, Inc.",Regional Mexican,Florida,,,,,
WWFR,91.7,Stuart,"Family Stations, Inc.",Religious (Family Radio),Florida,,,,,
WWGR,101.9,Fort Myers,Renda Broadcasting Corporation of Nevada,Country,Florida,,,,,
WWID-LP,96.1,Orlando,"La Mision, Inc.",Spanish Contemporary Christian,Florida,,,,,
WWJB,1450.0,Brooksville,"Hernando Broadcasting Company, Inc.",Country,Florida,,,,,
WWJJ,91.7,Jasper,"Florida Educational Radio, Inc.",Oldies,Florida,,,,,
WWJK,107.3,Green Cove Springs,"iHM Licenses, LLC",Mainstream rock,Florida,51974.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WWKA,92.3,Orlando,"Cox Radio, LLC",Country,Florida,48716.0,FM,"COX RADIO, LLC",LICENSED,Click for Details
WWLL,105.7,Sebring,"Cohan Radio Group, Inc.",Adult contemporary,Florida,,,,,
WWLY,100.1,Panama City Beach,"Magic Broadcasting II, LLC",Classic country,Florida,,,,,
WWMA-LP,107.9,Avon Park,"Highlands County Chapter of Asi, Inc.",Religious,Florida,,,,,
WWMI,1380.0,St. Petersburg,"Relevant Radio, Inc.",Catholic,Florida,,,,,
WWNN,1470.0,Pompano Beach,"Vic Canales Media Group, LLC",Talk/Oldies,Florida,,,,,
WWOF,103.1,Tallahassee,"Adams Radio of Tallahassee, LLC",Country,Florida,,,,,
WWOJ,99.1,Avon Park,"Cohan Radio Group, Inc.",Country,Florida,,,,,
WWPP-LP,97.7,Homestead,We Count,Variety,Florida,,,,,
