category,logo,production,type,title,distributor,producer,year,page,page_id,_art_year
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/politician-2021-600x600.jpg?itok=CRBsZIEl,"Yongsub Song, Lead Animator",Nominee,The Politician,Netflix,A Fox21 Television Studios Production,2020,86,2,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/politician-2021-600x600.jpg?itok=CRBsZIEl,"Joe Paniagua, 3D Artist",Nominee,The Politician,Netflix,A Fox21 Television Studios Production,2020,86,2,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/politician-2021-600x600.jpg?itok=CRBsZIEl,"Rachel Fowler, Editor",Nominee,The Politician,Netflix,A Fox21 Television Studios Production,2020,86,2,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/watchmen-600x600.jpg?itok=O2rymSGS,"Paul Mitchell, Creative Director",Nominee,Watchmen,HBO,HBO in association with White Rabbit and Warner Bros. Television and DC and Paramount Television,2020,86,3,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/watchmen-600x600.jpg?itok=O2rymSGS,"Olga Midlenko, Art Director",Nominee,Watchmen,HBO,HBO in association with White Rabbit and Warner Bros. Television and DC and Paramount Television,2020,86,3,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/watchmen-600x600.jpg?itok=O2rymSGS,"Maciek Sokalski, Lead Compositor",Nominee,Watchmen,HBO,HBO in association with White Rabbit and Warner Bros. Television and DC and Paramount Television,2020,86,3,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/watchmen-600x600.jpg?itok=O2rymSGS,"Gabriel Perez, Animator",Nominee,Watchmen,HBO,HBO in association with White Rabbit and Warner Bros. Television and DC and Paramount Television,2020,86,3,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/watchmen-600x600.jpg?itok=O2rymSGS,"Benjamin Woodlock, Designer",Nominee,Watchmen,HBO,HBO in association with White Rabbit and Warner Bros. Television and DC and Paramount Television,2020,86,3,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/westworld-600x600.jpg?itok=0Tjh2eCC,"Patrick Clair, Creative Director",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2020,86,4,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/westworld-600x600.jpg?itok=0Tjh2eCC,"Pinar Yanadarg Delul, Creative Director",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2020,86,4,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/westworld-600x600.jpg?itok=0Tjh2eCC,"Raoul Marks, Lead Animator and Compositor",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2020,86,4,2020
Outstanding Main Title Design - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/westworld-600x600.jpg?itok=0Tjh2eCC,"Lance Slaton, Designer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2020,86,4,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/big-little-lies-600x600.jpg?itok=RSEBfv8i,"Michelle Radow, Department Head Makeup Artist",Nominee,Big Little Lies,HBO,"HBO Entertainment in association with Blossom Films, Hello Sunshine, David E. Kelley Productions and crazyrose Productions",2020,86,5,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/big-little-lies-600x600.jpg?itok=RSEBfv8i,"Erin Rosenmann, Key Makeup Artist",Nominee,Big Little Lies,HBO,"HBO Entertainment in association with Blossom Films, Hello Sunshine, David E. Kelley Productions and crazyrose Productions",2020,86,5,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/big-little-lies-600x600.jpg?itok=RSEBfv8i,"Karen Rentrop, Makeup Artist",Nominee,Big Little Lies,HBO,"HBO Entertainment in association with Blossom Films, Hello Sunshine, David E. Kelley Productions and crazyrose Productions",2020,86,5,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/big-little-lies-600x600.jpg?itok=RSEBfv8i,"Molly R. Stern, Personal Makeup Artist",Nominee,Big Little Lies,HBO,"HBO Entertainment in association with Blossom Films, Hello Sunshine, David E. Kelley Productions and crazyrose Productions",2020,86,5,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/big-little-lies-600x600.jpg?itok=RSEBfv8i,"Angela Levin, Personal Makeup Artist",Nominee,Big Little Lies,HBO,"HBO Entertainment in association with Blossom Films, Hello Sunshine, David E. Kelley Productions and crazyrose Productions",2020,86,5,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/big-little-lies-600x600.jpg?itok=RSEBfv8i,"Simone Almekias-Siegl, Personal Makeup Artist",Nominee,Big Little Lies,HBO,"HBO Entertainment in association with Blossom Films, Hello Sunshine, David E. Kelley Productions and crazyrose Productions",2020,86,5,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/big-little-lies-600x600.jpg?itok=RSEBfv8i,"Miho Suzuki, Personal Makeup Artist",Nominee,Big Little Lies,HBO,"HBO Entertainment in association with Blossom Films, Hello Sunshine, David E. Kelley Productions and crazyrose Productions",2020,86,5,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/big-little-lies-600x600.jpg?itok=RSEBfv8i,"Claudia Humburg, Personal Makeup Artist",Nominee,Big Little Lies,HBO,"HBO Entertainment in association with Blossom Films, Hello Sunshine, David E. Kelley Productions and crazyrose Productions",2020,86,5,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/euphoria-600x600.jpg?itok=_EcBiHAy,"Doniella Davy, Department Head Makeup Artist",Winner,Euphoria,HBO,"HBO Entertainment in association with Reasonable Bunch, A24, Little Lamb, Dreamcrew, ADD Content Agency | HOT | TCDY Productions",2020,86,6,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/euphoria-600x600.jpg?itok=_EcBiHAy,"Kirsten Sage Coleman, Assistant Department Head Makeup Artist",Winner,Euphoria,HBO,"HBO Entertainment in association with Reasonable Bunch, A24, Little Lamb, Dreamcrew, ADD Content Agency | HOT | TCDY Productions",2020,86,6,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/euphoria-600x600.jpg?itok=_EcBiHAy,"Tara Lang Shah, Makeup Artist",Winner,Euphoria,HBO,"HBO Entertainment in association with Reasonable Bunch, A24, Little Lamb, Dreamcrew, ADD Content Agency | HOT | TCDY Productions",2020,86,6,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Burton LeBlanc, Department Head Makeup Artist",Nominee,The Handmaid's Tale,Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2020,86,7,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Alastair Muir, Key Makeup Artist",Nominee,The Handmaid's Tale,Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2020,86,7,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/ozark-2019-600x600.jpg?itok=skCu8gi5,"Tracy Ewell, Department Head Makeup Artist",Nominee,Ozark,Netflix,MRC Television,2020,86,8,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/ozark-2019-600x600.jpg?itok=skCu8gi5,"Jillian Erickson, Key Makeup Artist",Nominee,Ozark,Netflix,MRC Television,2020,86,8,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/ozark-2019-600x600.jpg?itok=skCu8gi5,"Jack Lazzaro, Key Makeup Artist",Nominee,Ozark,Netflix,MRC Television,2020,86,8,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/ozark-2019-600x600.jpg?itok=skCu8gi5,"Susan Reilly Lehane, Personal Makeup Artist",Nominee,Ozark,Netflix,MRC Television,2020,86,8,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/politician-2021-600x600.jpg?itok=CRBsZIEl,"Autumn Butler, Department Head Makeup Artist",Nominee,The Politician,Netflix,A Fox21 Television Studios Production,2020,86,9,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/politician-2021-600x600.jpg?itok=CRBsZIEl,"Caitlin Martini Emery, Assistant Department Head Makeup Artist",Nominee,The Politician,Netflix,A Fox21 Television Studios Production,2020,86,9,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/politician-2021-600x600.jpg?itok=CRBsZIEl,"Debra Schrey, Makeup Artist",Nominee,The Politician,Netflix,A Fox21 Television Studios Production,2020,86,9,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/politician-2021-600x600.jpg?itok=CRBsZIEl,"Emma Burton, Makeup Artist",Nominee,The Politician,Netflix,A Fox21 Television Studios Production,2020,86,9,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"Candice Ornstein, Key Makeup Artist",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2020,86,10,2020
Outstanding Contemporary Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/schitts-creek-2019-600x600.jpg?itok=5rYQmRbG,"Lucky Bromhead, Personal Makeup Artist",Nominee,Schitt's Creek,Pop TV,"Not A Real Company Productions, Inc.",2020,86,10,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/dancing-stars.jpg?itok=ihRiRiJp,"Zena Shteysel Green, Department Head Makeup Artist",Nominee,Dancing With The Stars,ABC,BBC Studios,2020,87,1,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/dancing-stars.jpg?itok=ihRiRiJp,"Angela Moos, Key Makeup Artist",Nominee,Dancing With The Stars,ABC,BBC Studios,2020,87,1,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/dancing-stars.jpg?itok=ihRiRiJp,"Patti Ramsey-Bortoli, Additional Makeup Artist",Nominee,Dancing With The Stars,ABC,BBC Studios,2020,87,1,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/dancing-stars.jpg?itok=ihRiRiJp,"Sarah Woolf, Additional Makeup Artist",Nominee,Dancing With The Stars,ABC,BBC Studios,2020,87,1,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/dancing-stars.jpg?itok=ihRiRiJp,"Julie Socash, Additional Makeup Artist",Nominee,Dancing With The Stars,ABC,BBC Studios,2020,87,1,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/dancing-stars.jpg?itok=ihRiRiJp,"Alison Gladieux, Additional Makeup Artist",Nominee,Dancing With The Stars,ABC,BBC Studios,2020,87,1,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/dancing-stars.jpg?itok=ihRiRiJp,"Donna Bard, Additional Makeup Artist",Nominee,Dancing With The Stars,ABC,BBC Studios,2020,87,1,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/dancing-stars.jpg?itok=ihRiRiJp,"Nadege Schoenfeld, Additional Makeup Artist",Nominee,Dancing With The Stars,ABC,BBC Studios,2020,87,1,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/little-mermaid-live-600x600.jpg?itok=oSDdeBBt,"Bruce Grayson, Department Head Makeup Artist",Nominee,The Little Mermaid Live!,ABC,Done + Dusted,2020,87,2,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/little-mermaid-live-600x600.jpg?itok=oSDdeBBt,"Angela Moos, Co-Department Head Makeup Artist",Nominee,The Little Mermaid Live!,ABC,Done + Dusted,2020,87,2,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/little-mermaid-live-600x600.jpg?itok=oSDdeBBt,"Jennifer Aspinall, Key Makeup Artist",Nominee,The Little Mermaid Live!,ABC,Done + Dusted,2020,87,2,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/little-mermaid-live-600x600.jpg?itok=oSDdeBBt,"Julie Socash, Makeup Artist",Nominee,The Little Mermaid Live!,ABC,Done + Dusted,2020,87,2,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/little-mermaid-live-600x600.jpg?itok=oSDdeBBt,"Valerie Hunt, Makeup Artist",Nominee,The Little Mermaid Live!,ABC,Done + Dusted,2020,87,2,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/little-mermaid-live-600x600.jpg?itok=oSDdeBBt,"Shutchai Tym Buacharern, Makeup Artist",Nominee,The Little Mermaid Live!,ABC,Done + Dusted,2020,87,2,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/little-mermaid-live-600x600.jpg?itok=oSDdeBBt,"Jennifer Nigh, Makeup Artist",Nominee,The Little Mermaid Live!,ABC,Done + Dusted,2020,87,2,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/little-mermaid-live-600x600.jpg?itok=oSDdeBBt,"Robin Beauchesne, Makeup Artist",Nominee,The Little Mermaid Live!,ABC,Done + Dusted,2020,87,2,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/86-Oscars-600x600.jpg?itok=oa5EA3OB,"Bruce Grayson, Department Head Makeup Artist",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2020,87,3,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/86-Oscars-600x600.jpg?itok=oa5EA3OB,"Angela Moos, Assistant Department Head Makeup Artist",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2020,87,3,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/86-Oscars-600x600.jpg?itok=oa5EA3OB,"Jill Cady, Key Makeup Artist",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2020,87,3,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/86-Oscars-600x600.jpg?itok=oa5EA3OB,"Peter De Oliveira, Makeup Artist",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2020,87,3,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/86-Oscars-600x600.jpg?itok=oa5EA3OB,"Zena Shteysel Green, Makeup Artist",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2020,87,3,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/86-Oscars-600x600.jpg?itok=oa5EA3OB,"Jennifer Aspinall, Makeup Artist",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2020,87,3,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/86-Oscars-600x600.jpg?itok=oa5EA3OB,"James MacKinnon, Makeup Artist",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2020,87,3,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/86-Oscars-600x600.jpg?itok=oa5EA3OB,"Deborah Huss Humphries, Makeup Artist",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2020,87,3,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-rupauls-drag-race-2021-600x600.jpg?itok=FqXhJe8U,"Natasha Marcelina, Department Head Makeup Artist",Winner,RuPaul's Drag Race,VH1,World of Wonder Productions,2020,87,4,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-rupauls-drag-race-2021-600x600.jpg?itok=FqXhJe8U,"David Petruschin, Makeup Artist",Winner,RuPaul's Drag Race,VH1,World of Wonder Productions,2020,87,4,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-rupauls-drag-race-2021-600x600.jpg?itok=FqXhJe8U,"Jen Fregozo, Makeup Artist",Winner,RuPaul's Drag Race,VH1,World of Wonder Productions,2020,87,4,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-rupauls-drag-race-2021-600x600.jpg?itok=FqXhJe8U,"Nicole Faulkner, Makeup Artist",Winner,RuPaul's Drag Race,VH1,World of Wonder Productions,2020,87,4,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Darcy Diana Gilmore, Department Head Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Kathleen Karridene, Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Alexis Walker, Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Nikki Carbonetta, Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Erin Guth, Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Gregory Arlt, Personal Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Michelle DeMilt, Personal Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5,2020
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Gloria Elias-Foeillet, Personal Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Carleigh Herbert, Department Head Makeup Artist",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,87,6,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Abby Lyle Clawson, Assistant Department Head Makeup Artist",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,87,6,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Mo Meinhart, Makeup Artist",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,87,6,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Lawrence Mercado, Makeup Artist",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,87,6,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Eryn Krueger Mekash, Department Head Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,87,7,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Kim Ayers, Assistant Department Head Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,87,7,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Kerrin Jackson, Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,87,7,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Ana Gabriela Quinonez Urrego, Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,87,7,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Patricia Regan, Department Head Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Claus Lulla, Key Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Joseph A. Campayno, Key Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Margot Boccia, Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Michael Laudati, Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8,2020
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Tomasina Smith, Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8,2020
