gutenberg_id,subject_type,subject
13122,lcsh,Montréal (Québec) -- History
52067,lcsh,Russia -- Social life and customs -- Fiction
20031,lcsh,Australia -- Fiction
72035,lcsh,South America -- Description and travel
36670,lcc,QA
55946,lcc,PN
205,lcsh,"Authors, American -- 19th century -- Biography"
21104,lcsh,Seafaring life -- Juvenile fiction
52120,lcsh,Periodicals
15886,lcc,PS
20269,lcc,BF
388,lcc,PS
48674,lcc,CB
60314,lcc,BV
10114,lcsh,World history
8678,lcsh,"Leonowens, Anna Harriette, 1831-1915 -- Homes and haunts -- Thailand"
18541,lcsh,"Slocum, Joshua, 1844- -- Travel"
51798,lcsh,United States -- History -- Juvenile fiction
46629,lcc,AP
5041,lcc,J
19595,lcsh,Essays
45227,lcsh,"Rome -- History -- Empire, 30 B.C.-476 A.D."
3807,lcsh,Heterostylism
11152,lcc,PH
53980,lcc,AP
15526,lcc,F721
28809,lcc,PS
68388,lcsh,Spiritualism
38203,lcsh,"Howe, Julia Ward, 1819-1910"
491,lcsh,California -- History -- Fiction
49602,lcsh,English drama -- 18th century
2932,lcc,Q
50197,lcsh,Dalmatia (Croatia) -- Description and travel
15958,lcsh,"United States -- History -- French and Indian War, 1754-1763 -- Juvenile fiction"
5073,lcsh,Detective and mystery stories
40124,lcsh,Macaronic poetry
7244,lcsh,Americans -- Great Britain -- Fiction
66151,lcsh,Apocalyptic fiction
43852,lcc,DP
34010,lcsh,"Greece -- History -- Dorian Invasions, approximately 1125-1025 B.C."
15643,lcsh,Vendetta -- Drama
42660,lcsh,Vivisection
27642,lcc,VK
75961,lcsh,French fiction -- 19th century
60170,lcsh,Mexico -- Antiquities
19151,lcsh,English wit and humor -- Periodicals
55054,lcsh,Indian Ocean Region -- Commerce -- History
73355,lcsh,Short stories
63487,lcsh,"India -- History -- British occupation, 1765-1947 -- Fiction"
13911,lcsh,"Jefferson, Thomas, 1743-1826 -- Homes and haunts"
54629,lcc,PS
95,lcsh,Love stories
52430,lcc,BX
67087,lcsh,Fairyland (Imaginary place) -- Juvenile fiction
25937,lcc,PN
20556,lcc,QH
30885,lcsh,Mars (Planet) -- Fiction
71696,lcsh,"Taft, Helen Herron, 1861-1943"
64580,lcc,PH
24820,lcsh,Ethnology -- Philippines
58229,lcsh,Animal welfare
30549,lcsh,United States -- Civilization
37940,lcsh,Folklore -- Germany
33023,lcc,E011
44680,lcsh,Thailand -- Juvenile fiction
73658,lcsh,Paper work
48548,lcsh,Library circulation and loans
71154,lcc,ND
69056,lcc,PR
34978,lcsh,British -- Egypt -- Fiction
10815,lcsh,Presidents -- United States
28019,lcsh,Birds
17997,lcsh,Passamaquoddy Indians -- Folklore
11184,lcsh,England -- Social life and customs -- Fiction
26768,lcsh,Fiction
44521,lcsh,Thieves -- Fiction
51832,lcc,PS
24958,lcsh,"Science fiction, American"
24272,lcsh,"Medicine, Chinese -- Formulae, receipts, prescriptions"
15225,lcc,PR
46962,lcsh,Fiction
58195,lcc,PS
60904,lcsh,American drama -- 20th century
63292,lcc,PE
68659,lcsh,Radio -- Fiction
31786,lcsh,Canada -- Juvenile fiction
52900,lcc,PZ
43153,lcsh,Man-woman relationships -- Fiction
14889,lcsh,Friendship -- Juvenile fiction
43888,lcsh,Kentucky -- Description and travel
32700,lcsh,Romania
72942,lcsh,Science fiction
14866,lcc,HV
65131,lcc,PT
67558,lcsh,Manors -- Great Britain
7199,lcsh,Male friendship -- Fiction
1516,lcsh,"Henry IV, King of England, 1367-1413 -- Drama"
58787,lcc,HV
57091,lcc,QB
5265,lcsh,Men -- Scotland -- Fiction
63653,lcsh,Japan -- Fiction
61101,lcsh,Human geography
45048,lcsh,Mythology
21786,lcc,PQ
5856,lcsh,"United States -- History -- Civil War, 1861-1865 -- Campaigns"
1787,lcsh,Murder victims' families -- Drama
56492,lcc,PQ
61354,lcc,PZ
13552,lcsh,Sri Lanka
18405,lcc,PN
40852,lcsh,French poetry -- 19th century -- History and criticism
40180,lcc,PR
34469,lcsh,Science fiction
42624,lcsh,France -- Church history
22901,lcc,PT
71755,lcsh,Great Britain -- Juvenile fiction
70487,lcsh,Christian fiction
40774,lcc,PE
24453,lcsh,English wit and humor -- Periodicals
51800,lcc,F350.5
72000,lcsh,Jews -- England -- Fiction
18878,lcc,HE
69782,lcc,PZ
64012,lcsh,Puck (Legendary character) -- Juvenile fiction
58327,lcc,PT
27454,lcsh,Mystery fiction
67293,lcc,D731
64230,lcsh,Science fiction
28163,lcsh,New Thought
27981,lcsh,Plant collectors -- Fiction
46859,lcsh,"Novelists, French -- 19th century -- Biography"
21119,lcsh,Americans -- England -- Fiction
22903,lcsh,Borneo -- Description and travel
53407,lcsh,Sportsmanship -- Juvenile fiction
19337,lcsh,Misers -- Fiction
98,lcsh,Paris (France) -- History -- 1789-1799 -- Fiction
33413,lcc,Z
68527,lcsh,"Theology, Doctrinal"
30179,lcsh,"World War, 1914-1918 -- Personal narratives"
25271,lcc,PL
4100,lcc,BQ
38350,lcc,AG
26062,lcsh,Missions -- Theory
37474,lcsh,Swedish fiction -- Translations into Finnish
54840,lcc,HN
47479,lcsh,French literature -- Women authors -- History and criticism
63219,lcsh,United States -- Antiquities -- Periodicals
2000,lcsh,Picaresque literature
66669,lcsh,Marine animals -- Juvenile literature
69238,lcsh,Personality -- Fiction
3442,lcsh,Fairy tales
16016,lcsh,Ireland -- Social life and customs -- Fiction
55725,lcsh,Success -- Juvenile fiction
33218,lcsh,Boardinghouses -- Fiction
71285,lcsh,English fiction -- 20th century
74267,lcsh,Fathers and daughters -- Fiction
36325,lcsh,High school students -- Juvenile fiction
51265,lcc,PR
6409,lcc,PE
8413,lcsh,Theft -- Juvenile fiction
38157,lcc,QC
74294,lcsh,Short stories
654,lcsh,Puritans -- England -- Biography
6194,lcc,PS
62065,lcsh,Gambling
37310,lcsh,"Mexico -- History -- Revolution, 1910-1920 -- Juvenile fiction"
36344,lcsh,Meteorology
25529,lcsh,Animals -- Juvenile fiction
47594,lcsh,Bible plays
12389,lcsh,Sappho -- Poetry
51790,lcsh,Romances
47188,lcc,PQ
2579,lcc,DC
45281,lcsh,England -- Social life and customs -- Fiction
23707,lcc,TX
444,lcc,HB
66006,lcsh,West (U.S.) -- Juvenile fiction
762,lcsh,Aircraft
56177,lcc,PR
25235,lcsh,Ireland -- Social conditions -- 18th century
30544,lcc,PL
16573,lcsh,West (U.S.) -- Fiction
36170,lcc,PR
64313,lcsh,Science fiction
21141,lcc,PT
13483,lcc,PN
67017,lcsh,Logic
2456,lcc,D
59325,lcsh,Tales -- France -- Translations into English
35822,lcsh,Conduct of life -- Juvenile fiction
16039,lcsh,Fiction
58494,lcsh,"Women's periodicals, American"
65102,lcsh,Finns -- Finland -- Kajaani
2474,lcsh,Circus -- Juvenile fiction
19054,lcsh,Street entertainers -- Fiction
11918,lcc,PR
58122,lcc,DA
41408,lcc,PS
66333,lcsh,Paleontology -- North America
71147,lcc,PT
10969,lcc,GV
31777,lcsh,American literature
41487,lcc,DT
64263,lcsh,Great Britain -- Social conditions -- 19th century
74083,lcsh,American literature -- 19th century -- Periodicals
21934,lcsh,Fairy tales
50272,lcsh,Missions -- Fiction
36271,lcc,BL
62387,lcc,PH
50897,lcsh,Conduct of life -- Juvenile fiction
50976,lcc,G
972,lcsh,Vocabulary -- Humor
74925,lcsh,Orators -- Greece
22093,lcsh,Sagas -- Translations into English
3509,lcsh,Human Genome Project
4446,lcsh,Adventure and adventurers -- Fiction
12853,lcsh,Ireland -- Politics and government -- 1837-1901
29495,lcsh,Theology -- Early works to 1800
54907,lcc,PS
52018,lcsh,Dogs -- Juvenile fiction
11476,lcsh,Sailors -- Fiction
62378,lcsh,English fiction -- 19th century
70528,lcsh,Book ornamentation
2478,lcc,PZ
69563,lcsh,Birds -- Popular works
59424,lcsh,Children of the rich -- Fiction
19514,lcsh,Schools -- Juvenile fiction
43178,lcsh,Italy -- History -- 1789-1815
16215,lcc,PR
41192,lcsh,Glue
56662,lcc,PH
66119,lcsh,Cousins -- Juvenile fiction
41425,lcc,PZ
5527,lcsh,German fiction -- Translations into English
27062,lcsh,Romeo (Fictitious character) -- Drama
68943,lcsh,Ships -- Fiction
53928,lcsh,English periodicals
60576,lcsh,Immigrants -- United States
18181,lcsh,Short stories
33584,lcc,JK
22917,lcsh,Cosmography
52553,lcc,AP
58639,lcsh,Outer space -- Exploration -- Fiction
21416,lcsh,Conduct of life -- Juvenile fiction
42339,lcsh,Brittany (France) -- Fiction
63566,lcsh,Seafaring life -- Juvenile fiction
4466,lcsh,Politicians -- Fiction
45526,lcsh,"Great Britain -- History -- John, 1199-1216"
56670,lcsh,Married women -- Fiction
56363,lcsh,English fiction -- 19th century
35842,lcsh,Microscopes -- Catalogs
48266,lcsh,Slavery -- United States
7790,lcsh,Kindness -- Juvenile fiction
53706,lcsh,Namibia -- Description and travel
51151,lcc,PT
2770,lcsh,Fatherless families -- Juvenile fiction
36689,lcc,TX
72615,lcc,PS
38644,lcsh,United States -- Description and travel
64825,lcc,HN
645,lcsh,Interpersonal relations -- Fiction
4845,lcc,DH
11770,lcc,PQ
69523,lcsh,Christmas plays
62271,lcc,E456
48001,lcsh,Physiognomy
35299,lcc,PR
405,lcsh,"Davis, Richard Harding, 1864-1916"
28204,lcsh,Animals -- Juvenile fiction
59329,lcsh,Space colonies -- Fiction
69073,lcsh,Manners and customs
12600,lcsh,"Literature, Modern -- History and criticism"
2942,lcsh,Siblings -- Fiction
52263,lcsh,Philosophy
66025,lcsh,"Francis, of Assisi, Saint, 1182-1226"
37707,lcc,PR
45279,lcsh,Tales -- North America
70091,lcsh,Methodology
65255,lcc,PR
75911,lcsh,Infants -- Care
52497,lcc,PH
37535,lcc,F106
34767,lcsh,"Authors, English -- 19th century -- Biography"
45598,lcc,PR
41348,lcsh,Colonists -- Juvenile fiction
36920,lcc,PH
44147,lcc,PS
37327,lcsh,Sailors -- Juvenile fiction
37871,lcsh,Girls -- Juvenile fiction
21509,lcsh,Poetry
2715,lcsh,Married people -- Fiction
69656,lcsh,Greek language -- Grammar
37244,lcsh,"Reconstruction (U.S. history, 1865-1877) -- Fiction"
62137,lcc,PS
60761,lcsh,Floods -- Fiction
45079,lcc,TT
17722,lcsh,New England -- Periodicals
22573,lcc,AP
48599,lcsh,Young women -- Social life and customs -- Juvenile fiction
53789,lcsh,Altruism -- Juvenile fiction
62724,lcsh,"American wit and humor, Pictorial"
9449,lcsh,Women's rights -- Humor
56171,lcsh,Geology -- Amazon River Valley
51499,lcsh,Extraterrestrial beings -- Fiction
7890,lcsh,Married women -- Fiction
41830,lcc,DH
23619,lcc,PZ
6728,lcc,B
57602,lcsh,"World War, 1914-1918 -- Prisoners and prisons, German"
45759,lcsh,London (England) -- History
26166,lcc,JA
4491,lcc,PR
20799,lcsh,Short stories
74138,lcsh,Science fiction
55228,lcsh,Bible. New Testament -- Commentaries
8927,lcc,PT
35025,lcsh,Haiti -- Politics and government -- 1844-1934
29359,lcsh,Venice (Italy) -- Drama
32850,lcc,PS
18660,lcsh,California -- Fiction
65955,lcsh,Homesites -- Planning
18055,lcsh,Paris (France) -- Intellectual life -- 19th century
10131,lcsh,Children's poetry
55933,lcsh,New York (N.Y.) -- Juvenile fiction
20498,lcsh,Physicians -- Drama
38662,lcsh,"Borrow, George, 1803-1881"
49235,lcc,ML
34762,lcsh,American poetry
66338,lcsh,"Mythology, Classical"
45860,lcsh,"Canada. Canadian Army. Battalion, 116th -- History"
43116,lcc,B
14352,lcc,PZ
62376,lcsh,Education -- History
43639,lcsh,Children -- Switzerland -- Juvenile literature
14952,lcsh,English poetry -- 19th century
49677,lcsh,"Lincoln, Abraham, 1809-1865 -- Juvenile fiction"
63182,lcsh,Lighthouses -- Juvenile fiction
9273,lcsh,"Political satire, English"
10592,lcsh,Amherst Region (Mass.) -- Social life and customs
28026,lcsh,Piano -- Instruction and study
43364,lcc,PZ
59921,lcsh,"Christina, Queen of Sweden, 1626-1689 -- Fiction"
29904,lcsh,Life
3366,lcsh,Married people -- Fiction
53334,lcsh,Comedy plays
6306,lcsh,"Corot, Jean-Baptiste-Camille, 1796-1875"
68923,lcsh,Solovetskii lagerʹ osobogo naznacheniia -- History
75238,lcsh,Motion picture theater managers -- Juvenile fiction
40268,lcsh,Space flight
57699,lcsh,Courage -- Juvenile fiction
36316,lcsh,"Roederer, P.-L. (Pierre-Louis), 1754-1835"
18698,lcsh,Teaching
62022,lcc,PH
4624,lcc,PS
49212,lcsh,Science -- History
21636,lcsh,Uncles -- Juvenile fiction
48904,lcsh,Gratitude -- Juvenile fiction
4464,lcc,PR
72860,lcsh,Apparitions -- Fiction
10013,lcsh,American wit and humor -- Periodicals
53159,lcsh,Ireland -- History
41005,lcc,PR
71943,lcc,QB
51409,lcc,LA
14509,lcc,AP
9153,lcsh,France -- Colonies -- America
43299,lcsh,Fantasy drama
52176,lcsh,"Animals, Mythical -- Juvenile fiction"
40702,lcc,PS
20442,lcsh,Weapons -- Catalogs
57846,lcc,DA
38699,lcc,PE
75551,lcsh,Hawaii -- Description and travel
22321,lcsh,"Great Britain -- History -- Charles I, 1625-1649 -- Fiction"
6124,lcc,PR
74459,lcsh,French fiction -- 20th century
26675,lcsh,Poetry
62119,lcsh,"Children's poetry, English"
74119,lcc,PS
69678,lcc,PS
31521,lcsh,Bible -- Juvenile fiction
8933,lcsh,Tales -- Norway
12190,lcsh,Voyages and travels -- Fiction
65100,lcsh,Short stories
22558,lcc,G
74113,lcsh,Burglary -- Fiction
54994,lcsh,Switzerland -- Juvenile fiction
51186,lcsh,Swedish fiction -- Translations into Finnish
67667,lcsh,Jews -- Restoration
53552,lcc,PQ
59043,lcc,PZ
27071,lcsh,England -- Social life and customs -- 19th century -- Fiction
33600,lcsh,English wit and humor -- Periodicals
24806,lcsh,South Pacific Ocean -- Fiction
1606,lcsh,"Kenilworth Castle (Kenilworth, England) -- Fiction"
45844,lcc,DS
25001,lcsh,Triangles (Interpersonal relations) -- Fiction
66818,lcsh,Geology -- Juvenile literature
58423,lcc,PZ
45222,lcc,DG
62947,lcc,DR
11938,lcc,GR
31678,lcsh,Great Britain -- Description and travel
9115,lcsh,Nature stories
29667,lcc,PZ
23396,lcsh,Reconstruction (1914-1939) -- Germany
29911,lcsh,"Short stories, English -- Periodicals"
17820,lcsh,African American women -- Biography
3276,lcc,PS
6563,lcsh,Sicily (Italy) -- Drama
66878,lcsh,"Beethoven, Ludwig van, 1770-1827"
31155,lcc,PR
27761,lcsh,Denmark -- Drama
25791,lcsh,Torture -- Fiction
60569,lcc,PQ
49245,lcsh,"Northwest, Canadian -- Economic conditions"
46965,lcsh,Periodicals
65961,lcsh,Short stories
74753,lcsh,Fantasy fiction
74918,lcc,PZ
13426,lcc,AG
2714,lcsh,Princes -- Fiction
31580,lcsh,"Short stories, Dutch"
67457,lcsh,Widowers -- Fiction
37925,lcsh,"Crockett, Davy, 1786-1836"
68234,lcsh,"Schofield, Martha, 1839-1916"
6736,lcsh,"Shakespeare, William, 1564-1616 -- Authorship -- Baconian theory"
6564,lcsh,"Molière, 1622-1673 -- Translations into English"
20640,lcsh,Folklore -- India
41976,lcsh,Africa -- Juvenile literature
16331,lcc,D501
38872,lcsh,"Great Britain -- History -- Civil War, 1642-1649 -- Fiction"
53203,lcsh,Veterinary gynecology
21816,lcc,PS
32187,lcsh,Paleontology -- Mexico
74024,lcsh,Short stories
32759,lcsh,Conan (Fictitious character) -- Fiction
10555,lcc,DC
56756,lcsh,Selling -- Books -- Juvenile fiction
66958,lcsh,Revenge (Galleon)
8991,lcsh,Northwest Territories -- Fiction
18890,lcsh,Transportation -- France
396,lcsh,Short stories
10285,lcsh,Ragtime music
19574,lcsh,Fairy tales -- Denmark
65876,lcsh,Authorship -- Fiction
15435,lcsh,Physiology -- Popular works
36071,lcc,PT
36708,lcsh,Christian saints -- France -- Lisieux -- Biography
8984,lcc,PQ
4178,lcsh,Great Britain -- Social life and customs -- 17th century -- Sources
57311,lcsh,English fiction -- 19th century
24338,lcc,TX
32567,lcsh,"Zulu Rebellion, 1906 -- Fiction"
76049,lcsh,"Stevens, Sleepy (Fictitious character) -- Fiction"
21180,lcsh,Iseult (Legendary character) -- Romances -- Adaptations
71224,lcc,F476
44841,lcsh,Detective and mystery stories
55470,lcc,PS
5999,lcsh,Inheritance and succession -- Fiction
15632,lcsh,Princes -- Drama
9515,lcsh,Fantasy fiction
4068,lcsh,"Froude, James Anthony, 1818-1894. English in the West Indies"
15679,lcsh,Political science -- Early works to 1800
22416,lcsh,Illustrated periodicals -- France
56993,lcsh,Church of England -- Sermons
63625,lcsh,Geishas -- Fiction
61028,lcsh,Utopian fiction
75550,lcsh,Detective and mystery stories
51984,lcsh,Mothers-in-law -- Drama
63338,lcsh,Condottieri -- Fiction
3876,lcsh,France -- Court and courtiers
71442,lcsh,"Sandes, Flora, 1876-1956"
31625,lcc,PT
72124,lcc,DT
58791,lcc,PZ
37868,lcsh,"Short stories, Greek"
47082,lcsh,Indians of North America -- Massachusetts -- Early works to 1800
5173,lcc,BQ
55463,lcsh,Mechanics -- Fiction
57264,lcsh,Spanish fiction -- 19th century
69249,lcsh,Southern States -- Poetry
9803,lcsh,Journalists -- Great Britain -- 19th century -- Biography
63497,lcc,RM
23683,lcc,PZ
56291,lcsh,"Chinese fiction -- Qing dynasty, 1644-1912"
63350,lcc,KZ
28271,lcsh,Irish -- United States -- Fiction
36771,lcc,PS
21595,lcc,BV
61330,lcsh,Siege warfare
69141,lcsh,Postmortem changes
19311,lcc,PZ
73409,lcc,PR
5745,lcsh,Ayesha (Fictitious character : Haggard) -- Fiction
71205,lcc,PR
33522,lcsh,Children -- Conduct of life -- Juvenile fiction
54629,lcsh,Adventure stories
32832,lcc,PS
24508,lcsh,Biography
25648,lcc,PZ
21378,lcsh,Turkey -- Fiction
34997,lcsh,"Soto, Hernando de, approximately 1500-1542"
53922,lcsh,Psychiatric hospital patients -- Fiction
66815,lcsh,Science fiction
18516,lcc,QL
58168,lcc,TS
34564,lcsh,French fiction
48430,lcsh,Mountain goat
55228,lcsh,Bible. Revelation -- Commentaries
22504,lcc,PQ
38830,lcsh,United States -- Race relations -- Fiction
59200,lcsh,East and West -- Fiction
3440,lcsh,Tales -- Arab countries
49951,lcsh,Wawenock language -- Texts
64506,lcsh,Physiognomy
18848,lcsh,United States -- Politics and government -- 19th century -- Periodicals
45456,lcc,DG
39508,lcc,QC
42086,lcsh,"Panama-Pacific International Exposition (1915 : San Francisco, Calif.) -- Juvenile fiction"
63997,lcsh,Mars (Planet) -- Fiction
52388,lcsh,London (England) -- Fiction
38311,lcsh,Triangles (Interpersonal relations) -- Fiction
9711,lcsh,Christmas stories
24618,lcsh,Essays
11179,lcsh,Germany -- Description and travel
10718,lcsh,Perthshire (Scotland) -- Fiction
12005,lcsh,"Fantasy poetry, French"
19054,lcsh,France -- History -- 19th century -- Fiction
73772,lcc,PQ
4470,lcsh,Political fiction
27683,lcsh,Perception
54673,lcsh,Country life -- England -- Fiction
38563,lcsh,Tales -- Hungary
21127,lcsh,Inheritance and succession -- Fiction
46904,lcc,HV
68983,lcsh,Cookbooks
57420,lcc,PQ
69663,lcsh,German fiction -- Translations into Finnish
24655,lcsh,"Science fiction, American"
39430,lcc,BR
2295,lcsh,"Short stories, American"
26129,lcsh,"Hus, Jan, 1369?-1415"
24359,lcc,PS
66353,lcsh,American National Red Cross -- Periodicals
17798,lcsh,Imaginary places -- Fiction
60229,lcc,PR
32501,lcsh,Pastoral fiction
27436,lcc,PS
31858,lcc,PS
20107,lcc,DL
72064,lcsh,Scottish fiction
41414,lcsh,"Short stories, Swedish -- Translations into English"
3150,lcsh,"Sermons, English"
19950,lcsh,God -- Attributes -- Early works to 1800
50040,lcc,BX
31732,lcc,HQ
58854,lcsh,Literature -- Periodicals
45233,lcsh,"West Virginia -- History -- Civil War, 1861-1865 -- Regimental histories"
12237,lcsh,Music
602,lcsh,"Epic poetry, Latin -- Translations into English"
70011,lcsh,Sahara -- Description and travel
35731,lcsh,England -- Periodicals
786,lcc,PR
21048,lcsh,Boarding schools -- Juvenile fiction
74230,lcc,PS
3805,lcsh,Spy stories
22611,lcsh,Animals -- Juvenile fiction
62993,lcsh,Horses
52585,lcsh,French fiction -- 19th century
47221,lcc,PT
59070,lcc,NC
6783,lcsh,"Fiéschi, Gian Luigi, conte di Lavagna, 1522-1547 -- Drama"
24193,lcsh,Chinese drama
54502,lcc,G
418,lcsh,Good works (Theology)
33142,lcsh,Indians of North America -- Juvenile literature
31490,lcsh,Election sermons -- Massachusetts
31976,lcc,PS
41356,lcc,PZ
37271,lcsh,Women in politics -- Juvenile fiction
44431,lcsh,"English wit and humor, Pictorial"
41651,lcsh,Science fiction -- Periodicals
17782,lcc,PZ
60561,lcc,QK
51919,lcsh,Fiction
3722,lcsh,Indiana -- Fiction
53278,lcsh,"India -- History -- British occupation, 1765-1947 -- Biography"
28556,lcsh,Women -- Suffrage -- United States -- History
75187,lcc,PH
71077,lcc,PH
67058,lcsh,Marriage -- Juvenile fiction
23897,lcsh,Nonsense verses
2036,lcsh,Sri Lanka -- Description and travel
29602,lcc,PS
74716,lcsh,Tailoring (Women's)
70959,lcsh,"Tales -- Nigeria, Southern"
64453,lcsh,"Architecture, Romanesque"
61333,lcsh,Space ships -- Fiction
29912,lcsh,Christian sociology
32597,lcsh,Science fiction
20096,lcsh,Tales -- Wales
59629,lcc,PQ
1177,lcsh,Classical literature
27431,lcsh,"Boone, Daniel, 1734-1820"
46180,lcsh,Ireland -- Social conditions -- 19th century -- Fiction
39389,lcsh,Italian fiction
30199,lcsh,Short stories
36664,lcc,BJ
53143,lcsh,"Chemistry, Technical"
70640,lcsh,Teenage boys -- Juvenile fiction
63607,lcsh,Hungarian fiction -- 20th century
21133,lcsh,Christian life -- Fiction
72767,lcsh,"Short stories, English -- Periodicals"
52529,lcsh,Bluebeard (Legendary character) -- Fiction
38994,lcsh,Iron mines and mining -- Juvenile fiction
42053,lcsh,"Worship -- History -- Early church, ca. 30-600"
24772,lcsh,Orphans -- Juvenile fiction
28361,lcc,HX
53453,lcc,HM
21381,lcsh,Ohio -- History
33086,lcsh,"Great Britain -- History -- Victoria, 1837-1901 -- Fiction"
17991,lcsh,France -- History -- 19th century -- Fiction
28912,lcsh,Men -- Psychology -- Fiction
46368,lcsh,German fiction -- 19th century
60939,lcsh,Short stories
64372,lcc,E011
40053,lcsh,English fiction -- 19th century
45429,lcc,AP
20107,lcsh,Denmark -- Description and travel
74848,lcsh,Railroad engineers -- Juvenile fiction
54007,lcc,F590.3
58626,lcsh,Adventure and adventurers -- Juvenile fiction
13653,lcc,PQ
36004,lcc,HD
33048,lcsh,"Twain, Mark, 1835-1910 (Spirit)"
70244,lcsh,Composers -- United States -- Biography
16112,lcc,PS
14254,lcc,PR
55998,lcc,HV
171,lcsh,Seduction -- Fiction
53994,lcsh,Invalids -- Fiction
1554,lcc,PQ
2964,lcsh,Europe -- History -- 18th century -- Biography
47618,lcc,PR
74858,lcc,DA
75294,lcsh,"Roosevelt, Theodore, 1858-1919 -- Views on history"
10642,lcc,HM
9843,lcc,DC
28423,lcc,AP
9303,lcc,PA
14984,lcsh,Voyages and travels
36449,lcc,BX
49040,lcsh,"Attila, -453 -- Fiction"
38276,lcsh,Adventure stories
48696,lcsh,Short stories
12242,lcc,PS
4602,lcc,BR
44005,lcsh,"Oswald, Lee Harvey"
1452,lcsh,Indigenous peoples -- South Africa -- Social conditions -- 20th century
69988,lcsh,Brothers -- Juvenile fiction
63433,lcc,SH
43367,lcc,DA
56218,lcc,DS
30115,lcc,PR
23612,lcsh,Short stories
46222,lcsh,Fantasy fiction -- History and criticism -- Periodicals
60266,lcc,PH
48695,lcsh,Cooking
23045,lcsh,Comedy plays
48892,lcsh,Marriage law -- Great Britain
41409,lcsh,Rome (Italy) -- Description and travel
11096,lcsh,Indic poetry (English)
51698,lcsh,Skid row -- Fiction
74829,lcc,PS
19376,lcsh,Spiritualism
50407,lcsh,Short stories
1041,lcc,PR
926,lcc,BF
75321,lcsh,Scotland -- History -- 1660-1688 -- Fiction
16849,lcc,BX
7279,lcsh,Comedy plays
46969,lcsh,Geology -- Oregon -- Grant County
180,lcsh,"Geography -- Handbooks, manuals, etc."
22641,lcc,PQ
23026,lcsh,"Boone, Daniel, 1734-1820 -- Juvenile fiction"
42527,lcsh,American bison
39454,lcsh,Performing arts -- United States -- History -- 19th century -- Fiction
1239,lcsh,Scouting (Reconnaissance) -- Fiction
22276,lcsh,Fiction
47371,lcc,PL
19091,lcsh,Science fiction
17322,lcsh,"Civilization, Ancient"
41161,lcsh,Italy -- Social life and customs -- Fiction
32056,lcsh,Music -- History and criticism
14844,lcc,PZ
62962,lcsh,Antislavery movements -- United States
71835,lcc,AP
40155,lcsh,"Akbar, Emperor of Hindustan, 1542-1605"
68215,lcc,PS
13382,lcc,AP
70935,lcsh,Christian life -- Juvenile fiction
70052,lcc,QB
61810,lcsh,Asteroids -- Fiction
19883,lcc,DG
31489,lcc,PR
74262,lcsh,"Civilization, Western"
69225,lcsh,"Children's stories, American"
3916,lcsh,French fiction -- Translations into English
35787,lcsh,Fiction
47216,lcc,F296
9836,lcsh,Detective and mystery stories
59797,lcsh,Catholic Church -- Apologetic works
11218,lcc,G
4724,lcc,B
42859,lcc,PS
4756,lcsh,"Humorous poetry, American"
43134,lcsh,Courtship -- Juvenile fiction
36990,lcsh,Historical fiction
2320,lcsh,Nobility -- Fiction
17496,lcsh,Christian life -- Juvenile fiction
22922,lcsh,English poetry -- Collections
49683,lcc,NC
873,lcc,PR
73661,lcsh,Christianity -- Quotations
26674,lcsh,Wadham College
58461,lcc,LB
21466,lcsh,Frontier and pioneer life -- Fiction
56682,lcsh,Social mobility -- Fiction
40331,lcsh,Canada -- Fiction
21415,lcsh,"Children's writings, English"
48704,lcsh,Circus animals -- United States
35885,lcc,DC
33608,lcsh,Florists -- Fiction
45149,lcsh,Latter Day Saint temples
378,lcsh,Adventure and adventurers -- Fiction
74075,lcc,PS
43936,lcsh,Fantasy literature
348,lcsh,"Epic poetry, Greek"
65080,lcsh,Seafaring life -- Juvenile fiction
32795,lcc,PS
27091,lcsh,Historical fiction
52301,lcsh,Executions and executioners
56863,lcc,PS
53921,lcc,PT
6879,lcsh,Sports -- Juvenile fiction
11483,lcsh,Mathematics teachers -- Great Britain -- Biography
2074,lcsh,Renaissance -- Italy
1870,lcsh,English fiction
46489,lcc,HF
17764,lcc,PZ
32089,lcsh,"Sparks, Jared, 1789-1866"
3999,lcc,PQ
71200,lcsh,Adventure stories
40628,lcc,HD
6824,lcsh,Yorkshire (England) -- Fiction
74624,lcc,VA
35653,lcsh,Stepdaughters -- Juvenile fiction
69087,lcc,PR
60701,lcsh,Brazil -- Description and travel
48593,lcsh,Grandparent and child -- Juvenile fiction
18118,lcsh,"Michelangelo Buonarroti, 1475-1564"
12051,lcsh,Cooks -- Fiction
42925,lcsh,West (U.S.) -- History -- To 1848 -- Fiction
70851,lcc,PS
57483,lcc,DC
37657,lcsh,"Wit and humor, Pictorial"
58114,lcsh,English drama -- 19th century
23488,lcsh,Scotland -- History -- Sources
49987,lcsh,Sherwood Forest (England) -- Fiction
47561,lcsh,Actresses -- Drama
15003,lcc,SK
1397,lcc,D
33125,lcsh,Birds -- Illinois
7257,lcsh,Essays
25500,lcsh,Fiction
52468,lcsh,Poverty -- Moral and ethical aspects -- Drama
26397,lcsh,Miracles
35395,lcsh,"Gilchrist, Anne (Anne Burrows), 1828-1885 -- Correspondence"
65985,lcc,AP
18186,lcc,PR
29599,lcc,PS
34076,lcc,SK
34996,lcc,PS
50076,lcc,F1900
66263,lcsh,Knights and knighthood -- Spain -- Fiction
