category,logo,production,type,title,distributor,producer,year,page,page_id
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Shawna Trpcic, Costume Designer",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2021,37,4
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Julie Robar, Costume Supervisor",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2021,37,4
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Sara Fox, Assistant Costume Designer",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2021,37,4
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/the-umbrella-academy.jpg?itok=fX1zZCts,"Christopher Hargadon, Costume Designer",Nominee,The Umbrella Academy,Netflix,UCP for Netflix,2021,37,5
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/the-umbrella-academy.jpg?itok=fX1zZCts,"Heather Crepp, Assistant Costume Designer",Nominee,The Umbrella Academy,Netflix,UCP for Netflix,2021,37,5
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/the-umbrella-academy.jpg?itok=fX1zZCts,"William Ng, Assistant Costume Designer",Nominee,The Umbrella Academy,Netflix,UCP for Netflix,2021,37,5
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/the-umbrella-academy.jpg?itok=fX1zZCts,"Jane Fieber, Costume Supervisor",Nominee,The Umbrella Academy,Netflix,UCP for Netflix,2021,37,5
Outstanding Directing For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Bertram van Munster, Directed by",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,37,6
Outstanding Directing For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/queer-eye-2021-600x600.jpg?itok=vZT_qDy9,"Mark Perez, Directed by",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,37,7
Outstanding Directing For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-top-chef-2021-600x600.jpg?itok=tOPuUk1i,"Ari Boles, Directed by",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,37,8
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-cobra-kai-2021-600x600.jpg?itok=XMkcFg0J,"Patrick Hogan, Sound Supervisor",Nominee,Cobra Kai,Netflix,Sony Pictures Television for Netflix,2021,37,9
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-cobra-kai-2021-600x600.jpg?itok=XMkcFg0J,"Jesse Pomeroy, MPSE, Sound Editor",Nominee,Cobra Kai,Netflix,Sony Pictures Television for Netflix,2021,37,9
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-cobra-kai-2021-600x600.jpg?itok=XMkcFg0J,"Daniel Salas, Sound Editor",Nominee,Cobra Kai,Netflix,Sony Pictures Television for Netflix,2021,37,9
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-cobra-kai-2021-600x600.jpg?itok=XMkcFg0J,"Ryne Gierke, Sound Editor",Nominee,Cobra Kai,Netflix,Sony Pictures Television for Netflix,2021,37,9
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-cobra-kai-2021-600x600.jpg?itok=XMkcFg0J,"AJ Shapiro, Foley Editor",Nominee,Cobra Kai,Netflix,Sony Pictures Television for Netflix,2021,37,9
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-cobra-kai-2021-600x600.jpg?itok=XMkcFg0J,"Andres Locsey, Music Editor",Nominee,Cobra Kai,Netflix,Sony Pictures Television for Netflix,2021,37,9
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-cobra-kai-2021-600x600.jpg?itok=XMkcFg0J,"Shane Bruce, Foley Artist",Nominee,Cobra Kai,Netflix,Sony Pictures Television for Netflix,2021,37,9
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-cobra-kai-2021-600x600.jpg?itok=XMkcFg0J,"Mitchell Kohen, Foley Artist",Nominee,Cobra Kai,Netflix,Sony Pictures Television for Netflix,2021,37,9
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/mythic-quest-2021-600x600.jpg?itok=rlfz25Fh,"Matthew E. Taylor, Sound Supervisor",Nominee,Mythic Quest,Apple TV+,Apple / Lionsgate / 3 Arts Entertainment / Ubisoft,2021,37,10
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/mythic-quest-2021-600x600.jpg?itok=rlfz25Fh,"Sean Heissinger, Dialogue Editor",Nominee,Mythic Quest,Apple TV+,Apple / Lionsgate / 3 Arts Entertainment / Ubisoft,2021,37,10
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/mythic-quest-2021-600x600.jpg?itok=rlfz25Fh,"Pete Nichols, Sound Effects Editor",Nominee,Mythic Quest,Apple TV+,Apple / Lionsgate / 3 Arts Entertainment / Ubisoft,2021,37,10
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/mythic-quest-2021-600x600.jpg?itok=rlfz25Fh,"Matthew Wilson, Sound Effects Editor",Nominee,Mythic Quest,Apple TV+,Apple / Lionsgate / 3 Arts Entertainment / Ubisoft,2021,37,10
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/mythic-quest-2021-600x600.jpg?itok=rlfz25Fh,"David Jobe, Foley Editor",Nominee,Mythic Quest,Apple TV+,Apple / Lionsgate / 3 Arts Entertainment / Ubisoft,2021,37,10
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/mythic-quest-2021-600x600.jpg?itok=rlfz25Fh,"Joe Deveau, Music Editor",Nominee,Mythic Quest,Apple TV+,Apple / Lionsgate / 3 Arts Entertainment / Ubisoft,2021,37,10
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/mythic-quest-2021-600x600.jpg?itok=rlfz25Fh,"Jody Holwadel Thomas, Foley Artist",Nominee,Mythic Quest,Apple TV+,Apple / Lionsgate / 3 Arts Entertainment / Ubisoft,2021,37,10
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/mythic-quest-2021-600x600.jpg?itok=rlfz25Fh,"Elizabeth Rainey, Foley Artist",Nominee,Mythic Quest,Apple TV+,Apple / Lionsgate / 3 Arts Entertainment / Ubisoft,2021,37,10
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/st-lower-decks-2021-600x600.jpg?itok=Ahait5zW,"James Lucero, Sound Supervisor",Nominee,Star Trek: Lower Decks,Paramount+,"CBS Eye Animation Productions, Titmouse, Secret Hideout and Roddenberry Entertainment",2021,38,1
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/st-lower-decks-2021-600x600.jpg?itok=Ahait5zW,"James Singleton, Sound Effects Editor",Nominee,Star Trek: Lower Decks,Paramount+,"CBS Eye Animation Productions, Titmouse, Secret Hideout and Roddenberry Entertainment",2021,38,1
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/st-lower-decks-2021-600x600.jpg?itok=Ahait5zW,"Jeff Halbert, Sound Effects Editor",Nominee,Star Trek: Lower Decks,Paramount+,"CBS Eye Animation Productions, Titmouse, Secret Hideout and Roddenberry Entertainment",2021,38,1
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/st-lower-decks-2021-600x600.jpg?itok=Ahait5zW,"Michael Britt, Foley Editor",Nominee,Star Trek: Lower Decks,Paramount+,"CBS Eye Animation Productions, Titmouse, Secret Hideout and Roddenberry Entertainment",2021,38,1
Outstanding Sound Editing For A Comedy Or Drama Series (Half-Hour) And Animation - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/st-lower-decks-2021-600x600.jpg?itok=Ahait5zW,"Amber Funk, Music Editor",Nominee,Star Trek: Lower Decks,Paramount+,"CBS Eye Animation Productions, Titmouse, Secret Hideout and Roddenberry Entertainment",2021,38,1
Outstanding Music Composition For A Documentary Series Or Special (Original Dramatic Score) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/allen-v-farrow-2021-600x600.jpg?itok=KUVp2lf4,"Michael Abels, Composer",Nominee,Allen v. Farrow,HBO,"HBO Documentary Films presents in association with Impact Partners and Chicago Media Project, a Jane Doe Films Production",2021,38,2
Outstanding Music Composition For A Documentary Series Or Special (Original Dramatic Score) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/american-masters-600x600_0.jpg?itok=cuUh608u,"Kathryn Bostic, Composer",Nominee,American Masters,PBS,"A Production of KPJR Films, LLC in association with American Masters Pictures",2021,38,3
Outstanding Music Composition For A Documentary Series Or Special (Original Dramatic Score) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/social-dilemma-2021-600x600.jpg?itok=nduGU8ei,"Mark Crawford, Composer",Nominee,The Social Dilemma,Netflix,An Exposure Labs Production in association with Argent Pictures for Netflix,2021,38,4
Outstanding Music Composition For A Documentary Series Or Special (Original Dramatic Score) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/tulsa-burning-2021-600x600.jpg?itok=itDuAmKM,"Branford Marsalis, Composer",Nominee,Tulsa Burning: The 1921 Race Massacre,HISTORY,BLACKFIN in association with Firelight Films and WhyNot Media for The HISTORY Channel,2021,38,5
Outstanding Supporting Actor In A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/paapa-essiedu-2021-450x600.jpg?itok=nZbg8L_S,,Nominee,I May Destroy You,HBO,"HBO in association with BBC, Various Artists Limited, FALKNA",2021,38,6
Outstanding Host For A Reality Or Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/top-chef-2021-450x600_0.jpg?itok=C_m3AkoI,,Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,38,7
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Jerry Bruckheimer, Executive Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Bertram van Munster, Executive Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Jonathan Littman, Executive Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Elise Doganieri, Executive Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Mark Vertullo, Executive Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Phil Keoghan, Executive Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Matt Schmidt, Co-Executive Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Patrick Cariaga, Co-Executive Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Darren Bunkley, Co-Executive Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Micheal DiMaggio, Supervising Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Neil Jahss, Supervising Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Sydney Leier, Supervising Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Jesse McDonald, Supervising Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
Outstanding Competition Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Ady Ryf, Supervising Producer",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,38,8
