camis,dba,boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,inspection_type,_art_year
50009823,PAM REAL THAI 49,MANHATTAN,10019.0,Thai,03/18/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,,Cycle Inspection / Initial Inspection,2015
50083465,MALA PROJECT,MANHATTAN,10009.0,Chinese,11/26/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,91.0,,Pre-permit (Operational) / Initial Inspection,2018
50047614,CROWN FRIED CHICKEN,BROOKLYN,11208.0,Chicken,10/31/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,66.0,,Cycle Inspection / Initial Inspection,2018
41650194,LUCEY'S LOUNGE,BROOKLYN,11215.0,American,03/29/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,Cycle Inspection / Initial Inspection,2016
50044949,BURGER KING,MANHATTAN,10007.0,American,02/10/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,Pre-permit (Operational) / Re-inspection,2016
40659340,SEOUL GARDEN,MANHATTAN,10001.0,Korean,10/07/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,21.0,,Cycle Inspection / Initial Inspection,2014
40874933,NUMERO 28 PIZZERIA,MANHATTAN,,Italian,09/10/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24.0,,Cycle Inspection / Initial Inspection,2018
40659340,SEOUL GARDEN,MANHATTAN,10001.0,Korean,05/23/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,31.0,,Cycle Inspection / Initial Inspection,2016
50071110,GRK FRESH GREEK,MANHATTAN,10003.0,Greek,11/28/2017,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,,Pre-permit (Operational) / Initial Inspection,2017
50060308,HUMBLE FISH,MANHATTAN,10013.0,Seafood,07/18/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26.0,,Cycle Inspection / Initial Inspection,2017
40854979,HYO DONG GAK,MANHATTAN,10001.0,Korean,11/14/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,Cycle Inspection / Initial Inspection,2016
40391060,LUKE'S BAR & GRILL,MANHATTAN,10075.0,American,11/29/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17.0,,Cycle Inspection / Initial Inspection,2017
50045647,WU'S WONTON KING,MANHATTAN,10002.0,Chinese,07/16/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,38.0,,Cycle Inspection / Re-inspection,2018
50062830,BEAN N BEAN,QUEENS,11362.0,CafÃ©/Coffee/Tea,06/21/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,Cycle Inspection / Initial Inspection,2018
41712067,SEASON RESTAURANT,BROOKLYN,11229.0,Chinese,06/30/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13.0,A,Cycle Inspection / Re-inspection,2016
41657408,BUBBA'S BISTRO,QUEENS,11105.0,Creole/Cajun,10/10/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,Cycle Inspection / Re-inspection,2018
50034380,KRAVE IT,QUEENS,11361.0,Pizza,12/19/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,43.0,C,Cycle Inspection / Re-inspection,2017
40550801,CARVEL ICE CREAM,BRONX,10462.0,"Ice Cream, Gelato, Yogurt, Ices",09/20/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7.0,A,Cycle Inspection / Re-inspection,2016
41523226,THE LITTLE CHINANTLA RESTAURANT,QUEENS,11368.0,Mexican,01/19/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,9.0,,Cycle Inspection / Initial Inspection,2018
41711425,LINCOLN STATION,BROOKLYN,11238.0,American,03/05/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23.0,B,Cycle Inspection / Re-inspection,2018
41428706,GOOD FAMILY BAKERY,BROOKLYN,11229.0,Bakery,01/11/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,Cycle Inspection / Initial Inspection,2017
50042180,MARIO'S PIZZA 2,BRONX,10459.0,Pizza,10/07/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,18.0,B,Cycle Inspection / Re-inspection,2016
50002020,THE GREAT GEORGIANA,BROOKLYN,11205.0,American,04/24/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,31.0,,Cycle Inspection / Initial Inspection,2016
40386569,SAL AND CARMINE PIZZA,MANHATTAN,10025.0,Pizza,07/25/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29.0,,Cycle Inspection / Initial Inspection,2018
50055011,FISH CHEEKS,MANHATTAN,10012.0,Thai,11/13/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20.0,,Cycle Inspection / Initial Inspection,2018
50012125,SUBWAY,MANHATTAN,10004.0,Sandwiches,12/06/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,Cycle Inspection / Initial Inspection,2017
50064929,BEETS AND CARROTS,BROOKLYN,11209.0,American,08/07/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,Cycle Inspection / Initial Inspection,2018
50036539,DUNKIN' DONUTS,QUEENS,11436.0,Donuts,12/03/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,A,Cycle Inspection / Initial Inspection,2018
40999297,SORRENTO,BROOKLYN,11214.0,CafÃ©/Coffee/Tea,03/03/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,Cycle Inspection / Initial Inspection,2016
40388818,YAMA JAPANESE RESTAURANT',MANHATTAN,10003.0,Japanese,02/28/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,17.0,,Cycle Inspection / Compliance Inspection,2018
41681629,HEAVY WOODS,BROOKLYN,11237.0,American,10/18/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,59.0,,Cycle Inspection / Initial Inspection,2016
50073556,BRYAN'S BAKERY,BRONX,10468.0,Bakery,09/28/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,18.0,,Cycle Inspection / Initial Inspection,2018
41643117,JEAN CLAUDE FRENCH BISTRO,MANHATTAN,10021.0,French,09/19/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16.0,,Cycle Inspection / Initial Inspection,2016
50053465,HAVANA NY RESTAURANT & BAR,MANHATTAN,10018.0,Chinese/Cuban,01/02/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,,Cycle Inspection / Initial Inspection,2018
40831475,ROSARIO DELI,QUEENS,11105.0,Delicatessen,06/10/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,Cycle Inspection / Re-inspection,2016
41609414,PRIME SANDWICH,BROOKLYN,11213.0,Jewish/Kosher,01/30/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10.0,A,Cycle Inspection / Initial Inspection,2017
41480432,GINO'S PIZZA,MANHATTAN,10038.0,Pizza,09/25/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23.0,Z,Cycle Inspection / Re-inspection,2018
41591488,ACQUA RESTAURANT,MANHATTAN,,Italian,04/05/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11.0,A,Cycle Inspection / Initial Inspection,2018
41215997,MCDONALD'S,BRONX,10468.0,Hamburgers,03/10/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,40.0,,Cycle Inspection / Initial Inspection,2016
41351549,67 ORANGE STREET,MANHATTAN,10026.0,American,02/23/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22.0,B,Cycle Inspection / Re-inspection,2018
41699626,DAVIDS TEA,MANHATTAN,10010.0,CafÃ©/Coffee/Tea,07/27/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,,Cycle Inspection / Initial Inspection,2016
41226387,CAFE MANNA,MANHATTAN,10003.0,American,03/15/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,9.0,,Cycle Inspection / Initial Inspection,2016
50036504,EL CORTEZ,BROOKLYN,11206.0,Mexican,02/14/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,Cycle Inspection / Initial Inspection,2018
50038120,SHUN WON FLUSHING,QUEENS,11355.0,Chinese,10/23/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,42.0,,Cycle Inspection / Initial Inspection,2018
50073470,WORSHIP SUPER HEROES,BRONX,10454.0,Chinese,05/22/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,Cycle Inspection / Initial Inspection,2018
50012031,CASCABEL TAQUERIA,MANHATTAN,10028.0,Mexican,12/05/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,33.0,,Cycle Inspection / Initial Inspection,2018
50001627,KANG HO DONG BAEK JEONG,QUEENS,11354.0,Korean,02/20/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28.0,,Cycle Inspection / Initial Inspection,2016
50014831,OAXACA GREENWICH,MANHATTAN,10011.0,Mexican,09/03/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15.0,,Cycle Inspection / Initial Inspection,2015
41665198,BEYOND SUSHI,MANHATTAN,,Vegetarian,08/24/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,Cycle Inspection / Initial Inspection,2015
41653102,MARISCO CENTRO SEAFOOD RESTAURANT  & BAR,BRONX,10451.0,Seafood,04/17/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,Cycle Inspection / Re-inspection,2018
50010859,RETRO GRILL,BROOKLYN,11223.0,Jewish/Kosher,09/05/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35.0,C,Cycle Inspection / Re-inspection,2017
41240648,CANTON GOURMET RESTAURANT,QUEENS,11354.0,Chinese,02/07/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,7.0,,Cycle Inspection / Initial Inspection,2018
41659848,LA BRISA DEL CIBAO,QUEENS,11368.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/05/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14.0,B,Cycle Inspection / Re-inspection,2016
41664870,KUMO SUSHI,BROOKLYN,11231.0,Japanese,09/11/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18.0,,Cycle Inspection / Initial Inspection,2018
50015128,ALIDORO,MANHATTAN,10016.0,Italian,01/04/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,Cycle Inspection / Initial Inspection,2018
50074948,UNIQUE BAKERY,BROOKLYN,11220.0,Chinese,03/28/2018,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,,Pre-permit (Non-operational) / Initial Inspection,2018
50074520,EL POLLO INKA PERU,QUEENS,11416.0,Peruvian,10/12/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,Administrative Miscellaneous / Initial Inspection,2018
50043785,BOWLLIN',MANHATTAN,10003.0,Korean,12/15/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,,Pre-permit (Operational) / Initial Inspection,2015
50043970,LA ISLA CUCHIFRITOS,BRONX,10455.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/23/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12.0,A,Cycle Inspection / Re-inspection,2016
40366543,JARDIN DE CHINA REST,QUEENS,11368.0,Chinese,11/06/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12.0,A,Cycle Inspection / Re-inspection,2017
41149249,SQUIRE DINER,MANHATTAN,10038.0,American,03/09/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19.0,,Cycle Inspection / Initial Inspection,2016
50032853,VINNY'S LUNCHBOX,BROOKLYN,11223.0,American,02/16/2017,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,59.0,,Cycle Inspection / Initial Inspection,2017
50002769,CHOZA TAQUERIA,MANHATTAN,10016.0,Mexican,07/22/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,Cycle Inspection / Re-inspection,2016
50009313,NEW PHOENIX PALACE,STATEN ISLAND,10304.0,Chinese,04/07/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,Cycle Inspection / Re-inspection,2015
40687217,MICHELLE'S COCKTAIL LOUNGE,BROOKLYN,11226.0,Caribbean,05/30/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20.0,,Cycle Inspection / Initial Inspection,2018
41107447,"DUNKIN' DONUTS, BASKIN ROBBINS",BROOKLYN,11215.0,Donuts,10/24/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,Cycle Inspection / Initial Inspection,2017
41488981,PICCOLA STRADA RESTAURANT,MANHATTAN,10003.0,Italian,04/19/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,Smoke-Free Air Act / Initial Inspection,2016
50071963,PRET A MANGER,MANHATTAN,10025.0,Sandwiches/Salads/Mixed Buffet,11/28/2017,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,18.0,,Pre-permit (Non-operational) / Initial Inspection,2017
50065197,BAJEKO SEKUWA,QUEENS,11104.0,Asian,06/13/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,71.0,,Pre-permit (Operational) / Initial Inspection,2017
50051880,VIVA EVENTS AND CATERING,MANHATTAN,10022.0,American,12/08/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,28.0,,Pre-permit (Operational) / Initial Inspection,2016
40646987,YURA & COMPANY ON MADISON,MANHATTAN,10128.0,American,10/11/2017,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,35.0,C,Cycle Inspection / Re-inspection,2017
41651150,TAINO TASTE RESTAURANT,BRONX,10456.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/21/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27.0,,Cycle Inspection / Initial Inspection,2017
50056854,FEDOROFF'S ROAST PORK,BROOKLYN,11211.0,Sandwiches/Salads/Mixed Buffet,11/14/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,A,Cycle Inspection / Re-inspection,2018
50069765,SOHNA PUNJAB,QUEENS,11419.0,Indian,09/19/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,43.0,,Cycle Inspection / Initial Inspection,2018
41495492,"DUNKIN' DONUTS, BASKIN ROBBINS",BROOKLYN,11224.0,Donuts,08/30/2016,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,9.0,A,Cycle Inspection / Initial Inspection,2016
50002238,OLD DAYS,QUEENS,11355.0,Korean,02/15/2018,Violations were cited in the following area(s).,15F,,Not Applicable,,,Smoke-Free Air Act / Initial Inspection,2018
40912833,COSI,MANHATTAN,10022.0,Sandwiches,06/12/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,36.0,,Cycle Inspection / Initial Inspection,2017
50058195,LIANJIANG RESTAURANT,MANHATTAN,10002.0,Chinese,05/30/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24.0,B,Cycle Inspection / Re-inspection,2017
40903960,BELLEROSE FAMOUS PIZZA,QUEENS,11426.0,Pizza,05/07/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30.0,,Cycle Inspection / Initial Inspection,2018
50004901,BROOKLYN STEAK CO.,BROOKLYN,11230.0,Jewish/Kosher,03/16/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,B,Cycle Inspection / Re-inspection,2016
41237861,CIPRIANI 42ND STREET,MANHATTAN,10017.0,Italian,06/26/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,41.0,,Cycle Inspection / Initial Inspection,2018
41706182,PICK-A-BAGEL/DUMPLING ROOM,MANHATTAN,10023.0,American,10/13/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10.0,A,Cycle Inspection / Re-inspection,2017
41719499,TOASTIES,MANHATTAN,10017.0,American,12/07/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,39.0,,Cycle Inspection / Initial Inspection,2018
50077812,Blue Angel Lounge,QUEENS,11368.0,Other,09/13/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,32.0,Not Yet Graded,Pre-permit (Operational) / Initial Inspection,2018
50045240,HUNAN BISTRO,MANHATTAN,10003.0,Chinese,02/25/2016,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,60.0,,Pre-permit (Operational) / Initial Inspection,2016
50032933,FUEL GRILL & JUICE BAR,MANHATTAN,10017.0,"Juice, Smoothies, Fruit Salads",04/01/2016,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,50.0,,Cycle Inspection / Initial Inspection,2016
40581729,BONO'S CAFE,MANHATTAN,10016.0,Delicatessen,08/19/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8.0,A,Cycle Inspection / Initial Inspection,2016
41656924,TENZAN,MANHATTAN,,Japanese,03/03/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,36.0,C,Cycle Inspection / Re-inspection,2016
50043092,GALERIA,MANHATTAN,10002.0,Brazilian,01/31/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,Cycle Inspection / Initial Inspection,2018
41324599,PHILLIP MORRIS INTERNATIONAL,MANHATTAN,10017.0,American,06/08/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,Cycle Inspection / Initial Inspection,2018
50040360,HARDEE,BROOKLYN,11213.0,Chinese,10/25/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10.0,A,Cycle Inspection / Initial Inspection,2016
50059280,LOS TIGRES BAKERY,BROOKLYN,11219.0,Mexican,10/26/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,18.0,,Cycle Inspection / Initial Inspection,2018
50046870,PROJECT BRUNCH,STATEN ISLAND,10309.0,American,11/15/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,Cycle Inspection / Re-inspection,2017
40847025,EL PULGARCITO DE AMERICA,BROOKLYN,11208.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/21/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,30.0,C,Cycle Inspection / Re-inspection,2016
41721917,LA GITANA 3 PANADERIA Y RESTAURANTE,QUEENS,11421.0,Spanish,05/15/2017,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,24.0,,Cycle Inspection / Initial Inspection,2017
41272136,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BROOKLYN,11203.0,Caribbean,04/25/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,20.0,B,Cycle Inspection / Re-inspection,2017
50083261,BANK OF CHINA CAFETERIA,MANHATTAN,10018.0,Asian,09/24/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21.0,,Pre-permit (Operational) / Initial Inspection,2018
50001450,CARIBBEAN JERKEE'S DELIGHT,BROOKLYN,11203.0,Caribbean,09/08/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,Cycle Inspection / Re-inspection,2016
50016172,KENNEDY FRIED CHICKEN,BRONX,10467.0,Chicken,01/23/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,11.0,A,Cycle Inspection / Initial Inspection,2017
40692961,BAMBOO GARDEN RESTAURANT,BROOKLYN,11236.0,Caribbean,08/01/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,,Cycle Inspection / Initial Inspection,2016
