camis,dba,boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,inspection_type,_art_year
41691166,CANTINA ROOFTOP,MANHATTAN,10036.0,American,04/25/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21.0,B,Cycle Inspection / Re-inspection,2018
50069337,CELLO WINE BAR,MANHATTAN,10022.0,American,01/09/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,70.0,,Pre-permit (Operational) / Re-inspection,2018
41488494,BURGOS RESTAURANT,MANHATTAN,10040.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",02/14/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,34.0,,Cycle Inspection / Initial Inspection,2017
50016149,SAVORY,MANHATTAN,10018.0,American,09/09/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,37.0,,Cycle Inspection / Initial Inspection,2016
40864264,THE VILLAGE TAVERN,MANHATTAN,10014.0,American,10/26/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24.0,B,Cycle Inspection / Re-inspection,2016
50017969,LIOLA,QUEENS,11357.0,Italian,02/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,Pre-permit (Operational) / Initial Inspection,2015
41688112,HONDA/LEGENDS LOUNGE,BROOKLYN,11217.0,American,05/11/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,Cycle Inspection / Initial Inspection,2018
41396861,SUITE PANTRY SUITE 30,BRONX,10451.0,American,07/25/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,Cycle Inspection / Initial Inspection,2017
41633054,TASTE OF TACO/YUMMY CHINA,QUEENS,11385.0,Tex-Mex,06/19/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,Cycle Inspection / Initial Inspection,2018
40695079,LENNY'S BAGELS,MANHATTAN,10025.0,Bagels/Pretzels,05/22/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,31.0,,Cycle Inspection / Initial Inspection,2015
40399356,O'HANLON'S BAR,QUEENS,11375.0,American,04/11/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13.0,,Cycle Inspection / Initial Inspection,2018
50011550,ABIDE BROOKLYN PITA,BROOKLYN,11215.0,Middle Eastern,12/22/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22.0,,Cycle Inspection / Initial Inspection,2016
50079776,NEW APOLO CHINESE & SPANISH FOOD,BROOKLYN,11237.0,Chinese,11/01/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,54.0,Z,Pre-permit (Operational) / Re-inspection,2018
