book,text,line_num
A Study In Scarlet,"""Having left the house, I proceeded to do what Gregson had neglected.",4676
A Study In Scarlet,"I telegraphed to the head of the police at Cleveland, limiting my",4677
A Study In Scarlet,enquiry to the circumstances connected with the marriage of Enoch,4678
A Study In Scarlet,Drebber. The answer was conclusive. It told me that Drebber had,4679
A Study In Scarlet,already applied for the protection of the law against an old rival in,4680
A Study In Scarlet,"love, named Jefferson Hope, and that this same Hope was at present in",4681
A Study In Scarlet,"Europe. I knew now that I held the clue to the mystery in my hand,",4682
A Study In Scarlet,and all that remained was to secure the murderer.,4683
A Study In Scarlet,,4684
A Study In Scarlet,"""I had already determined in my own mind that the man who had walked",4685
A Study In Scarlet,"into the house with Drebber, was none other than the man who had",4686
A Study In Scarlet,driven the cab. The marks in the road showed me that the horse had,4687
A Study In Scarlet,wandered on in a way which would have been impossible had there been,4688
A Study In Scarlet,"anyone in charge of it. Where, then, could the driver be, unless he",4689
A Study In Scarlet,"were inside the house? Again, it is absurd to suppose that any sane",4690
A Study In Scarlet,"man would carry out a deliberate crime under the very eyes, as it",4691
A Study In Scarlet,"were, of a third person, who was sure to betray him. Lastly,",4692
A Study In Scarlet,"supposing one man wished to dog another through London, what better",4693
A Study In Scarlet,means could he adopt than to turn cabdriver. All these considerations,4694
A Study In Scarlet,led me to the irresistible conclusion that Jefferson Hope was to be,4695
A Study In Scarlet,found among the jarveys of the Metropolis.,4696
A Study In Scarlet,,4697
A Study In Scarlet,"""If he had been one there was no reason to believe that he had ceased",4698
A Study In Scarlet,"to be. On the contrary, from his point of view, any sudden chance",4699
A Study In Scarlet,"would be likely to draw attention to himself. He would, probably, for",4700
A Study In Scarlet,"a time at least, continue to perform his duties. There was no reason",4701
A Study In Scarlet,to suppose that he was going under an assumed name. Why should he,4702
A Study In Scarlet,change his name in a country where no one knew his original one? I,4703
A Study In Scarlet,"therefore organized my Street Arab detective corps, and sent them",4704
A Study In Scarlet,systematically to every cab proprietor in London until they ferreted,4705
A Study In Scarlet,"out the man that I wanted. How well they succeeded, and how quickly I",4706
A Study In Scarlet,"took advantage of it, are still fresh in your recollection. The",4707
A Study In Scarlet,"murder of Stangerson was an incident which was entirely unexpected,",4708
A Study In Scarlet,"but which could hardly in any case have been prevented. Through it,",4709
A Study In Scarlet,"as you know, I came into possession of the pills, the existence of",4710
A Study In Scarlet,which I had already surmised. You see the whole thing is a chain of,4711
A Study In Scarlet,"logical sequences without a break or flaw.""",4712
A Study In Scarlet,,4713
A Study In Scarlet,"""It is wonderful!"" I cried. ""Your merits should be publicly",4714
A Study In Scarlet,"recognized. You should publish an account of the case. If you won't,",4715
A Study In Scarlet,"I will for you.""",4716
A Study In Scarlet,,4717
A Study In Scarlet,"""You may do what you like, Doctor,"" he answered. ""See here!"" he",4718
A Study In Scarlet,"continued, handing a paper over to me, ""look at this!""",4719
A Study In Scarlet,,4720
A Study In Scarlet,"It was the Echo for the day, and the paragraph to which he pointed",4721
A Study In Scarlet,was devoted to the case in question.,4722
A Study In Scarlet,,4723
A Study In Scarlet,"""The public,"" it said, ""have lost a sensational treat through the",4724
A Study In Scarlet,"sudden death of the man Hope, who was suspected of the murder of Mr.",4725
A Study In Scarlet,Enoch Drebber and of Mr. Joseph Stangerson. The details of the case,4726
A Study In Scarlet,"will probably be never known now, though we are informed upon good",4727
A Study In Scarlet,authority that the crime was the result of an old standing and,4728
A Study In Scarlet,"romantic feud, in which love and Mormonism bore a part. It seems that",4729
A Study In Scarlet,"both the victims belonged, in their younger days, to the Latter Day",4730
A Study In Scarlet,"Saints, and Hope, the deceased prisoner, hails also from Salt Lake",4731
A Study In Scarlet,"City. If the case has had no other effect, it, at least, brings out",4732
A Study In Scarlet,in the most striking manner the efficiency of our detective police,4733
A Study In Scarlet,"force, and will serve as a lesson to all foreigners that they will do",4734
A Study In Scarlet,"wisely to settle their feuds at home, and not to carry them on to",4735
A Study In Scarlet,British soil. It is an open secret that the credit of this smart,4736
A Study In Scarlet,"capture belongs entirely to the well-known Scotland Yard officials,",4737
A Study In Scarlet,"Messrs. Lestrade and Gregson. The man was apprehended, it appears, in",4738
A Study In Scarlet,"the rooms of a certain Mr. Sherlock Holmes, who has himself, as an",4739
A Study In Scarlet,"amateur, shown some talent in the detective line, and who, with such",4740
A Study In Scarlet,"instructors, may hope in time to attain to some degree of their",4741
A Study In Scarlet,skill. It is expected that a testimonial of some sort will be,4742
A Study In Scarlet,presented to the two officers as a fitting recognition of their,4743
A Study In Scarlet,"services.""",4744
A Study In Scarlet,,4745
A Study In Scarlet,"""Didn't I tell you so when we started?"" cried Sherlock Holmes with a",4746
A Study In Scarlet,"laugh. ""That's the result of all our Study in Scarlet: to get them a",4747
A Study In Scarlet,"testimonial!""",4748
A Study In Scarlet,,4749
A Study In Scarlet,"""Never mind,"" I answered, ""I have all the facts in my journal, and",4750
A Study In Scarlet,the public shall know them. In the meantime you must make yourself,4751
A Study In Scarlet,"contented by the consciousness of success, like the Roman miser--",4752
A Study In Scarlet,,4753
A Study In Scarlet,"""'Populus me sibilat, at mihi plaudo",4754
A Study In Scarlet,"Ipse domi simul ac nummos contemplar in arca.'""",4755
A Study In Scarlet,,4756
The Sign of the Four,THE SIGN OF THE FOUR,1
The Sign of the Four,,2
The Sign of the Four,Table of contents,3
The Sign of the Four,The Science of Deduction,4
The Sign of the Four,The Statement of the Case,5
The Sign of the Four,In Quest of a Solution,6
The Sign of the Four,The Story of the Bald-Headed Man,7
The Sign of the Four,The Tragedy of Pondicherry Lodge,8
The Sign of the Four,Sherlock Holmes Gives a Demonstration,9
The Sign of the Four,The Episode of the Barrel,10
The Sign of the Four,The Baker Street Irregulars,11
The Sign of the Four,A Break in the Chain,12
The Sign of the Four,The End of the Islander,13
The Sign of the Four,The Great Agra Treasure,14
The Sign of the Four,The Strange Story of Jonathan Small,15
The Sign of the Four,,16
The Sign of the Four,CHAPTER I,17
The Sign of the Four,The Science of Deduction,18
The Sign of the Four,,19
The Sign of the Four,Sherlock Holmes took his bottle from the corner of the mantelpiece,20
The Sign of the Four,"and his hypodermic syringe from its neat morocco case. With his long,",21
The Sign of the Four,"white, nervous fingers he adjusted the delicate needle, and rolled",22
The Sign of the Four,back his left shirt-cuff. For some little time his eyes rested,23
The Sign of the Four,thoughtfully upon the sinewy forearm and wrist all dotted and scarred,24
The Sign of the Four,with innumerable puncture-marks. Finally he thrust the sharp point,25
The Sign of the Four,"home, pressed down the tiny piston, and sank back into the",26
The Sign of the Four,velvet-lined arm-chair with a long sigh of satisfaction.,27
The Sign of the Four,,28
The Sign of the Four,"Three times a day for many months I had witnessed this performance,",29
The Sign of the Four,"but custom had not reconciled my mind to it. On the contrary, from",30
The Sign of the Four,"day to day I had become more irritable at the sight, and my",31
The Sign of the Four,conscience swelled nightly within me at the thought that I had lacked,32
The Sign of the Four,the courage to protest. Again and again I had registered a vow that I,33
The Sign of the Four,"should deliver my soul upon the subject, but there was that in the",34
The Sign of the Four,"cool, nonchalant air of my companion which made him the last man with",35
The Sign of the Four,whom one would care to take anything approaching to a liberty. His,36
The Sign of the Four,"great powers, his masterly manner, and the experience which I had had",37
The Sign of the Four,"of his many extraordinary qualities, all made me diffident and",38
The Sign of the Four,backward in crossing him.,39
The Sign of the Four,,40
The Sign of the Four,"Yet upon that afternoon, whether it was the Beaune which I had taken",41
The Sign of the Four,"with my lunch, or the additional exasperation produced by the extreme",42
The Sign of the Four,"deliberation of his manner, I suddenly felt that I could hold out no",43
The Sign of the Four,longer.,44
The Sign of the Four,,45
The Sign of the Four,"""Which is it to-day?"" I asked,--""morphine or cocaine?""",46
