book,text,line_num
A Study In Scarlet,"to Scotland Yard. And now, gentlemen,"" he continued, with a pleasant",2523
A Study In Scarlet,"smile, ""we have reached the end of our little mystery. You are very",2524
A Study In Scarlet,"welcome to put any questions that you like to me now, and there is no",2525
A Study In Scarlet,"danger that I will refuse to answer them.""",2526
A Study In Scarlet,,2527
A Study In Scarlet,PART II,2528
A Study In Scarlet,,2529
A Study In Scarlet,The Country of the Saints.,2530
A Study In Scarlet,,2531
A Study In Scarlet,CHAPTER I,2532
A Study In Scarlet,On The Great Alkali Plain,2533
A Study In Scarlet,,2534
A Study In Scarlet,In the central portion of the great North American Continent there,2535
A Study In Scarlet,"lies an arid and repulsive desert, which for many a long year served",2536
A Study In Scarlet,as a barrier against the advance of civilisation. From the Sierra,2537
A Study In Scarlet,"Nevada to Nebraska, and from the Yellowstone River in the north to",2538
A Study In Scarlet,"the Colorado upon the south, is a region of desolation and silence.",2539
A Study In Scarlet,Nor is Nature always in one mood throughout this grim district. It,2540
A Study In Scarlet,"comprises snow-capped and lofty mountains, and dark and gloomy",2541
A Study In Scarlet,valleys. There are swift-flowing rivers which dash through jagged,2542
A Study In Scarlet,"cañons; and there are enormous plains, which in winter are white with",2543
A Study In Scarlet,"snow, and in summer are grey with the saline alkali dust. They all",2544
A Study In Scarlet,"preserve, however, the common characteristics of barrenness,",2545
A Study In Scarlet,"inhospitality, and misery.",2546
A Study In Scarlet,,2547
A Study In Scarlet,There are no inhabitants of this land of despair. A band of Pawnees,2548
A Study In Scarlet,or of Blackfeet may occasionally traverse it in order to reach other,2549
A Study In Scarlet,"hunting-grounds, but the hardiest of the braves are glad to lose",2550
A Study In Scarlet,"sight of those awesome plains, and to find themselves once more upon",2551
A Study In Scarlet,"their prairies. The coyote skulks among the scrub, the buzzard flaps",2552
A Study In Scarlet,"heavily through the air, and the clumsy grizzly bear lumbers through",2553
A Study In Scarlet,"the dark ravines, and picks up such sustenance as it can amongst the",2554
A Study In Scarlet,rocks. These are the sole dwellers in the wilderness.,2555
A Study In Scarlet,,2556
A Study In Scarlet,In the whole world there can be no more dreary view than that from,2557
A Study In Scarlet,the northern slope of the Sierra Blanco. As far as the eye can reach,2558
A Study In Scarlet,"stretches the great flat plain-land, all dusted over with patches of",2559
A Study In Scarlet,"alkali, and intersected by clumps of the dwarfish chaparral bushes.",2560
A Study In Scarlet,On the extreme verge of the horizon lie a long chain of mountain,2561
A Study In Scarlet,"peaks, with their rugged summits flecked with snow. In this great",2562
A Study In Scarlet,"stretch of country there is no sign of life, nor of anything",2563
A Study In Scarlet,"appertaining to life. There is no bird in the steel-blue heaven, no",2564
A Study In Scarlet,"movement upon the dull, grey earth--above all, there is absolute",2565
A Study In Scarlet,"silence. Listen as one may, there is no shadow of a sound in all that",2566
A Study In Scarlet,mighty wilderness; nothing but silence--complete and heart-subduing,2567
A Study In Scarlet,silence.,2568
A Study In Scarlet,,2569
A Study In Scarlet,It has been said there is nothing appertaining to life upon the broad,2570
A Study In Scarlet,"plain. That is hardly true. Looking down from the Sierra Blanco, one",2571
A Study In Scarlet,"sees a pathway traced out across the desert, which winds away and is",2572
A Study In Scarlet,lost in the extreme distance. It is rutted with wheels and trodden,2573
A Study In Scarlet,down by the feet of many adventurers. Here and there there are,2574
A Study In Scarlet,"scattered white objects which glisten in the sun, and stand out",2575
A Study In Scarlet,"against the dull deposit of alkali. Approach, and examine them! They",2576
A Study In Scarlet,"are bones: some large and coarse, others smaller and more delicate.",2577
A Study In Scarlet,"The former have belonged to oxen, and the latter to men. For fifteen",2578
A Study In Scarlet,hundred miles one may trace this ghastly caravan route by these,2579
A Study In Scarlet,scattered remains of those who had fallen by the wayside.,2580
A Study In Scarlet,,2581
A Study In Scarlet,"Looking down on this very scene, there stood upon the fourth of May,",2582
A Study In Scarlet,"eighteen hundred and forty-seven, a solitary traveller. His",2583
A Study In Scarlet,appearance was such that he might have been the very genius or demon,2584
A Study In Scarlet,of the region. An observer would have found it difficult to say,2585
A Study In Scarlet,whether he was nearer to forty or to sixty. His face was lean and,2586
A Study In Scarlet,"haggard, and the brown parchment-like skin was drawn tightly over the",2587
A Study In Scarlet,"projecting bones; his long, brown hair and beard were all flecked and",2588
A Study In Scarlet,"dashed with white; his eyes were sunken in his head, and burned with",2589
A Study In Scarlet,an unnatural lustre; while the hand which grasped his rifle was,2590
A Study In Scarlet,"hardly more fleshy than that of a skeleton. As he stood, he leaned",2591
A Study In Scarlet,"upon his weapon for support, and yet his tall figure and the massive",2592
A Study In Scarlet,framework of his bones suggested a wiry and vigorous constitution.,2593
A Study In Scarlet,"His gaunt face, however, and his clothes, which hung so baggily over",2594
A Study In Scarlet,"his shrivelled limbs, proclaimed what it was that gave him that",2595
A Study In Scarlet,senile and decrepit appearance. The man was dying--dying from hunger,2596
A Study In Scarlet,and from thirst.,2597
A Study In Scarlet,,2598
A Study In Scarlet,"He had toiled painfully down the ravine, and on to this little",2599
A Study In Scarlet,"elevation, in the vain hope of seeing some signs of water. Now the",2600
A Study In Scarlet,"great salt plain stretched before his eyes, and the distant belt of",2601
A Study In Scarlet,"savage mountains, without a sign anywhere of plant or tree, which",2602
A Study In Scarlet,might indicate the presence of moisture. In all that broad landscape,2603
A Study In Scarlet,"there was no gleam of hope. North, and east, and west he looked with",2604
A Study In Scarlet,"wild questioning eyes, and then he realised that his wanderings had",2605
A Study In Scarlet,"come to an end, and that there, on that barren crag, he was about to",2606
A Study In Scarlet,"die. ""Why not here, as well as in a feather bed, twenty years hence,""",2607
A Study In Scarlet,"he muttered, as he seated himself in the shelter of a boulder.",2608
A Study In Scarlet,,2609
A Study In Scarlet,"Before sitting down, he had deposited upon the ground his useless",2610
A Study In Scarlet,"rifle, and also a large bundle tied up in a grey shawl, which he had",2611
A Study In Scarlet,carried slung over his right shoulder. It appeared to be somewhat too,2612
A Study In Scarlet,"heavy for his strength, for in lowering it, it came down on the",2613
A Study In Scarlet,ground with some little violence. Instantly there broke from the grey,2614
A Study In Scarlet,"parcel a little moaning cry, and from it there protruded a small,",2615
A Study In Scarlet,"scared face, with very bright brown eyes, and two little speckled,",2616
A Study In Scarlet,dimpled fists.,2617
A Study In Scarlet,,2618
A Study In Scarlet,"""You've hurt me!"" said a childish voice reproachfully.",2619
A Study In Scarlet,,2620
A Study In Scarlet,"""Have I though,"" the man answered penitently, ""I didn't go for to do",2621
A Study In Scarlet,"it."" As he spoke he unwrapped the grey shawl and extricated a pretty",2622
A Study In Scarlet,"little girl of about five years of age, whose dainty shoes and smart",2623
A Study In Scarlet,pink frock with its little linen apron all bespoke a mother's care.,2624
A Study In Scarlet,"The child was pale and wan, but her healthy arms and legs showed that",2625
A Study In Scarlet,she had suffered less than her companion.,2626
A Study In Scarlet,,2627
A Study In Scarlet,"""How is it now?"" he answered anxiously, for she was still rubbing the",2628
A Study In Scarlet,towsy golden curls which covered the back of her head.,2629
A Study In Scarlet,,2630
A Study In Scarlet,"""Kiss it and make it well,"" she said, with perfect gravity, shoving",2631
A Study In Scarlet,"the injured part up to him. ""That's what mother used to do. Where's",2632
A Study In Scarlet,"mother?""",2633
A Study In Scarlet,,2634
A Study In Scarlet,"""Mother's gone. I guess you'll see her before long.""",2635
A Study In Scarlet,,2636
A Study In Scarlet,"""Gone, eh!"" said the little girl. ""Funny, she didn't say good-bye;",2637
A Study In Scarlet,"she 'most always did if she was just goin' over to Auntie's for tea,",2638
A Study In Scarlet,"and now she's been away three days. Say, it's awful dry, ain't it?",2639
A Study In Scarlet,"Ain't there no water, nor nothing to eat?""",2640
A Study In Scarlet,,2641
A Study In Scarlet,"""No, there ain't nothing, dearie. You'll just need to be patient",2642
A Study In Scarlet,"awhile, and then you'll be all right. Put your head up agin me like",2643
A Study In Scarlet,"that, and then you'll feel bullier. It ain't easy to talk when your",2644
A Study In Scarlet,"lips is like leather, but I guess I'd best let you know how the cards",2645
A Study In Scarlet,"lie. What's that you've got?""",2646
A Study In Scarlet,,2647
A Study In Scarlet,"""Pretty things! fine things!"" cried the little girl enthusiastically,",2648
A Study In Scarlet,"holding up two glittering fragments of mica. ""When we goes back to",2649
A Study In Scarlet,"home I'll give them to brother Bob.""",2650
A Study In Scarlet,,2651
A Study In Scarlet,"""You'll see prettier things than them soon,"" said the man",2652
A Study In Scarlet,"confidently. ""You just wait a bit. I was going to tell you",2653
A Study In Scarlet,"though--you remember when we left the river?""",2654
A Study In Scarlet,,2655
A Study In Scarlet,"""Oh, yes.""",2656
A Study In Scarlet,,2657
A Study In Scarlet,"""Well, we reckoned we'd strike another river soon, d'ye see. But",2658
A Study In Scarlet,"there was somethin' wrong; compasses, or map, or somethin', and it",2659
A Study In Scarlet,didn't turn up. Water ran out. Just except a little drop for the,2660
A Study In Scarlet,"likes of you and--and--""",2661
A Study In Scarlet,,2662
A Study In Scarlet,"""And you couldn't wash yourself,"" interrupted his companion gravely,",2663
A Study In Scarlet,staring up at his grimy visage.,2664
A Study In Scarlet,,2665
A Study In Scarlet,"""No, nor drink. And Mr. Bender, he was the fust to go, and then",2666
A Study In Scarlet,"Indian Pete, and then Mrs. McGregor, and then Johnny Hones, and then,",2667
A Study In Scarlet,"dearie, your mother.""",2668
A Study In Scarlet,,2669
A Study In Scarlet,"""Then mother's a deader too,"" cried the little girl dropping her face",2670
A Study In Scarlet,in her pinafore and sobbing bitterly.,2671
A Study In Scarlet,,2672
A Study In Scarlet,"""Yes, they all went except you and me. Then I thought there was some",2673
A Study In Scarlet,"chance of water in this direction, so I heaved you over my shoulder",2674
A Study In Scarlet,and we tramped it together. It don't seem as though we've improved,2675
A Study In Scarlet,"matters. There's an almighty small chance for us now!""",2676
A Study In Scarlet,,2677
A Study In Scarlet,"""Do you mean that we are going to die too?"" asked the child, checking",2678
A Study In Scarlet,"her sobs, and raising her tear-stained face.",2679
A Study In Scarlet,,2680
A Study In Scarlet,"""I guess that's about the size of it.""",2681
A Study In Scarlet,,2682
A Study In Scarlet,"""Why didn't you say so before?"" she said, laughing gleefully. ""You",2683
A Study In Scarlet,"gave me such a fright. Why, of course, now as long as we die we'll be",2684
A Study In Scarlet,"with mother again.""",2685
A Study In Scarlet,,2686
A Study In Scarlet,"""Yes, you will, dearie.""",2687
A Study In Scarlet,,2688
A Study In Scarlet,"""And you too. I'll tell her how awful good you've been. I'll bet she",2689
A Study In Scarlet,"meets us at the door of Heaven with a big pitcher of water, and a lot",2690
A Study In Scarlet,"of buckwheat cakes, hot, and toasted on both sides, like Bob and me",2691
A Study In Scarlet,"was fond of. How long will it be first?""",2692
A Study In Scarlet,,2693
A Study In Scarlet,"""I don't know--not very long."" The man's eyes were fixed upon the",2694
A Study In Scarlet,northern horizon. In the blue vault of the heaven there had appeared,2695
A Study In Scarlet,"three little specks which increased in size every moment, so rapidly",2696
A Study In Scarlet,did they approach. They speedily resolved themselves into three large,2697
A Study In Scarlet,"brown birds, which circled over the heads of the two wanderers, and",2698
A Study In Scarlet,then settled upon some rocks which overlooked them. They were,2699
A Study In Scarlet,"buzzards, the vultures of the west, whose coming is the forerunner of",2700
A Study In Scarlet,death.,2701
A Study In Scarlet,,2702
A Study In Scarlet,"""Cocks and hens,"" cried the little girl gleefully, pointing at their",2703
A Study In Scarlet,"ill-omened forms, and clapping her hands to make them rise. ""Say, did",2704
A Study In Scarlet,"God make this country?""",2705
A Study In Scarlet,,2706
A Study In Scarlet,"""Of course He did,"" said her companion, rather startled by this",2707
A Study In Scarlet,unexpected question.,2708
A Study In Scarlet,,2709
A Study In Scarlet,"""He made the country down in Illinois, and He made the Missouri,"" the",2710
A Study In Scarlet,"little girl continued. ""I guess somebody else made the country in",2711
A Study In Scarlet,these parts. It's not nearly so well done. They forgot the water and,2712
A Study In Scarlet,"the trees.""",2713
A Study In Scarlet,,2714
A Study In Scarlet,"""What would ye think of offering up prayer?"" the man asked",2715
A Study In Scarlet,diffidently.,2716
A Study In Scarlet,,2717
A Study In Scarlet,"""It ain't night yet,"" she answered.",2718
A Study In Scarlet,,2719
A Study In Scarlet,"""It don't matter. It ain't quite regular, but He won't mind that, you",2720
A Study In Scarlet,bet. You say over them ones that you used to say every night in the,2721
A Study In Scarlet,"waggon when we was on the Plains.""",2722
A Study In Scarlet,,2723
A Study In Scarlet,"""Why don't you say some yourself?"" the child asked, with wondering",2724
A Study In Scarlet,eyes.,2725
A Study In Scarlet,,2726
A Study In Scarlet,"""I disremember them,"" he answered. ""I hain't said none since I was",2727
A Study In Scarlet,half the height o' that gun. I guess it's never too late. You say,2728
A Study In Scarlet,"them out, and I'll stand by and come in on the choruses.""",2729
A Study In Scarlet,,2730
A Study In Scarlet,"""Then you'll need to kneel down, and me too,"" she said, laying the",2731
A Study In Scarlet,"shawl out for that purpose. ""You've got to put your hands up like",2732
A Study In Scarlet,"this. It makes you feel kind o' good.""",2733
A Study In Scarlet,,2734
A Study In Scarlet,It was a strange sight had there been anything but the buzzards to,2735
A Study In Scarlet,"see it. Side by side on the narrow shawl knelt the two wanderers, the",2736
A Study In Scarlet,"little prattling child and the reckless, hardened adventurer. Her",2737
A Study In Scarlet,"chubby face, and his haggard, angular visage were both turned up to",2738
A Study In Scarlet,the cloudless heaven in heartfelt entreaty to that dread being with,2739
A Study In Scarlet,"whom they were face to face, while the two voices--the one thin and",2740
A Study In Scarlet,"clear, the other deep and harsh--united in the entreaty for mercy and",2741
A Study In Scarlet,"forgiveness. The prayer finished, they resumed their seat in the",2742
A Study In Scarlet,"shadow of the boulder until the child fell asleep, nestling upon the",2743
A Study In Scarlet,broad breast of her protector. He watched over her slumber for some,2744
A Study In Scarlet,"time, but Nature proved to be too strong for him. For three days and",2745
A Study In Scarlet,three nights he had allowed himself neither rest nor repose. Slowly,2746
A Study In Scarlet,"the eyelids drooped over the tired eyes, and the head sunk lower and",2747
A Study In Scarlet,"lower upon the breast, until the man's grizzled beard was mixed with",2748
A Study In Scarlet,"the gold tresses of his companion, and both slept the same deep and",2749
A Study In Scarlet,dreamless slumber.,2750
A Study In Scarlet,,2751
A Study In Scarlet,Had the wanderer remained awake for another half hour a strange sight,2752
A Study In Scarlet,would have met his eyes. Far away on the extreme verge of the alkali,2753
A Study In Scarlet,"plain there rose up a little spray of dust, very slight at first, and",2754
A Study In Scarlet,"hardly to be distinguished from the mists of the distance, but",2755
A Study In Scarlet,"gradually growing higher and broader until it formed a solid,",2756
A Study In Scarlet,well-defined cloud. This cloud continued to increase in size until it,2757
A Study In Scarlet,became evident that it could only be raised by a great multitude of,2758
A Study In Scarlet,moving creatures. In more fertile spots the observer would have come,2759
A Study In Scarlet,to the conclusion that one of those great herds of bisons which graze,2760
A Study In Scarlet,upon the prairie land was approaching him. This was obviously,2761
A Study In Scarlet,impossible in these arid wilds. As the whirl of dust drew nearer to,2762
A Study In Scarlet,"the solitary bluff upon which the two castaways were reposing, the",2763
A Study In Scarlet,canvas-covered tilts of waggons and the figures of armed horsemen,2764
A Study In Scarlet,"began to show up through the haze, and the apparition revealed itself",2765
A Study In Scarlet,as being a great caravan upon its journey for the West. But what a,2766
A Study In Scarlet,"caravan! When the head of it had reached the base of the mountains,",2767
A Study In Scarlet,the rear was not yet visible on the horizon. Right across the,2768
A Study In Scarlet,"enormous plain stretched the straggling array, waggons and carts, men",2769
A Study In Scarlet,"on horseback, and men on foot. Innumerable women who staggered along",2770
A Study In Scarlet,"under burdens, and children who toddled beside the waggons or peeped",2771
A Study In Scarlet,out from under the white coverings. This was evidently no ordinary,2772
A Study In Scarlet,"party of immigrants, but rather some nomad people who had been",2773
A Study In Scarlet,compelled from stress of circumstances to seek themselves a new,2774
A Study In Scarlet,country. There rose through the clear air a confused clattering and,2775
A Study In Scarlet,"rumbling from this great mass of humanity, with the creaking of",2776
A Study In Scarlet,"wheels and the neighing of horses. Loud as it was, it was not",2777
A Study In Scarlet,sufficient to rouse the two tired wayfarers above them.,2778
A Study In Scarlet,,2779
A Study In Scarlet,At the head of the column there rode a score or more of grave,2780
A Study In Scarlet,"ironfaced men, clad in sombre homespun garments and armed with",2781
A Study In Scarlet,"rifles. On reaching the base of the bluff they halted, and held a",2782
A Study In Scarlet,short council among themselves.,2783
A Study In Scarlet,,2784
A Study In Scarlet,"""The wells are to the right, my brothers,"" said one, a hard-lipped,",2785
A Study In Scarlet,clean-shaven man with grizzly hair.,2786
A Study In Scarlet,,2787
A Study In Scarlet,"""To the right of the Sierra Blanco--so we shall reach the Rio",2788
A Study In Scarlet,"Grande,"" said another.",2789
A Study In Scarlet,,2790
A Study In Scarlet,"""Fear not for water,"" cried a third. ""He who could draw it from the",2791
A Study In Scarlet,"rocks will not now abandon His own chosen people.""",2792
A Study In Scarlet,,2793
A Study In Scarlet,"""Amen! Amen!"" responded the whole party.",2794
A Study In Scarlet,,2795
A Study In Scarlet,They were about to resume their journey when one of the youngest and,2796
A Study In Scarlet,keenest-eyed uttered an exclamation and pointed up at the rugged crag,2797
A Study In Scarlet,"above them. From its summit there fluttered a little wisp of pink,",2798
A Study In Scarlet,showing up hard and bright against the grey rocks behind. At the,2799
A Study In Scarlet,sight there was a general reining up of horses and unslinging of,2800
A Study In Scarlet,"guns, while fresh horsemen came galloping up to reinforce the",2801
A Study In Scarlet,"vanguard. The word ""Redskins"" was on every lip.",2802
A Study In Scarlet,,2803
A Study In Scarlet,"""There can't be any number of Injuns here,"" said the elderly man who",2804
A Study In Scarlet,"appeared to be in command. ""We have passed the Pawnees, and there are",2805
A Study In Scarlet,"no other tribes until we cross the great mountains.""",2806
A Study In Scarlet,,2807
A Study In Scarlet,"""Shall I go forward and see, Brother Stangerson,"" asked one of the",2808
A Study In Scarlet,band.,2809
A Study In Scarlet,,2810
A Study In Scarlet,"""And I,"" ""and I,"" cried a dozen voices.",2811
A Study In Scarlet,,2812
A Study In Scarlet,"""Leave your horses below and we will await you here,"" the Elder",2813
A Study In Scarlet,"answered. In a moment the young fellows had dismounted, fastened",2814
A Study In Scarlet,"their horses, and were ascending the precipitous slope which led up",2815
A Study In Scarlet,to the object which had excited their curiosity. They advanced,2816
A Study In Scarlet,"rapidly and noiselessly, with the confidence and dexterity of",2817
A Study In Scarlet,practised scouts. The watchers from the plain below could see them,2818
A Study In Scarlet,flit from rock to rock until their figures stood out against the,2819
A Study In Scarlet,skyline. The young man who had first given the alarm was leading,2820
A Study In Scarlet,"them. Suddenly his followers saw him throw up his hands, as though",2821
A Study In Scarlet,"overcome with astonishment, and on joining him they were affected in",2822
A Study In Scarlet,the same way by the sight which met their eyes.,2823
A Study In Scarlet,,2824
A Study In Scarlet,On the little plateau which crowned the barren hill there stood a,2825
A Study In Scarlet,"single giant boulder, and against this boulder there lay a tall man,",2826
A Study In Scarlet,"long-bearded and hard-featured, but of an excessive thinness. His",2827
A Study In Scarlet,placid face and regular breathing showed that he was fast asleep.,2828
A Study In Scarlet,"Beside him lay a little child, with her round white arms encircling",2829
A Study In Scarlet,"his brown sinewy neck, and her golden haired head resting upon the",2830
A Study In Scarlet,"breast of his velveteen tunic. Her rosy lips were parted, showing the",2831
A Study In Scarlet,"regular line of snow-white teeth within, and a playful smile played",2832
A Study In Scarlet,over her infantile features. Her plump little white legs terminating,2833
A Study In Scarlet,"in white socks and neat shoes with shining buckles, offered a strange",2834
A Study In Scarlet,contrast to the long shrivelled members of her companion. On the,2835
A Study In Scarlet,ledge of rock above this strange couple there stood three solemn,2836
A Study In Scarlet,"buzzards, who, at the sight of the new comers uttered raucous screams",2837
A Study In Scarlet,of disappointment and flapped sullenly away.,2838
A Study In Scarlet,,2839
A Study In Scarlet,The cries of the foul birds awoke the two sleepers who stared about,2840
A Study In Scarlet,them in bewilderment. The man staggered to his feet and looked down,2841
A Study In Scarlet,upon the plain which had been so desolate when sleep had overtaken,2842
A Study In Scarlet,"him, and which was now traversed by this enormous body of men and of",2843
A Study In Scarlet,"beasts. His face assumed an expression of incredulity as he gazed,",2844
A Study In Scarlet,"and he passed his boney hand over his eyes. ""This is what they call",2845
A Study In Scarlet,"delirium, I guess,"" he muttered. The child stood beside him, holding",2846
A Study In Scarlet,"on to the skirt of his coat, and said nothing but looked all round",2847
A Study In Scarlet,her with the wondering questioning gaze of childhood.,2848
A Study In Scarlet,,2849
A Study In Scarlet,The rescuing party were speedily able to convince the two castaways,2850
A Study In Scarlet,that their appearance was no delusion. One of them seized the little,2851
A Study In Scarlet,"girl, and hoisted her upon his shoulder, while two others supported",2852
A Study In Scarlet,"her gaunt companion, and assisted him towards the waggons.",2853
A Study In Scarlet,,2854
A Study In Scarlet,"""My name is John Ferrier,"" the wanderer explained; ""me and that",2855
A Study In Scarlet,little un are all that's left o' twenty-one people. The rest is all,2856
A Study In Scarlet,"dead o' thirst and hunger away down in the south.""",2857
A Study In Scarlet,,2858
A Study In Scarlet,"""Is she your child?"" asked someone.",2859
A Study In Scarlet,,2860
A Study In Scarlet,"""I guess she is now,"" the other cried, defiantly; ""she's mine 'cause",2861
A Study In Scarlet,I saved her. No man will take her from me. She's Lucy Ferrier from,2862
A Study In Scarlet,"this day on. Who are you, though?"" he continued, glancing with",2863
A Study In Scarlet,"curiosity at his stalwart, sunburned rescuers; ""there seems to be a",2864
A Study In Scarlet,"powerful lot of ye.""",2865
A Study In Scarlet,,2866
A Study In Scarlet,"""Nigh upon ten thousand,"" said one of the young men; ""we are the",2867
A Study In Scarlet,"persecuted children of God--the chosen of the Angel Merona.""",2868
A Study In Scarlet,,2869
A Study In Scarlet,"""I never heard tell on him,"" said the wanderer. ""He appears to have",2870
A Study In Scarlet,"chosen a fair crowd of ye.""",2871
A Study In Scarlet,,2872
A Study In Scarlet,"""Do not jest at that which is sacred,"" said the other sternly. ""We",2873
A Study In Scarlet,"are of those who believe in those sacred writings, drawn in Egyptian",2874
A Study In Scarlet,"letters on plates of beaten gold, which were handed unto the holy",2875
A Study In Scarlet,"Joseph Smith at Palmyra. We have come from Nauvoo, in the State of",2876
A Study In Scarlet,"Illinois, where we had founded our temple. We have come to seek a",2877
A Study In Scarlet,"refuge from the violent man and from the godless, even though it be",2878
A Study In Scarlet,"the heart of the desert.""",2879
A Study In Scarlet,,2880
A Study In Scarlet,The name of Nauvoo evidently recalled recollections to John Ferrier.,2881
A Study In Scarlet,"""I see,"" he said, ""you are the Mormons.""",2882
A Study In Scarlet,,2883
A Study In Scarlet,"""We are the Mormons,"" answered his companions with one voice.",2884
A Study In Scarlet,,2885
A Study In Scarlet,"""And where are you going?""",2886
A Study In Scarlet,,2887
A Study In Scarlet,"""We do not know. The hand of God is leading us under the person of",2888
A Study In Scarlet,our Prophet. You must come before him. He shall say what is to be,2889
A Study In Scarlet,"done with you.""",2890
A Study In Scarlet,,2891
A Study In Scarlet,"They had reached the base of the hill by this time, and were",2892
A Study In Scarlet,"surrounded by crowds of the pilgrims--pale-faced meek-looking women,",2893
A Study In Scarlet,"strong laughing children, and anxious earnest-eyed men. Many were the",2894
A Study In Scarlet,cries of astonishment and of commiseration which arose from them when,2895
A Study In Scarlet,they perceived the youth of one of the strangers and the destitution,2896
A Study In Scarlet,"of the other. Their escort did not halt, however, but pushed on,",2897
A Study In Scarlet,"followed by a great crowd of Mormons, until they reached a waggon,",2898
A Study In Scarlet,which was conspicuous for its great size and for the gaudiness and,2899
A Study In Scarlet,"smartness of its appearance. Six horses were yoked to it, whereas the",2900
A Study In Scarlet,"others were furnished with two, or, at most, four a-piece. Beside the",2901
A Study In Scarlet,driver there sat a man who could not have been more than thirty years,2902
A Study In Scarlet,"of age, but whose massive head and resolute expression marked him as",2903
A Study In Scarlet,"a leader. He was reading a brown-backed volume, but as the crowd",2904
A Study In Scarlet,"approached he laid it aside, and listened attentively to an account",2905
A Study In Scarlet,of the episode. Then he turned to the two castaways.,2906
A Study In Scarlet,,2907
A Study In Scarlet,"""If we take you with us,"" he said, in solemn words, ""it can only be",2908
A Study In Scarlet,as believers in our own creed. We shall have no wolves in our fold.,2909
A Study In Scarlet,Better far that your bones should bleach in this wilderness than that,2910
A Study In Scarlet,you should prove to be that little speck of decay which in time,2911
A Study In Scarlet,"corrupts the whole fruit. Will you come with us on these terms?""",2912
A Study In Scarlet,,2913
A Study In Scarlet,"""Guess I'll come with you on any terms,"" said Ferrier, with such",2914
A Study In Scarlet,emphasis that the grave Elders could not restrain a smile. The leader,2915
A Study In Scarlet,"alone retained his stern, impressive expression.",2916
A Study In Scarlet,,2917
A Study In Scarlet,"""Take him, Brother Stangerson,"" he said, ""give him food and drink,",2918
A Study In Scarlet,and the child likewise. Let it be your task also to teach him our,2919
A Study In Scarlet,"holy creed. We have delayed long enough. Forward! On, on to Zion!""",2920
A Study In Scarlet,,2921
A Study In Scarlet,"""On, on to Zion!"" cried the crowd of Mormons, and the words rippled",2922
A Study In Scarlet,"down the long caravan, passing from mouth to mouth until they died",2923
A Study In Scarlet,away in a dull murmur in the far distance. With a cracking of whips,2924
A Study In Scarlet,"and a creaking of wheels the great waggons got into motion, and soon",2925
A Study In Scarlet,the whole caravan was winding along once more. The Elder to whose,2926
A Study In Scarlet,"care the two waifs had been committed, led them to his waggon, where",2927
A Study In Scarlet,a meal was already awaiting them.,2928
A Study In Scarlet,,2929
A Study In Scarlet,"""You shall remain here,"" he said. ""In a few days you will have",2930
A Study In Scarlet,"recovered from your fatigues. In the meantime, remember that now and",2931
A Study In Scarlet,"forever you are of our religion. Brigham Young has said it, and he",2932
A Study In Scarlet,"has spoken with the voice of Joseph Smith, which is the voice of",2933
A Study In Scarlet,"God.""",2934
A Study In Scarlet,,2935
A Study In Scarlet,CHAPTER II,2936
A Study In Scarlet,The Flower Of Utah,2937
A Study In Scarlet,,2938
A Study In Scarlet,This is not the place to commemorate the trials and privations,2939
A Study In Scarlet,endured by the immigrant Mormons before they came to their final,2940
A Study In Scarlet,haven. From the shores of the Mississippi to the western slopes of,2941
A Study In Scarlet,the Rocky Mountains they had struggled on with a constancy almost,2942
A Study In Scarlet,"unparalleled in history. The savage man, and the savage beast,",2943
A Study In Scarlet,"hunger, thirst, fatigue, and disease--every impediment which Nature",2944
A Study In Scarlet,could place in the way--had all been overcome with Anglo-Saxon,2945
A Study In Scarlet,tenacity. Yet the long journey and the accumulated terrors had shaken,2946
A Study In Scarlet,the hearts of the stoutest among them. There was not one who did not,2947
A Study In Scarlet,sink upon his knees in heartfelt prayer when they saw the broad,2948
A Study In Scarlet,"valley of Utah bathed in the sunlight beneath them, and learned from",2949
A Study In Scarlet,"the lips of their leader that this was the promised land, and that",2950
A Study In Scarlet,these virgin acres were to be theirs for evermore.,2951
A Study In Scarlet,,2952
A Study In Scarlet,Young speedily proved himself to be a skilful administrator as well,2953
A Study In Scarlet,"as a resolute chief. Maps were drawn and charts prepared, in which",2954
A Study In Scarlet,the future city was sketched out. All around farms were apportioned,2955
A Study In Scarlet,and allotted in proportion to the standing of each individual. The,2956
A Study In Scarlet,tradesman was put to his trade and the artisan to his calling. In the,2957
A Study In Scarlet,"town streets and squares sprang up, as if by magic. In the country",2958
A Study In Scarlet,"there was draining and hedging, planting and clearing, until the next",2959
A Study In Scarlet,summer saw the whole country golden with the wheat crop. Everything,2960
A Study In Scarlet,"prospered in the strange settlement. Above all, the great temple",2961
A Study In Scarlet,which they had erected in the centre of the city grew ever taller and,2962
A Study In Scarlet,larger. From the first blush of dawn until the closing of the,2963
A Study In Scarlet,"twilight, the clatter of the hammer and the rasp of the saw was never",2964
A Study In Scarlet,absent from the monument which the immigrants erected to Him who had,2965
A Study In Scarlet,led them safe through many dangers.,2966
A Study In Scarlet,,2967
A Study In Scarlet,"The two castaways, John Ferrier and the little girl who had shared",2968
A Study In Scarlet,"his fortunes and had been adopted as his daughter, accompanied the",2969
A Study In Scarlet,Mormons to the end of their great pilgrimage. Little Lucy Ferrier was,2970
